id,title,playstation,xbox,nintendo,pc,other,score,genre,editors_choice,release_year,release_month
751,Fallout 4,TRUE,TRUE,FALSE,TRUE,FALSE,9.5,RPG,Y,2015.0,11.0
752,Fallout Shelter,FALSE,FALSE,FALSE,FALSE,TRUE,6.8,Simulation,N,2015.0,6.0
753,Far Cry 4: Valley of the Yetis,TRUE,FALSE,FALSE,FALSE,FALSE,7.6,Shooter,N,2015.0,3.0
754,Fatal Frame: Maiden of the Black Water,FALSE,FALSE,TRUE,FALSE,FALSE,7.0,Adventure,N,2015.0,10.0
755,FIFA 16,TRUE,TRUE,FALSE,FALSE,FALSE,7.8,Sports,N,2015.0,9.0
756,Final Fantasy Type-0 HD,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,RPG,N,2015.0,3.0
757,Final Fantasy X / X-2 HD Remaster,TRUE,FALSE,FALSE,FALSE,FALSE,9.3,RPG,Y,2015.0,5.0
758,Final Fantasy XIV Online: Heavensward,FALSE,FALSE,FALSE,TRUE,FALSE,8.6,RPG,N,2015.0,6.0
759,Final Fantasy: Record Keeper,FALSE,FALSE,FALSE,FALSE,TRUE,6.2,RPG,N,2015.0,4.0
760,Forza Horizon 2 Presents Fast & Furious,FALSE,TRUE,FALSE,FALSE,FALSE,6.5,Racing,N,2015.0,4.0
761,Forza Motorsport 6,FALSE,TRUE,FALSE,FALSE,FALSE,9.0,Racing,Y,2015.0,9.0
762,Frozen Cortex,FALSE,FALSE,FALSE,TRUE,FALSE,8.1,Strategy,N,2015.0,2.0
763,Funk of Titans,FALSE,TRUE,FALSE,FALSE,FALSE,4.0,Platformer,N,2015.0,1.0
764,Galactic Civilizations III,FALSE,FALSE,FALSE,TRUE,FALSE,8.6,Strategy,N,2015.0,5.0
765,Galak-Z,TRUE,FALSE,FALSE,FALSE,FALSE,8.3,Shooter,N,2015.0,8.0
766,Game of Thrones: Episode 2 -- The Lost Lords,TRUE,TRUE,FALSE,TRUE,TRUE,7.0,Adventure,N,2015.0,2.0
767,Game of Thrones: Episode 3 -- The Sword in the Darkness,TRUE,TRUE,FALSE,TRUE,TRUE,7.7,Adventure,N,2015.0,3.0
768,Game of Thrones: Episode 4 -- Sons of Winter,TRUE,TRUE,FALSE,TRUE,TRUE,8.2,Adventure,N,2015.0,5.0
769,Game of Thrones: Episode 5 -- A Nest Of Vipers,TRUE,TRUE,FALSE,TRUE,TRUE,6.5,Adventure,N,2015.0,7.0
770,Game of Thrones: Episode 6 -- The Ice Dragon,TRUE,TRUE,FALSE,TRUE,TRUE,6.7,Adventure,N,2015.0,11.0
771,Gauntlet,FALSE,FALSE,FALSE,TRUE,FALSE,7.1,Action,N,2015.0,8.0
772,Gauntlet: Slayer Edition,TRUE,FALSE,FALSE,FALSE,FALSE,7.1,Action,N,2015.0,8.0
773,Gears of War: Ultimate Edition,FALSE,TRUE,FALSE,FALSE,FALSE,8.5,Shooter,N,2015.0,8.0
774,God of War III Remastered,TRUE,FALSE,FALSE,FALSE,FALSE,8.8,Action,N,2015.0,7.0
775,Godzilla,TRUE,FALSE,FALSE,FALSE,FALSE,4.5,Action,N,2015.0,7.0
776,Grand Theft Auto V,TRUE,TRUE,FALSE,TRUE,FALSE,10.0,Action-Adventure,Y,2015.0,4.0
777,Gravity Ghost,FALSE,FALSE,FALSE,TRUE,FALSE,7.4,Puzzle,N,2015.0,2.0
778,Grey Goo,FALSE,FALSE,FALSE,TRUE,FALSE,7.6,Strategy,N,2015.0,1.0
779,Grim Fandango Remastered,TRUE,FALSE,FALSE,TRUE,FALSE,9.3,Adventure,Y,2015.0,1.0
780,Grow Home,FALSE,FALSE,FALSE,TRUE,FALSE,8.8,Platformer,N,2015.0,2.0
781,Guild of Dungeoneering,FALSE,FALSE,FALSE,TRUE,FALSE,7.0,RPG,N,2015.0,7.0
782,Guild Wars 2: Heart of Thorns,FALSE,FALSE,FALSE,TRUE,FALSE,7.6,RPG,N,2015.0,11.0
783,Guitar Hero Live,TRUE,TRUE,TRUE,FALSE,FALSE,7.9,Music,N,2015.0,10.0
784,Halo 5: Guardians,FALSE,TRUE,FALSE,FALSE,FALSE,9.0,Shooter,Y,2015.0,10.0
785,Halo: Spartan Strike,FALSE,FALSE,FALSE,TRUE,TRUE,7.2,Shooter,N,2015.0,4.0
786,Hand of Fate,FALSE,TRUE,FALSE,TRUE,FALSE,7.0,Strategy,N,2015.0,2.0
787,Hard West,FALSE,FALSE,FALSE,TRUE,FALSE,7.3,Strategy,N,2015.0,11.0
788,Hatoful Boyfriend,TRUE,FALSE,FALSE,TRUE,FALSE,8.0,Adventure,N,2015.0,7.0
789,Helldivers,TRUE,FALSE,FALSE,FALSE,FALSE,9.0,Shooter,Y,2015.0,3.0
790,Her Story,FALSE,FALSE,FALSE,TRUE,FALSE,8.5,Adventure,N,2015.0,6.0
791,Heroes of the Storm,FALSE,FALSE,FALSE,TRUE,TRUE,6.5,Strategy,N,2015.0,6.0
792,Homeworld Remastered Collection,FALSE,FALSE,FALSE,TRUE,FALSE,9.0,Strategy,Y,2015.0,2.0
793,Hotline Miami 2: Wrong Number,FALSE,FALSE,FALSE,TRUE,FALSE,8.8,Action,N,2015.0,3.0
794,I Am Bread,FALSE,FALSE,FALSE,TRUE,FALSE,7.2,Puzzle,N,2015.0,4.0
795,Infinite Crisis,FALSE,FALSE,FALSE,TRUE,FALSE,6.9,Strategy,N,2015.0,4.0
796,Invisible Inc.,FALSE,FALSE,FALSE,TRUE,FALSE,8.5,Strategy,Y,2015.0,5.0
797,J-Stars Victory VS.+,TRUE,FALSE,FALSE,FALSE,FALSE,5.0,Fighting,N,2015.0,7.0
798,Jotun,FALSE,FALSE,FALSE,TRUE,FALSE,8.0,Action,N,2015.0,9.0
799,Journey,TRUE,FALSE,FALSE,FALSE,FALSE,9.0,Adventure,Y,2015.0,7.0
800,Just Cause 3,TRUE,TRUE,FALSE,TRUE,FALSE,5.9,Action,N,2015.0,12.0
801,Kick & Fennick,TRUE,FALSE,FALSE,FALSE,FALSE,7.7,Platformer,N,2015.0,2.0
802,King's Quest -- Episode 1: A Knight to Remember,FALSE,TRUE,FALSE,TRUE,FALSE,8.0,Adventure,N,2015.0,7.0
803,Kingdom,FALSE,FALSE,FALSE,TRUE,FALSE,7.7,Adventure,N,2015.0,10.0
804,Kirby and the Rainbow Curse,FALSE,FALSE,TRUE,FALSE,FALSE,8.0,Platformer,N,2015.0,2.0
805,Knights of Pen & Paper II,FALSE,FALSE,FALSE,FALSE,TRUE,7.8,RPG,N,2015.0,5.0
806,Lara Croft Go,FALSE,FALSE,FALSE,FALSE,TRUE,8.5,Adventure,N,2015.0,8.0
807,Legends of Eisenwald,FALSE,FALSE,FALSE,TRUE,FALSE,7.3,Action-RPG,N,2015.0,7.0
808,LEGO Dimensions,TRUE,FALSE,FALSE,FALSE,FALSE,7.7,Action-Adventure,N,2015.0,9.0
809,LEGO Jurassic World,FALSE,FALSE,FALSE,TRUE,FALSE,7.6,Action-Adventure,N,2015.0,6.0
810,Life is Strange - Episode 1: Chrysalis,TRUE,TRUE,FALSE,TRUE,TRUE,6.5,Adventure,N,2015.0,2.0
811,Life is Strange - Episode 2: Out of Time,TRUE,TRUE,FALSE,TRUE,TRUE,7.0,Adventure,N,2015.0,3.0
812,Life is Strange - Episode 3: Chaos Theory,TRUE,TRUE,FALSE,TRUE,TRUE,8.0,Adventure,N,2015.0,5.0
813,Life is Strange - Episode 4: Dark Room,TRUE,TRUE,FALSE,TRUE,TRUE,6.0,Adventure,N,2015.0,7.0
814,Loadout,TRUE,FALSE,FALSE,FALSE,FALSE,6.4,Shooter,N,2015.0,1.0
815,Lost Dimension,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,RPG,N,2015.0,9.0
816,Lovers in a Dangerous Spacetime,FALSE,FALSE,FALSE,TRUE,FALSE,8.5,Platformer,N,2015.0,9.0
817,Mad Max,TRUE,FALSE,FALSE,FALSE,FALSE,8.4,Action,N,2015.0,8.0
818,Madden NFL 16,TRUE,TRUE,FALSE,FALSE,FALSE,8.8,Sports,N,2015.0,8.0
819,Magicka 2,TRUE,FALSE,FALSE,TRUE,FALSE,7.7,Action-RPG,N,2015.0,5.0
820,Magicka: Wizard Wars,FALSE,FALSE,FALSE,TRUE,FALSE,6.4,Strategy,N,2015.0,5.0
821,Magnetic: Cage Closed,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,Puzzle,N,2015.0,5.0
822,Mario Party 10,FALSE,FALSE,TRUE,FALSE,FALSE,6.5,Party,N,2015.0,3.0
823,Mario Tennis: Ultra Smash,FALSE,FALSE,TRUE,FALSE,FALSE,4.8,Sports,N,2015.0,11.0
824,Mario vs. Donkey Kong: Tipping Stars,FALSE,FALSE,TRUE,FALSE,FALSE,6.8,Puzzle,N,2015.0,3.0
825,Massive Chalice,FALSE,FALSE,FALSE,TRUE,FALSE,6.7,Strategy,N,2015.0,7.0
826,Mega Man Legacy Collection,TRUE,TRUE,TRUE,TRUE,TRUE,9.0,Action,Y,2015.0,8.0
827,Metal Gear Solid V: The Phantom Pain,TRUE,TRUE,FALSE,TRUE,FALSE,10.0,Action,Y,2015.0,8.0
828,Middle-earth: Shadow of Mordor: The Bright Lord,FALSE,TRUE,FALSE,FALSE,FALSE,6.8,Action-Adventure,N,2015.0,2.0
829,Midnight Star,FALSE,FALSE,FALSE,FALSE,TRUE,6.5,Shooter,N,2015.0,2.0
830,Might & Magic Heroes VII,FALSE,FALSE,FALSE,TRUE,FALSE,6.4,Strategy,N,2015.0,10.0
831,Minecraft: Story Mode -- Episode 1: The Order of the Stone,TRUE,TRUE,TRUE,TRUE,TRUE,7.3,Adventure,N,2015.0,10.0
832,Minecraft: Story Mode -- Episode 2: Assembly Required,TRUE,TRUE,TRUE,TRUE,TRUE,5.6,Adventure,N,2015.0,10.0
833,Minecraft: Story Mode -- Episode 3: The Last Place You Look,TRUE,TRUE,TRUE,TRUE,TRUE,7.7,Adventure,N,2015.0,11.0
834,MLB 15: The Show,TRUE,FALSE,FALSE,FALSE,FALSE,8.5,Sports,N,2015.0,4.0
835,Monster Hunter 4 Ultimate,FALSE,FALSE,TRUE,FALSE,FALSE,9.0,Action,Y,2015.0,2.0
836,Mortal Kombat X,TRUE,TRUE,FALSE,FALSE,FALSE,8.4,Fighting,N,2015.0,4.0
837,Mushroom 11,FALSE,FALSE,FALSE,TRUE,FALSE,9.0,Platformer,Y,2015.0,10.0
838,NBA 2K16,TRUE,TRUE,FALSE,TRUE,TRUE,9.0,Sports,Y,2015.0,9.0
839,NBA Live 16,TRUE,TRUE,FALSE,FALSE,FALSE,6.0,Sports,N,2015.0,10.0
840,Need for Speed,TRUE,FALSE,FALSE,FALSE,FALSE,6.3,Racing,N,2015.0,11.0
841,Neverwinter,FALSE,TRUE,FALSE,FALSE,FALSE,7.3,Action-RPG,N,2015.0,4.0
842,NHL 16,TRUE,TRUE,FALSE,FALSE,FALSE,7.8,Sports,N,2015.0,9.0
843,Nuclear Throne,FALSE,FALSE,FALSE,TRUE,FALSE,9.0,Action,Y,2015.0,12.0
844,Oblitus,FALSE,FALSE,FALSE,TRUE,FALSE,7.0,Action,N,2015.0,2.0
845,OlliOlli 2: Welcome to OlliWood,TRUE,FALSE,FALSE,FALSE,FALSE,9.0,Sports,Y,2015.0,3.0
846,One Piece: Pirate Warriors 3,TRUE,FALSE,FALSE,FALSE,FALSE,6.9,Action,N,2015.0,9.0
847,Ori and The Blind Forest,FALSE,TRUE,FALSE,FALSE,FALSE,8.5,Platformer,N,2015.0,3.0
848,PayDay 2: Crimewave Edition,TRUE,TRUE,FALSE,FALSE,FALSE,8.3,Shooter,N,2015.0,7.0
849,Persona 4: Dancing All Night,TRUE,FALSE,FALSE,FALSE,FALSE,8.4,Music,N,2015.0,9.0
850,Pillars of Eternity,FALSE,FALSE,FALSE,TRUE,FALSE,9.0,RPG,Y,2015.0,3.0
851,PlanetSide 2,TRUE,FALSE,FALSE,FALSE,FALSE,7.6,Shooter,N,2015.0,6.0
852,Prison Architect,FALSE,FALSE,FALSE,TRUE,FALSE,8.3,Strategy,N,2015.0,10.0
853,Pro Evolution Soccer 2016,TRUE,FALSE,FALSE,FALSE,FALSE,9.5,Sports,Y,2015.0,9.0
854,Project CARS,TRUE,TRUE,FALSE,TRUE,TRUE,8.9,Racing,Y,2015.0,5.0
855,Puzzle & Dragons Z + Puzzle & Dragons Super Mario Bros. Edition,FALSE,FALSE,TRUE,FALSE,FALSE,7.9,Puzzle,N,2015.0,5.0
856,Rainbow Six Siege,TRUE,TRUE,FALSE,TRUE,FALSE,8.5,Shooter,N,2015.0,12.0
857,Rare Replay,FALSE,TRUE,FALSE,FALSE,FALSE,9.0,Action,Y,2015.0,8.0
858,Raven's Cry,FALSE,FALSE,FALSE,TRUE,FALSE,3.0,Action,N,2015.0,2.0
859,RBI Baseball 15,FALSE,TRUE,FALSE,FALSE,FALSE,4.9,Sports,N,2015.0,4.0
860,Rebel Galaxy,FALSE,FALSE,FALSE,TRUE,FALSE,8.0,Simulation,N,2015.0,10.0
861,Resident Evil,TRUE,TRUE,FALSE,TRUE,FALSE,8.0,Action-Adventure,N,2015.0,1.0
862,Resident Evil Revelations 2,FALSE,TRUE,FALSE,FALSE,FALSE,7.0,Action-Adventure,N,2015.0,3.0
863,Resident Evil Revelations 2 -- Episode 1,FALSE,TRUE,FALSE,FALSE,FALSE,7.0,Action-Adventure,N,2015.0,2.0
864,Resident Evil Revelations 2 -- Episode 2,FALSE,TRUE,FALSE,FALSE,FALSE,8.0,Action-Adventure,N,2015.0,3.0
865,Resident Evil Revelations 2 -- Episode 3,FALSE,TRUE,FALSE,FALSE,FALSE,7.5,Action-Adventure,N,2015.0,3.0
866,Resident Evil Revelations 2 -- Episode 4,FALSE,TRUE,FALSE,FALSE,FALSE,6.8,Action-Adventure,N,2015.0,3.0
867,Rise of Incarnates,FALSE,FALSE,FALSE,TRUE,FALSE,8.0,Fighting,N,2015.0,7.0
868,Rise of the Tomb Raider,FALSE,TRUE,FALSE,TRUE,FALSE,9.3,Action-Adventure,Y,2015.0,11.0
869,Rock Band 4,TRUE,TRUE,FALSE,FALSE,FALSE,8.8,Music,N,2015.0,10.0
870,Rory McIlroy PGA Tour,TRUE,TRUE,FALSE,FALSE,FALSE,5.5,Sports,N,2015.0,7.0
871,Rugby League Live 3,FALSE,TRUE,FALSE,FALSE,FALSE,6.5,Sports,N,2015.0,9.0
872,Rugby World Cup 2015,TRUE,FALSE,FALSE,FALSE,FALSE,1.5,Sports,N,2015.0,9.0
873,Saints Row IV: Gat Out of Hell,FALSE,FALSE,FALSE,TRUE,FALSE,7.0,Action,N,2015.0,1.0
874,Saints Row IV: Re-Elected & Gat Out of Hell,TRUE,TRUE,FALSE,FALSE,FALSE,7.8,Action,N,2015.0,1.0
875,Screamride,FALSE,TRUE,FALSE,FALSE,FALSE,8.2,Simulation,N,2015.0,3.0
876,Shadowrun Chronicles: Boston Lockdown,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,RPG,N,2015.0,5.0
877,Shadowrun: Hong Kong,FALSE,FALSE,FALSE,TRUE,FALSE,8.0,RPG,N,2015.0,9.0
878,Sid Meier's Civilization: Beyond Earth -- Rising Tide,FALSE,FALSE,FALSE,TRUE,FALSE,7.1,Simulation,N,2015.0,10.0
879,Sid Meier's Starships,FALSE,FALSE,FALSE,TRUE,TRUE,6.5,Strategy,N,2015.0,3.0
880,Skylanders SuperChargers,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,Action-Adventure,N,2015.0,9.0
881,Smite,FALSE,TRUE,FALSE,TRUE,FALSE,8.5,Strategy,Y,2015.0,8.0
882,Soma,FALSE,FALSE,FALSE,TRUE,FALSE,8.1,Adventure,N,2015.0,9.0
883,Splatoon,FALSE,FALSE,TRUE,FALSE,FALSE,8.6,Shooter,N,2015.0,11.0
884,Star Wars Battlefront,TRUE,TRUE,FALSE,TRUE,FALSE,8.0,Shooter,N,2015.0,11.0
885,Star Wars: The Old Republic - Knights of the Fallen Empire,FALSE,FALSE,FALSE,TRUE,FALSE,6.5,RPG,N,2015.0,12.0
886,Star Wars: Uprising,FALSE,FALSE,FALSE,FALSE,TRUE,5.5,RPG,N,2015.0,9.0
887,StarCraft II: Legacy of the Void,FALSE,FALSE,FALSE,TRUE,FALSE,8.9,Strategy,N,2015.0,11.0
888,StarDrive 2,FALSE,FALSE,FALSE,TRUE,FALSE,6.9,Strategy,N,2015.0,4.0
889,State of Decay: Year One Survival Edition,FALSE,TRUE,FALSE,FALSE,FALSE,8.9,Action,N,2015.0,4.0
890,SteamWorld Heist,FALSE,FALSE,TRUE,FALSE,FALSE,8.8,Strategy,N,2015.0,12.0
891,Steins;Gate,TRUE,FALSE,FALSE,FALSE,FALSE,6.9,Adventure,N,2015.0,9.0
892,Story of Seasons,FALSE,FALSE,TRUE,FALSE,FALSE,8.4,Simulation,N,2015.0,5.0
893,Submerged,TRUE,FALSE,FALSE,TRUE,FALSE,6.8,Adventure,N,2015.0,8.0
894,Sunless Sea,FALSE,FALSE,FALSE,TRUE,FALSE,8.3,Adventure,N,2015.0,2.0
895,Sunset,FALSE,FALSE,FALSE,TRUE,TRUE,8.0,Adventure,N,2015.0,5.0
896,Sunset Overdrive,FALSE,TRUE,FALSE,FALSE,FALSE,9.0,Action,N,2015.0,1.0
897,Sunset Overdrive -- Mystery of the Mooil Rig,FALSE,TRUE,FALSE,FALSE,FALSE,8.0,Action,N,2015.0,1.0
898,Super Mario Maker,FALSE,FALSE,TRUE,FALSE,FALSE,9.0,Platformer,Y,2015.0,9.0
899,Super Mega Baseball,TRUE,FALSE,FALSE,FALSE,FALSE,8.1,Sports,N,2015.0,1.0
900,Supreme League of Patriots,FALSE,FALSE,FALSE,TRUE,FALSE,5.7,Adventure,N,2015.0,1.0
901,Sword Art Online: Lost Song,TRUE,FALSE,FALSE,FALSE,FALSE,6.0,Action,N,2015.0,11.0
902,Sword Coast Legends,FALSE,FALSE,FALSE,TRUE,FALSE,5.5,RPG,N,2015.0,10.0
903,Tales from the Borderlands -- Episode 2: Atlas Mugged,FALSE,FALSE,FALSE,TRUE,FALSE,8.8,Adventure,N,2015.0,3.0
904,Tales from the Borderlands -- Episode 3:  Catch a Ride,FALSE,FALSE,FALSE,TRUE,FALSE,9.0,Adventure,Y,2015.0,6.0
905,Tales from the Borderlands -- Episode 4: Escape Plan Bravo,FALSE,FALSE,FALSE,TRUE,FALSE,6.0,Adventure,N,2015.0,8.0
906,Tales from the Borderlands -- Episode 5 The Vault of the Traveler,FALSE,FALSE,FALSE,TRUE,FALSE,9.0,Adventure,Y,2015.0,10.0
907,Tales of Zestiria,TRUE,FALSE,FALSE,FALSE,FALSE,7.8,RPG,N,2015.0,10.0
908,Tearaway Unfolded,TRUE,FALSE,FALSE,FALSE,FALSE,7.6,Adventure,N,2015.0,9.0
909,Tembo the Badass Elephant,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,Platformer,N,2015.0,7.0
910,The Beginner's Guide,FALSE,FALSE,FALSE,TRUE,TRUE,8.0,Adventure,N,2015.0,10.0
911,The Escapists,FALSE,FALSE,FALSE,TRUE,FALSE,7.6,Strategy,N,2015.0,2.0
912,The Evil Within: The Assignment,TRUE,TRUE,FALSE,FALSE,FALSE,8.5,Adventure,Y,2015.0,3.0
913,The Evil Within: The Consequence,FALSE,TRUE,FALSE,FALSE,FALSE,7.0,Adventure,N,2015.0,4.0
914,The Evil Within: The Executioner,FALSE,TRUE,FALSE,FALSE,FALSE,6.5,Adventure,N,2015.0,5.0
915,The Legend of Zelda: Majora's Mask 3D,FALSE,FALSE,TRUE,FALSE,FALSE,8.7,Action-Adventure,N,2015.0,2.0
916,The Legend of Zelda: Tri Force Heroes,FALSE,FALSE,TRUE,FALSE,FALSE,8.5,Adventure,N,2015.0,10.0
917,The Magic Circle,FALSE,FALSE,FALSE,TRUE,FALSE,7.8,Adventure,N,2015.0,7.0
918,The Order: 1886,TRUE,FALSE,FALSE,FALSE,FALSE,6.5,Action,N,2015.0,2.0
919,The Room Three,FALSE,FALSE,FALSE,FALSE,TRUE,9.0,Puzzle,Y,2015.0,12.0
920,The Vanishing of Ethan Carter,TRUE,FALSE,FALSE,TRUE,FALSE,8.5,Adventure,N,2015.0,7.0
921,The Witcher 3: Wild Hunt,TRUE,TRUE,FALSE,TRUE,FALSE,9.3,RPG,Y,2015.0,5.0
922,The Witcher 3: Wild Hunt -- Hearts of Stone,FALSE,FALSE,FALSE,TRUE,FALSE,9.0,RPG,Y,2015.0,10.0
923,The Witcher Battle Arena,FALSE,FALSE,FALSE,FALSE,TRUE,4.5,Strategy,N,2015.0,1.0
924,Titan Souls,TRUE,FALSE,FALSE,TRUE,FALSE,8.0,RPG,N,2015.0,4.0
925,Tom Clancy's Rainbow Six Siege,TRUE,TRUE,FALSE,TRUE,FALSE,7.9,Shooter,N,2015.0,11.0
926,Tony Hawk's Pro Skater 5,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,Sports,N,2015.0,10.0
927,Total War: Attila,FALSE,FALSE,FALSE,TRUE,FALSE,8.1,Strategy,N,2015.0,2.0
928,Transformers: Devastation,TRUE,TRUE,FALSE,FALSE,FALSE,7.7,Action,N,2015.0,10.0
929,Uncharted: The Nathan Drake Collection,TRUE,FALSE,FALSE,FALSE,FALSE,9.0,Action-Adventure,Y,2015.0,9.0
930,Until Dawn,TRUE,FALSE,FALSE,FALSE,FALSE,7.5,Adventure,N,2015.0,8.0
931,Volume,TRUE,FALSE,FALSE,TRUE,FALSE,8.1,Action,N,2015.0,8.0
932,Warhammer: End Times -- Vermintide,FALSE,FALSE,FALSE,TRUE,FALSE,7.2,Action,N,2015.0,10.0
933,Wasteland 2: Director's Cut,TRUE,TRUE,FALSE,FALSE,FALSE,8.5,RPG,N,2015.0,10.0
934,Whispering Willows,TRUE,FALSE,FALSE,FALSE,FALSE,5.8,Adventure,N,2015.0,7.0
935,White Night,FALSE,TRUE,FALSE,FALSE,FALSE,5.0,Puzzle,N,2015.0,3.0
936,Wolfenstein: The Old Blood,TRUE,TRUE,FALSE,TRUE,FALSE,7.0,Shooter,N,2015.0,5.0
937,World of Warships,FALSE,FALSE,FALSE,TRUE,FALSE,8.3,Strategy,N,2015.0,9.0
938,WWE 2K16,TRUE,TRUE,FALSE,FALSE,FALSE,8.8,Sports,N,2015.0,10.0
939,Xenoblade Chronicles (3DS),FALSE,FALSE,TRUE,FALSE,FALSE,8.7,RPG,N,2015.0,4.0
940,Xenoblade Chronicles X,FALSE,FALSE,TRUE,FALSE,FALSE,8.2,RPG,N,2015.0,12.0
941,Yo-Kai Watch,FALSE,FALSE,TRUE,FALSE,FALSE,7.2,RPG,N,2015.0,11.0
942,Yoshi's Woolly World,FALSE,FALSE,TRUE,FALSE,FALSE,7.4,Platformer,N,2015.0,6.0
943,Zombi,FALSE,TRUE,FALSE,FALSE,FALSE,7.5,Shooter,N,2015.0,8.0
944,1001 Spikes,TRUE,FALSE,TRUE,TRUE,FALSE,8.0,Platformer,N,2014.0,6.0
945,2014 FIFA World Cup Brazil,TRUE,TRUE,FALSE,FALSE,FALSE,7.5,Sports,N,2014.0,4.0
946,80 Days,FALSE,FALSE,FALSE,FALSE,TRUE,9.0,Adventure,Y,2014.0,12.0
947,A Bird Story,FALSE,FALSE,FALSE,TRUE,FALSE,8.8,RPG,N,2014.0,11.0
948,Abyss Odyssey,TRUE,TRUE,FALSE,TRUE,FALSE,6.7,Action,N,2014.0,7.0
949,Age of Wonders III,FALSE,FALSE,FALSE,TRUE,FALSE,7.1,Strategy,N,2014.0,4.0
950,AirMech Arena,FALSE,TRUE,FALSE,FALSE,FALSE,5.5,Action,N,2014.0,8.0
951,Alien: Isolation,TRUE,TRUE,FALSE,TRUE,FALSE,5.9,Action,N,2014.0,10.0
952,Among the Sleep,FALSE,FALSE,FALSE,TRUE,FALSE,7.3,Adventure,N,2014.0,6.0
953,Ancient Space,FALSE,FALSE,FALSE,TRUE,FALSE,6.6,Strategy,N,2014.0,10.0
954,Another World: 20th Anniversary Edition,TRUE,FALSE,FALSE,FALSE,FALSE,4.0,Adventure,N,2014.0,7.0
955,Assassin's Creed Liberation HD,TRUE,TRUE,FALSE,TRUE,FALSE,5.2,Action-Adventure,N,2014.0,1.0
956,Assassin's Creed Rogue,TRUE,TRUE,FALSE,FALSE,FALSE,6.8,Action-Adventure,N,2014.0,11.0
957,Assassin's Creed Unity,TRUE,TRUE,FALSE,TRUE,FALSE,7.8,Action-Adventure,N,2014.0,11.0
958,Atelier Escha & Logy: Alchemist of Dusk Sky,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,RPG,N,2014.0,3.0
959,Azure Striker: Gunvolt,FALSE,FALSE,TRUE,FALSE,FALSE,7.8,Action,N,2014.0,8.0
960,BandFuse: Rock Legends,TRUE,TRUE,FALSE,FALSE,FALSE,8.2,Music,N,2014.0,2.0
961,Banished,FALSE,FALSE,FALSE,TRUE,FALSE,8.3,Simulation,N,2014.0,2.0
962,Basement Crawl,TRUE,FALSE,FALSE,FALSE,FALSE,3.0,Action,N,2014.0,3.0
963,"Batman: Arkham Origins -- Cold, Cold Heart",FALSE,FALSE,FALSE,TRUE,FALSE,7.0,Action,N,2014.0,4.0
964,Battle Princess of Arcadias,TRUE,FALSE,FALSE,FALSE,FALSE,7.6,Action-RPG,N,2014.0,6.0
965,Bayonetta 2,FALSE,FALSE,TRUE,FALSE,FALSE,9.5,Action,Y,2014.0,10.0
966,Betrayer,FALSE,FALSE,FALSE,TRUE,FALSE,5.0,Action-Adventure,N,2014.0,4.0
967,BioShock (iPhone),FALSE,FALSE,FALSE,FALSE,TRUE,6.7,Shooter,N,2014.0,8.0
968,Bioshock Infinite: Burial at Sea -- Episode Two,FALSE,FALSE,FALSE,TRUE,FALSE,8.8,Shooter,N,2014.0,3.0
969,Blackguards,FALSE,FALSE,FALSE,TRUE,FALSE,7.8,RPG,N,2014.0,1.0
970,BlazBlue: Chrono Phantasma,TRUE,FALSE,FALSE,FALSE,FALSE,8.5,Fighting,N,2014.0,3.0
971,Blue Estate,TRUE,FALSE,FALSE,FALSE,FALSE,3.0,Shooter,N,2014.0,7.0
972,Borderlands 2 (Vita),TRUE,FALSE,FALSE,FALSE,FALSE,5.4,Action-RPG,N,2014.0,5.0
973,Borderlands 2: Mad Moxxi and the Wedding Day Massacre,FALSE,TRUE,FALSE,FALSE,FALSE,5.7,Action-RPG,N,2014.0,2.0
974,Borderlands: The Pre-Sequel,TRUE,TRUE,FALSE,TRUE,FALSE,8.0,Action-RPG,N,2014.0,10.0
975,Bound by Flame,TRUE,FALSE,FALSE,TRUE,FALSE,7.0,Action-RPG,N,2014.0,5.0
976,Broken Age: Act 1,FALSE,FALSE,FALSE,TRUE,TRUE,9.5,Adventure,Y,2014.0,1.0
977,Call of Duty: Advanced Warfare,TRUE,TRUE,FALSE,TRUE,FALSE,9.1,Shooter,Y,2014.0,11.0
978,Captain Toad: Treasure Tracker (Wii U),FALSE,FALSE,TRUE,FALSE,FALSE,8.2,Puzzle,N,2014.0,12.0
979,Castlevania: Lords of Shadow 2,TRUE,TRUE,FALSE,TRUE,FALSE,6.5,Action,N,2014.0,2.0
980,Child of Light,TRUE,TRUE,TRUE,TRUE,FALSE,9.3,RPG,Y,2014.0,4.0
981,Company of Heroes 2: Ardennes Assault,FALSE,FALSE,FALSE,TRUE,FALSE,8.2,Strategy,N,2014.0,11.0
982,Consortium,FALSE,FALSE,FALSE,TRUE,FALSE,7.2,Simulation,N,2014.0,1.0
983,Continue?9876543210,FALSE,FALSE,FALSE,TRUE,FALSE,7.9,Adventure,N,2014.0,1.0
