id,season,number,production_code,episode_title,guest_star,role
962,23.0,489–2303,NABF19,Treehouse of Horror XXII,Aron Ralston,911 operator
963,23.0,490–2304,NABF21,Replaceable You,Jane Lynch,Roz Davis
964,23.0,491–2305,NABF20,The Food Wife,Mario Batali,Himself
965,23.0,491–2305,NABF20,The Food Wife,Anthony Bourdain,Himself
966,23.0,491–2305,NABF20,The Food Wife,Tim Heidecker,Amus Bruse
967,23.0,491–2305,NABF20,The Food Wife,Gordon Ramsay,Himself
968,23.0,491–2305,NABF20,The Food Wife,Eric Wareheim,Fois Garth
969,23.0,492–2306,NABF22,The Book Job,Neil Gaiman,Himself
970,23.0,492–2306,NABF22,The Book Job,Andy García,TweenLit Inc. Publisher
971,23.0,493–2307,PABF01,The Man in the Blue Flannel Pants,Kevin Michael Richardson,Party guest
972,23.0,493–2307,PABF01,The Man in the Blue Flannel Pants,John Slattery,Robert Marlowe
973,23.0,493–2307,PABF01,The Man in the Blue Flannel Pants,Matthew Weiner,Nuclear regulator
974,23.0,494–2308,PABF02,The Ten-Per-Cent Solution,Kevin Dillon,Himself
975,23.0,494–2308,PABF02,The Ten-Per-Cent Solution,Janeane Garofalo,Herself
976,23.0,494–2308,PABF02,The Ten-Per-Cent Solution,Jackie Mason,Rabbi Hyman Krustofsky
977,23.0,494–2308,PABF02,The Ten-Per-Cent Solution,Joan Rivers,Annie Dubinsky
978,23.0,494–2309,PABF02,Holidays of Future Passed,Matt Groening,Announcer
979,23.0,496–2310,PABF03,"Politically Inept, with Homer Simpson",Dana Gould,Air marshall
980,23.0,496–2310,PABF03,"Politically Inept, with Homer Simpson",Ted Nugent,Himself
981,23.0,497–2311,PABF04,The D'oh-cial Network,Armie Hammer,The Winklevoss twins
982,23.0,497–2311,PABF04,The D'oh-cial Network,David Letterman,Himself
983,23.0,497–2311,PABF04,The D'oh-cial Network,Tiger Lillies,Play the end credits
984,23.0,498–2312,PABF05,Moe Goes from Rags to Riches,Jeremy Irons,Bar rag
985,23.0,499–2313,PABF06,The Daughter Also Rises,Michael Cera,Nick
986,23.0,499–2313,PABF06,The Daughter Also Rises,Jamie Hyneman,Himself
987,23.0,499–2313,PABF06,The Daughter Also Rises,Adam Savage,Himself
988,23.0,500–2314,PABF07,At Long Last Leave,Julian Assange,Himself
989,23.0,500–2314,PABF07,At Long Last Leave,Kelsey Grammer,Sideshow Bob
990,23.0,500–2314,PABF07,At Long Last Leave,Alison Krauss and Union Station,Perform the theme
991,23.0,500–2314,PABF07,At Long Last Leave,Susie Stevens,"Sings ""We'll Meet Again"""
992,23.0,500–2314,PABF07,At Long Last Leave,Jackie Mason,Rabbi Hyman Krustofsky
993,23.0,501–2315,PABF09,Exit Through the Kwik-E-Mart,Robbie Conal,Himself
994,23.0,501–2315,PABF09,Exit Through the Kwik-E-Mart,Ron English,Himself
995,23.0,501–2315,PABF09,Exit Through the Kwik-E-Mart,Shepard Fairey,Himself
996,23.0,501–2315,PABF09,Exit Through the Kwik-E-Mart,Nicholas McKaig,Sings the end credits
997,23.0,501–2315,PABF09,Exit Through the Kwik-E-Mart,Kenny Scharf,Himself
998,23.0,502–2316,PABF08,How I Wet Your Mother,David Byrne,"Sings ""Dream Operator"""
999,23.0,502–2316,PABF08,How I Wet Your Mother,Glenn Close,Mona Simpson
1000,23.0,503–2317,PABF10,"Them, Robot",Brent Spiner,Robots
1001,23.0,504–2318,PABF11,Beware My Cheating Bart,Kevin Michael Richardson,Security guard
1002,23.0,505–2319,PABF12,A Totally Fun Thing That Bart Will Never Do Again,Steve Coogan,Rowan Priddis
1003,23.0,505–2319,PABF12,A Totally Fun Thing That Bart Will Never Do Again,Renee Ridgeley,Cruise Ship Receptionist
1004,23.0,505–2319,PABF12,A Totally Fun Thing That Bart Will Never Do Again,Treat Williams,Himself
1005,23.0,506–2320,PABF13,The Spy Who Learned Me,Bryan Cranston,Stradivarius Cain
1006,23.0,506–2320,PABF13,The Spy Who Learned Me,Eric Idle,Declan Desmond
1007,23.0,506–2320,PABF13,The Spy Who Learned Me,Marcia Wallace,Edna Krabappel
1008,23.0,507–2321,PABF15,Ned 'n Edna's Blend,Marcia Wallace,Edna Krabappel
1009,23.0,508–2322,PABF14,Lisa Goes Gaga,Lady Gaga,Herself
1010,23.0,508–2322,PABF14,Lisa Goes Gaga,Kevin Michael Richardson,Conductor
1011,24.0,509–2401,PABF21,Moonshine River,Ken Burns,Narrator
1012,24.0,509–2401,PABF21,Moonshine River,Zooey Deschanel,Mary Spuckler
1013,24.0,509–2401,PABF21,Moonshine River,Sarah Michelle Gellar,Gina Vendetti
1014,24.0,509–2401,PABF21,Moonshine River,Anne Hathaway,Jenny
1015,24.0,509–2401,PABF21,Moonshine River,Maurice LaMarche,Charlie Sheen
1016,24.0,509–2401,PABF21,Moonshine River,Don Pardo,Himself
1017,24.0,509–2401,PABF21,Moonshine River,Natalie Portman,Darcy
1018,24.0,509–2401,PABF21,Moonshine River,Kevin Michael Richardson,Drummer
1019,24.0,509–2401,PABF21,Moonshine River,Al Roker,Himself
1020,24.0,509–2401,PABF21,Moonshine River,Sarah Silverman,Nikki McKenna
1021,24.0,509–2401,PABF21,Moonshine River,Marcia Wallace,Edna Krabappel
1022,24.0,510–2402,PABF17,Treehouse of Horror XXIII,Jon Lovitz,Artie Ziff
1023,24.0,510–2402,PABF17,Treehouse of Horror XXIII,Marcia Wallace,Edna Krabappel
1024,24.0,511–2403,PABF18,Adventures in Baby-Getting,Jeff Gordon,Himself
1025,24.0,512–2404,PABF15,Gone Abie Gone,Marvin Hamlisch,Himself
1026,24.0,512–2404,PABF15,Gone Abie Gone,Anika Noni Rose,Rita LaFleur
1027,24.0,512–2404,PABF15,Gone Abie Gone,Jennifer Tilly,Herself
1028,24.0,513–2405,PABF19,Penny-Wiseguys,Steve Carell,Dan Gillick
1029,24.0,513–2405,PABF19,Penny-Wiseguys,Terry W. Greene,Giant Ant
1030,24.0,513–2405,PABF19,Penny-Wiseguys,Joe Mantegna,Fat Tony
1031,24.0,513–2405,PABF19,Penny-Wiseguys,Alex Trebek,Himself
1032,24.0,514–2406,PABF22,A Tree Grows in Springfield,Kelsey Grammer,Sideshow Bob
1033,24.0,514–2406,PABF22,A Tree Grows in Springfield,Marcia Wallace,Edna Krabappel
1034,24.0,515–2407,PABF20,The Day the Earth Stood Cool,Fred Armisen,Terrence
1035,24.0,515–2407,PABF20,The Day the Earth Stood Cool,Carrie Brownstein,Emily
1036,24.0,515–2407,PABF20,The Day the Earth Stood Cool,Colin Meloy,Himself
1037,24.0,515–2407,PABF20,The Day the Earth Stood Cool,Patton Oswalt,T-Rex
1038,24.0,515–2407,PABF20,The Day the Earth Stood Cool,Marcia Wallace,Edna Krabappel
1039,24.0,517–2409,RABF02,Homer Goes to Prep School,Maurice LaMarche,Prepper
1040,24.0,517–2409,RABF02,Homer Goes to Prep School,Tom Waits,Lloyd
1041,24.0,518–2410,RABF03,A Test Before Trying,Valerie Harper,Proctor Jennifer Clarkeson
1042,24.0,518–2410,RABF03,A Test Before Trying,Marcia Wallace,Edna Krabappel
1043,24.0,519–2411,RABF04,The Changing of the Guardian,Danny DeVito,Herbert Powell
1044,24.0,519–2411,RABF04,The Changing of the Guardian,Terry W. Greene,Man Baby
1045,24.0,519–2411,RABF04,The Changing of the Guardian,Rashida Jones,Portia
1046,24.0,520–2412,RABF07,Love is a Many-Splintered Thing,Robert A. Caro,Himself
1047,24.0,520–2412,RABF07,Love is a Many-Splintered Thing,Benedict Cumberbatch,Prime Minister; Alan Rickman
1048,24.0,520–2412,RABF07,Love is a Many-Splintered Thing,Zooey Deschanel,Mary Spuckler
1049,24.0,520–2412,RABF07,Love is a Many-Splintered Thing,Max Weinberg,Himself
1050,24.0,521–2413,RABF05,Hardly Kirk-ing,Kevin Michael Richardson,Book Store Security Guard
1051,24.0,523–2415,RABF09,"Black Eyed, Please",Richard Dawkins,Himself
1052,24.0,523–2415,RABF09,"Black Eyed, Please",Tina Fey,Ms. Cantwell
1053,24.0,523–2415,RABF09,"Black Eyed, Please",Marcia Wallace,Edna Krabappel
1054,24.0,524–2416,RABF10,Dark Knight Court,Michael Dees,"Sings ""Easter Parade"""
1055,24.0,524–2416,RABF10,Dark Knight Court,Janet Reno,Herself
1056,24.0,524–2416,RABF10,Dark Knight Court,Maggy Reno Hurchalla,Janet Reno
1057,24.0,525–2417,RABF08,What Animated Women Want,Bryan Cranston,Walter White (live action)
1058,24.0,525–2417,RABF08,What Animated Women Want,Maurice LaMarche,Chef Naziwa; Karl Malden
1059,24.0,525–2417,RABF08,What Animated Women Want,Aaron Paul,Jesse Pinkman (live action)
1060,24.0,525–2417,RABF08,What Animated Women Want,Wanda Sykes,School therapist
1061,24.0,525–2417,RABF08,What Animated Women Want,George Takei,Akira
1062,24.0,525–2417,RABF08,What Animated Women Want,Marcia Wallace,Edna Krabappel
1063,24.0,526–2418,RABF11,Pulpit Friction,Edward Norton,Rev. Elijah Hooper
1064,24.0,526–2418,RABF11,Pulpit Friction,Susie Stevens,"Sings ""Day By Day"""
1065,24.0,527–2419,RABF13,Whiskey Business,Tony Bennett,"Sings ""Capital City"""
1066,24.0,527–2419,RABF13,Whiskey Business,Kevin Michael Richardson,Police officer
1067,24.0,527–2419,RABF13,Whiskey Business,Sonny Rollins,Himself
1068,24.0,527–2419,RABF13,Whiskey Business,Ron Taylor,Bleeding Gums Murphy
1069,24.0,528–2420,RABF12,The Fabulous Faker Boy,Justin Bieber,Himself
1070,24.0,528–2420,RABF12,The Fabulous Faker Boy,Bill Hader,Slava
1071,24.0,528–2420,RABF12,The Fabulous Faker Boy,Jane Krakowski,Zhenya
1072,24.0,528–2420,RABF12,The Fabulous Faker Boy,Patrick Stewart,Power plant employee
1073,24.0,529–2421,RABF14,The Saga of Carl,Sigur Rós,Themselves
1074,24.0,530–2422,RABF17,Dangers on a Train,Lisa Lampanelli,Ramona
1075,24.0,530–2422,RABF17,Dangers on a Train,Seth MacFarlane,Ben
1076,25.0,531–2501,RABF20,Homerland,Kevin Michael Richardson,FBI agent
1077,25.0,531–2501,RABF20,Homerland,Kristen Wiig,Annie Crawford
1078,25.0,532–2502,RABF16,Treehouse of Horror XXIV,Marcia Wallace,Edna Krabappel
1079,25.0,533–2503,RABF18,Four Regrettings and a Funeral,Rachel Maddow,Herself
1080,25.0,533–2503,RABF18,Four Regrettings and a Funeral,Joe Namath,Himself
1081,25.0,533–2503,RABF18,Four Regrettings and a Funeral,Marcia Wallace,Edna Krabappel
1082,25.0,534–2504,RABF22,YOLO,Denise Donatelli,"Sings ""You Only Live Once"" (parody of the song You Only Live Twice)"
1083,25.0,534–2504,RABF22,YOLO,Jon Lovitz,Llewellyn Sinclair
1084,25.0,534–2504,RABF22,YOLO,Marcia Wallace,Edna Krabappel
1085,25.0,534–2504,RABF19,Labor Pains,Elisabeth Moss,Gretchen
1086,25.0,536–2506,SABF02,The Kid Is All Right,Anderson Cooper,Himself
1087,25.0,536–2506,SABF02,The Kid Is All Right,Maurice LaMarche,John Kerry
1088,25.0,536–2506,SABF02,The Kid Is All Right,Eva Longoria,Isabel Gutierrez
1089,25.0,537–2507,SABF04,Yellow Subterfuge,Kevin Michael Richardson,Jamaican Krusty
1090,25.0,539–2509,SABF05,Steal This Episode,Judd Apatow,Himself
1091,25.0,539–2509,SABF05,Steal This Episode,Will Arnett,Deputy Director Gratman
1092,25.0,539–2509,SABF05,Steal This Episode,Rob Halford,Himself
1093,25.0,539–2509,SABF05,Steal This Episode,Leslie Mann,Herself
1094,25.0,539–2509,SABF05,Steal This Episode,Kevin Michael Richardson,Inmate; Hollywood Bigshot
1095,25.0,539–2509,SABF05,Steal This Episode,Seth Rogen,Himself
1096,25.0,539–2509,SABF05,Steal This Episode,Paul Rudd,Himself
1097,25.0,539–2509,SABF05,Steal This Episode,Channing Tatum,Himself playing Homer
1098,25.0,540–2510,SABF03,Married to the Blob,Harlan Ellison,Himself
1099,25.0,540–2510,SABF03,Married to the Blob,Maurice LaMarche,Milo
1100,25.0,540–2510,SABF03,Married to the Blob,Stan Lee,Himself
1101,25.0,541–2511,SABF06,Specs and the City,Maurice LaMarche,Football Commentator
1102,25.0,541–2511,SABF06,Specs and the City,Will Lyman,Himself
1103,25.0,542–2512,SABF08,Diggs,Daniel Radcliffe,Diggs
1104,25.0,543–2513,SABF07,The Man Who Grew Too Much,Kelsey Grammer,Sideshow Bob
1105,25.0,543–2513,SABF07,The Man Who Grew Too Much,Marcia Wallace,Edna Krabappel
1106,25.0,544–2514,SABF09,The Winter of His Content,Kevin Michael Richardson,Hibbert's Father; S.A.T. Preppers Member
1107,25.0,545–2515,SABF10,The War of Art,Renee Ridgeley,Waitress
1108,25.0,545–2515,SABF10,The War of Art,Max von Sydow,Klaus Ziegler
1109,25.0,546–2516,SABF11,You Don't Have to Live Like a Referee,Andrés Cantor,Himself
1110,25.0,546–2516,SABF11,You Don't Have to Live Like a Referee,Joey Vieira,Soccer Player
1111,25.0,547–2517,SABF12,Luca$,Zach Galifianakis,Lucas Bortner
1112,25.0,548–2518,SABF13,Days of Future Future,Amy Poehler,Jenda
1113,25.0,549–2519,SABF14,What to Expect When Bart's Expecting,Tavi Gevinson,Jenny
1114,25.0,549–2519,SABF14,What to Expect When Bart's Expecting,Joe Mantegna,Fat Tony
1115,25.0,551–2521,SABF15,Pay Pal,Carl Kasell,Himself
1116,25.0,551–2521,SABF15,Pay Pal,John Oliver,Booth Wilkes-John
1117,25.0,551–2521,SABF15,Pay Pal,Peter Sagal,Himself
1118,25.0,552–2522,SABF18,The Yellow Badge of Cowardge,Glenn Close,Mona Simpson
1119,25.0,552–2522,SABF18,The Yellow Badge of Cowardge,Edwin Moses,Himself
1120,26.0,553–2601,SABF20,Clown in the Dumps,Kelsey Grammer,Sideshow Bob
1121,26.0,553–2601,SABF20,Clown in the Dumps,Don Hertzfeldt,Couch gag Simpsons
1122,26.0,553–2601,SABF20,Clown in the Dumps,Maurice LaMarche,Clive Meriwether; Neil Simon; Rodney Dangerfield
1123,26.0,553–2601,SABF20,Clown in the Dumps,Jackie Mason,Rabbi Hyman Krustofsky
1124,26.0,553–2601,SABF20,Clown in the Dumps,David Hyde Pierce,Himself
1125,26.0,553–2601,SABF20,Clown in the Dumps,Jeff Ross,Himself
1126,26.0,553–2601,SABF20,Clown in the Dumps,Sarah Silverman,Herself
1127,26.0,554–2602,SABF17,The Wreck of the Relationship,Nick Offerman,Captain Bowditch
1128,26.0,554–2602,SABF17,The Wreck of the Relationship,Marc Wilmore,Narrator
1129,26.0,556–2604,SABF21,Treehouse of Horror XXV,John Ratzenberger,CGI Homer Simpson
1130,26.0,557–2605,SABF22,Opposites A-Frack,Jane Fonda,Maxine Lombard
1131,26.0,557–2605,SABF22,Opposites A-Frack,Robert Siegel,Himself
1132,26.0,558–2606,SABF16,Simpsorama,John DiMaggio,Bender
1133,26.0,558–2606,SABF16,Simpsorama,David Herman,Scruffy
1134,26.0,558–2606,SABF16,Simpsorama,Maurice LaMarche,Morbo; Hedonismbot; Lrrr
1135,26.0,558–2606,SABF16,Simpsorama,Phil LaMarr,Hermes Conrad
1136,26.0,558–2606,SABF16,Simpsorama,Katey Sagal,Turanga Leela
1137,26.0,558–2606,SABF16,Simpsorama,Sally Stevens,"Sings ""I Will Wait For You"" and ""A Natural Woman"""
1138,26.0,558–2606,SABF16,Simpsorama,Lauren Tom,Amy Wong
1139,26.0,558–2606,SABF16,Simpsorama,Frank Welker,Nibbler
1140,26.0,558–2606,SABF16,Simpsorama,Billy West,Philip J. Fry; Professor Farnsworth; Dr. Zoidberg
1141,26.0,559–2607,TABF01,Blazed and Confused,Willem Dafoe,Jack Lassen
1142,26.0,559–2607,TABF01,Blazed and Confused,Kelsey Grammer,Sideshow Bob
1143,26.0,559–2607,TABF01,Blazed and Confused,David Silverman,Himself
1144,26.0,560–2608,TABF02,Covercraft,Will Forte,King Toot
1145,26.0,560–2608,TABF02,Covercraft,Sammy Hagar,Himself
1146,26.0,560–2608,TABF02,Covercraft,Heavy Young Heathens,"performing ""Hopin' for a Dream"""
1147,26.0,560–2608,TABF02,Covercraft,Matthew Sweet,Nick Delacourt
1148,26.0,561–2609,TABF03,I Won't Be Home for Christmas,Gene Lockhart (archival),Henry X. Harper
1149,26.0,563–2611,TABF05,Bart's New Friend,Stacy Keach,Don Bookner
1150,26.0,564–2612,TABF04,The Musk Who Fell To Earth,Elon Musk,Himself
1151,26.0,565–2613,TABF06,Walking Big & Tall,Kevin Michael Richardson,Albert
1152,26.0,565–2613,TABF06,Walking Big & Tall,Pharrell Williams,Himself
1153,26.0,566–2614,TABF07,My Fare Lady,Christopher Lloyd,Jim Ignatowski
1154,26.0,566–2614,TABF07,My Fare Lady,Rich Sommer,Young Man
1155,26.0,567–2615,TABF08,The Princess Guide,Richard Branson,Himself
1156,26.0,567–2615,TABF08,The Princess Guide,Yaya DaCosta,Princess Kemi
1157,26.0,567–2615,TABF08,The Princess Guide,Jon Lovitz,Enrico Irritazio
1158,26.0,567–2615,TABF08,The Princess Guide,Kevin Michael Richardson,The Nigerian King
1159,26.0,568–2616,TABF09,Sky Police,Nathan Fielder,Doug Blattner
1160,26.0,569–2617,TABF10,Waiting for Duffman,Cat Deeley,Herself
1161,26.0,569–2617,TABF10,Waiting for Duffman,R. Lee Ermey,Colonel Leslie Hapablap
1162,26.0,569–2617,TABF10,Waiting for Duffman,Stacy Keach,Howard K. Duff VIII
1163,26.0,572–2620,TABF13,Let's Go Fly a Coot,Glenn Close,Mona Simpson
1164,26.0,572–2620,TABF13,Let's Go Fly a Coot,Carice van Houten,Annika Van Houten
1165,26.0,573–2621,TABF15,Bull-E,Albert Brooks,Dr. Raufbold
1166,26.0,573–2621,TABF15,Bull-E,Joe Mantegna,Fat Tony
1167,26.0,573–2621,TABF15,Bull-E,Johnny Mathis,Himself
1168,26.0,574–2622,TABF16,Mathlete's Feat,Justin Roiland,Rick Sanchez and Morty Smith
1169,27.0,575–2701,TABF14,Every Man's Dream,Adam Driver,Adam Sackler
1170,27.0,575–2701,TABF14,Every Man's Dream,Lena Dunham,Candace; Hannah Helene Horvath
1171,27.0,575–2701,TABF14,Every Man's Dream,Laura Ingraham,Dr. Zilowitz
1172,27.0,575–2701,TABF14,Every Man's Dream,Jemima Kirke,Candace's Friend #3
1173,27.0,575–2701,TABF14,Every Man's Dream,Zosia Mamet,Candace's Friend #2
1174,27.0,575–2701,TABF14,Every Man's Dream,Allison Williams,Candace's Friend #1
1175,27.0,576–2702,TABF17,Cue Detective,Alton Brown,Himself
1176,27.0,576–2702,TABF17,Cue Detective,Rex Harrison (archival),Doctor John Dolittle
1177,27.0,576–2702,TABF17,Cue Detective,Bobby Moynihan,Tyler Boom
1178,27.0,576–2702,TABF17,Cue Detective,Anthony Newley (archival),Matthew Mugg
1179,27.0,576–2702,TABF17,Cue Detective,Edward James Olmos,Pit Master
1180,27.0,576–2702,TABF17,Cue Detective,Ben Schwartz,Clerk
1181,27.0,577–2703,TABF19,Puffless,Jon Lovitz,Cigarette
1182,27.0,577–2703,TABF19,Puffless,Yo-Yo Ma,Himself
1183,27.0,578–2704,TABF22,Halloween of Horror,Blake Anderson,Dickie
1184,27.0,578–2704,TABF22,Halloween of Horror,Nick Kroll,Lem
1185,27.0,578–2704,TABF22,Halloween of Horror,Renee Ridgeley,Krustyland Security Guard
1186,27.0,579–2705,TABF18,Treehouse of Horror XXVI,Kelsey Grammer,Sideshow Bob
1187,27.0,579–2705,TABF18,Treehouse of Horror XXVI,Chris Wedge,Scrat
1188,27.0,580–2706,TABF21,Friend With Benefit,Kristen Bell,Harper Jambowski
1189,27.0,580–2706,TABF21,Friend With Benefit,David Copperfield,Himself
1190,27.0,584–2710,VABF03,The Girl Code,Stephen Merchant,CONRAD
1191,27.0,584–2710,VABF03,The Girl Code,Kaitlin Olson,Quinn Hopper
1192,27.0,585–2711,VABF04,Teenage Mutant Milk-Caused Hurdles,Sofía Vergara,Ms. Carol Berrera
1193,27.0,586–2712,VABF05,Much Apu About Something,Utkarsh Ambudkar,"Jamshed ""Jay"" Nahasapeemapetilon"
1194,27.0,587–2713,VABF07,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,Glenn Close,Mona Simpson
1195,27.0,588–2714,VABF06,Gal of Constant Sorrow,Bob Boilen,Himself
1196,27.0,588–2714,VABF06,Gal of Constant Sorrow,Kelsey Grammer,Sideshow Bob
1197,27.0,588–2714,VABF06,Gal of Constant Sorrow,Kate McKinnon,Hettie Mae Boggs
1198,27.0,588–2714,VABF06,Gal of Constant Sorrow,Natalie Maines,Hettie Mae Boggs' singing voice
1199,27.0,589–2715,VABF08,Lisa the Veterinarian,Michael York,Dr. Lionel Budgie
1200,27.0,590–2716,VABF09,The Marge-ian Chronicles,Brian J. Kaufman,Exploration Incorporated Candidate
1201,27.0,590–2716,VABF09,The Marge-ian Chronicles,Tom Scharpling,Paul
1202,27.0,590–2716,VABF09,The Marge-ian Chronicles,Jon Wurster,Barry
1203,27.0,591–2717,VABF10,The Burns Cage,George Takei,Himself
1204,27.0,592–2718,VABF11,How Lisa Got Her Marge Back,Andrew Rannells,Himself
1205,27.0,594–2720,VABF14,To Courier with Love,Jay Leno,Himself
1206,27.0,596–2722,VABF15,Orange Is the New Yellow,Kevin Michael Richardson,Prison Guard
1207,28.0,597–2801,VABF20,Monty Burns' Fleeing Circus,Amy Schumer,Daphne Burns
1208,28.0,597–2801,VABF20,Monty Burns' Fleeing Circus,Pendleton Ward,"Sings ""Simpsons Time"" (parody of Adventure Time theme song)"
1209,28.0,598–2802,VABF18,Friends and Family,Allison Janney,Julia
1210,28.0,599–2803,VABF17,The Town,Bill Burr,Townie; Man in Tunnel; Cart-Warning Man
1211,28.0,599–2803,VABF17,The Town,Michael Chiklis,Handsome Quarterback
1212,28.0,599–2803,VABF17,The Town,Rachel Dratch,Bostonian Doctor
1213,28.0,599–2803,VABF17,The Town,Doris Kearns Goodwin,Herself
1214,28.0,599–2803,VABF17,The Town,Dana Gould,Murphy
1215,28.0,599–2803,VABF17,The Town,Mike Mitchell,Jay
1216,28.0,599–2803,VABF17,The Town,Jason Nash,Southie Criminals ; Southie Philanthropists
1217,28.0,600–2804,VABF16,Treehouse of Horror XXVII,Drew Carey,Himself
1218,28.0,600–2804,VABF16,Treehouse of Horror XXVII,Donald Fagen,Himself
1219,28.0,600–2804,VABF16,Treehouse of Horror XXVII,Kelsey Grammer,Sideshow Bob
1220,28.0,600–2804,VABF16,Treehouse of Horror XXVII,Maurice LaMarche,Hedonismbot
1221,28.0,600–2804,VABF16,Treehouse of Horror XXVII,Judith Owen,"Sings ""600"" (parody of the song Goldfinger)"
1222,28.0,600–2804,VABF16,Treehouse of Horror XXVII,Sarah Silverman,Rachel Cohen
1223,28.0,601–2805,VABF21,Trust But Clarify,Dan Rather,Himself
1224,28.0,603–2807,VABF19,Havana Wild Weekend,Stacy Keach,Howard K. Duff VIII
1225,28.0,603–2807,VABF19,Havana Wild Weekend,Deb Lacusta,Isabella
1226,28.0,604–2808,WABF01,Dad Behavior,Matt Leinart,Himself
1227,28.0,606–2810,WABF02,The Nightmare After Krustmas,Wayne Gretzky,Himself
1228,28.0,606–2810,WABF02,The Nightmare After Krustmas,Theo Jansen,Himself
1229,28.0,606–2810,WABF02,The Nightmare After Krustmas,Natasha Lyonne,Sophie
1230,28.0,606–2810,WABF02,The Nightmare After Krustmas,Jackie Mason,Rabbi Hyman Krustofsky
1231,28.0,607–2811,WABF06,Pork and Burns,Joyce Carol Oates,Herself
1232,28.0,607–2811,WABF06,Pork and Burns,Michael York,Dr. Lionel Budgie
1233,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Charles Barkley,Himself
1234,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Jim Beanz,performing End-Titles music
1235,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,V. Bozeman,Additional vocals
1236,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Charlean Carmon,Additional vocals
1237,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Common,Himself
1238,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Snoop Dogg,Himself
1239,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Taraji P. Henson,Praline
1240,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Keegan-Michael Key,Jazzy James
1241,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Phil LaMarr,Auctioneer; Informed Party Guest
1242,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Dawnn Lewis,Miata; Female Party Guest
1243,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,RZA,Himself
1244,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Sally Stevens,Additional vocals
1245,28.0,608–2812; 609–2813,WABF04; WABF05,The Great Phatsby,Destiny Torres,CEO of Obsidian Female Vocalist; Additional vocals
1246,28.0,610–2814,WABF07,Fatzcarraldo,Glenn Close,Mona Simpson
1247,28.0,611–2815,WABF08,The Cad and the Hat,Magnus Carlsen,Himself
1248,28.0,611–2815,WABF08,The Cad and the Hat,Seth Green,Robot Chicken Nerd
1249,28.0,611–2815,WABF08,The Cad and the Hat,Patton Oswalt,Bart's Guilt
1250,28.0,612–2816,WABF09,Kamp Krustier,Lizzy Caplan,Virginia Johnson
1251,28.0,612–2816,WABF09,Kamp Krustier,Michael Sheen,William Masters
1252,28.0,613–2817,WABF10,22 for 30,Stephen Curry,Himself
1253,28.0,613–2817,WABF10,22 for 30,Earl Mann,Narrator (Eddie Muntz)
1254,28.0,613–2817,WABF10,22 for 30,Joe Mantegna,Fat Tony
1255,28.0,614–2818,WABF11,A Father's Watch,Vanessa Bayer,Dr. Clarity Hoffman-Roth
1256,28.0,614–2818,WABF11,A Father's Watch,Brian Posehn,Dumlee
1257,28.0,614–2818,WABF11,A Father's Watch,Rob Riggle,Dr. Fenton Pooltoy
1258,28.0,614–2818,WABF11,A Father's Watch,Adam Silver,Himself
1259,28.0,615–2819,WABF12,The Caper Chase,Jason Alexander,Bourbon Verlander
1260,28.0,615–2819,WABF12,The Caper Chase,Ken Jennings,Himself
1261,28.0,615–2819,WABF12,The Caper Chase,Stan Lee,Himself
1262,28.0,615–2819,WABF12,The Caper Chase,Robert McKee,Himself
1263,28.0,615–2819,WABF12,The Caper Chase,Suze Orman,Herself
1264,28.0,615–2819,WABF12,The Caper Chase,Neil deGrasse Tyson,Himself
1265,28.0,616–2820,WABF13,Looking for Mr. Goodbart,Valerie Harper,Ma-Ma
1266,28.0,616–2820,WABF13,Looking for Mr. Goodbart,Kipp Lennon,"Sings ""Small Bang Hypothesis"" (parody of The Big Bang Theory theme song)"
1267,28.0,616–2820,WABF13,Looking for Mr. Goodbart,Jennifer Saunders,Phoebe Pratt
1268,28.0,617–2821,WABF14,Moho House,Valerie Harper,Mrs. Butterworth
1269,28.0,617–2821,WABF14,Moho House,Michael York,Nigel
1270,28.0,618–2822,WABF15,Dogtown,Michael York,Dr. Lionel Budgie
1271,29.0,619–2901,WABF17,The Serfsons,Billy Boyd,"Sings ""The Perfect Tale"" (parody of the song The Last Goodbye)"
1272,29.0,619–2901,WABF17,The Serfsons,Nikolaj Coster-Waldau,Markery
1273,29.0,620–2902,WABF22,Springfield Splendor,Alison Bechdel,Herself
1274,29.0,620–2902,WABF22,Springfield Splendor,Rachel Bloom,Annette
1275,29.0,620–2902,WABF22,Springfield Splendor,Roz Chast,Herself
1276,29.0,620–2902,WABF22,Springfield Splendor,Dan Harmon,Himself
