id,season,number,production_code,episode_title,guest_star,role
319,9.0,190–912,5F08,Bart Carny,Jim Varney,Cooder
320,9.0,191–913,5F23,The Joy of Sect,Marcia Wallace,Edna Krabappel
321,9.0,192–914,5F11,Das Bus,Phil Hartman,Troy McClure
322,9.0,192–914,5F11,Das Bus,James Earl Jones,Narrator
323,9.0,192–914,5F11,Das Bus,Jack Ong,Fisherman
324,9.0,193–915,5F10,The Last Temptation of Krust,Bruce Baum,Himself
325,9.0,193–915,5F10,The Last Temptation of Krust,Janeane Garofalo,Herself
326,9.0,193–915,5F10,The Last Temptation of Krust,Bobcat Goldthwait,Himself
327,9.0,193–915,5F10,The Last Temptation of Krust,Jay Leno,Himself
328,9.0,193–915,5F10,The Last Temptation of Krust,Marcia Wallace,Edna Krabappel
329,9.0,193–915,5F10,The Last Temptation of Krust,"Hank Williams, Jr.","Sings ""Canyonero!"""
330,9.0,193–915,5F10,The Last Temptation of Krust,Steven Wright,Himself
331,9.0,194–916,5F12,Dumbbell Indemnity,Helen Hunt,Renee
332,9.0,194–916,5F12,Dumbbell Indemnity,Marcia Wallace,Edna Krabappel
333,9.0,195–917,4F24,Lisa the Simpson,Phil Hartman,Troy McClure
334,9.0,196–918,5F13,This Little Wiggy,Phil Hartman,Troy McClure
335,9.0,196–918,5F13,This Little Wiggy,Marcia Wallace,Edna Krabappel
336,9.0,197–919,3G04,Simpson Tide,Michael Carrington,Drill instructor
337,9.0,197–919,3G04,Simpson Tide,Bob Denver,Himself
338,9.0,197–919,3G04,Simpson Tide,Rod Steiger,Captain Tenille
339,9.0,198–920,5F14,The Trouble with Trillions,Marcia Wallace,Edna Krabappel
340,9.0,198–920,5F14,The Trouble with Trillions,Paul Winfield,Lucius Sweet
341,9.0,199–921,5F15,Girly Edition,Marcia Wallace,Edna Krabappel
342,9.0,200–922,5F09,Trash of the Titans,Steve Martin,Ray Patterson
343,9.0,200–922,5F09,Trash of the Titans,Paul McGuinness,Himself
344,9.0,200–922,5F09,Trash of the Titans,Susie Smith,Herself
345,9.0,200–922,5F09,Trash of the Titans,U2,Themselves
346,9.0,200–922,5F09,Trash of the Titans,Marcia Wallace,Edna Krabappel
347,9.0,201–923,5F16,King of the Hill,Brendan Fraser,Brad
348,9.0,201–923,5F16,King of the Hill,Steven Weber,Neil
349,9.0,202–924,5F17,Lost Our Lisa,Marcia Wallace,Edna Krabappel
350,9.0,203–925,5F18,Natural Born Kissers,Marcia Wallace,Edna Krabappel
351,10.0,204–1001,5F20,Lard of the Dance,Lisa Kudrow,Alex Whitney
352,10.0,205–1002,5F21,The Wizard of Evergreen Terrace,William Daniels,KITT
353,10.0,206–1003,5F22,Bart the Mother,Phil Hartman,Troy McClure
354,10.0,206–1003,5F22,Bart the Mother,Marcia Wallace,Edna Krabappel
355,10.0,207–1004,AABF01,Treehouse of Horror IX,Robert Englund,Freddy Krueger
356,10.0,207–1004,AABF01,Treehouse of Horror IX,Kathie Lee Gifford,Herself (live action)
357,10.0,207–1004,AABF01,Treehouse of Horror IX,Ed McMahon,Himself
358,10.0,207–1004,AABF01,Treehouse of Horror IX,Regis Philbin,Himself (live action)
359,10.0,207–1004,AABF01,Treehouse of Horror IX,Jerry Springer,Himself
360,10.0,208–1005,5F19,When You Dish Upon a Star,Alec Baldwin,Himself
361,10.0,208–1005,5F19,When You Dish Upon a Star,Kim Basinger,Herself
362,10.0,208–1005,5F19,When You Dish Upon a Star,Brian Grazer,Himself
363,10.0,208–1005,5F19,When You Dish Upon a Star,Ron Howard,Himself
364,10.0,209–1006,AABF02,D'oh-in in the Wind,George Carlin,Munchie
365,10.0,209–1006,AABF02,D'oh-in in the Wind,Martin Mull,Seth
366,10.0,209–1006,AABF02,D'oh-in in the Wind,Yo La Tengo,Play the end credits
367,10.0,210–1007,AABF03,"Lisa Gets an ""A""",Marcia Wallace,Edna Krabappel
368,10.0,212–1009,AABF05,Mayored to the Mob,Mark Hamill,Himself; Leavelle; Theater owner
369,10.0,212–1009,AABF05,Mayored to the Mob,Joe Mantegna,Fat Tony
370,10.0,212–1009,AABF05,Mayored to the Mob,Dick Tufeld,Robot B-9
371,10.0,212–1009,AABF05,Mayored to the Mob,Marcia Wallace,Edna Krabappel
372,10.0,213–1010,AABF06,Viva Ned Flanders,The Moody Blues,Themselves
373,10.0,213–1010,AABF06,Viva Ned Flanders,Marcia Wallace,Edna Krabappel
374,10.0,214–1011,AABF07,Wild Barts Can't Be Broken,Cyndi Lauper,Herself
375,10.0,214–1011,AABF07,Wild Barts Can't Be Broken,Franklin D. Roosevelt (archival),Himself
376,10.0,214–1011,AABF07,Wild Barts Can't Be Broken,Marcia Wallace,Edna Krabappel
377,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",Troy Aikman,Himself
378,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",Rosey Grier,Himself
379,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",John Madden,Himself
380,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",Dan Marino,Himself
381,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",Rupert Murdoch,Himself
382,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",Dolly Parton,Herself
383,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",Pat Summerall,Himself
384,10.0,215–1012,AABF08,"Sunday, Cruddy Sunday",Fred Willard,Wally Kogen
385,10.0,216–1013,AABF09,Homer to the Max,"Ed Begley, Jr.",Himself
386,10.0,217–1014,AABF11,I'm with Cupid,Jan Hooks,Manjula Nahasapeemapetilon
387,10.0,217–1014,AABF11,I'm with Cupid,Elton John,Himself
388,10.0,217–1014,AABF11,I'm with Cupid,Marcia Wallace,Edna Krabappel
389,10.0,218–1015,AABF10,"Marge Simpson in: ""Screaming Yellow Honkers""",John Kassir,Possum
390,10.0,218–1015,AABF10,"Marge Simpson in: ""Screaming Yellow Honkers""",Marcia Wallace,Edna Krabappel
391,10.0,218–1015,AABF10,"Marge Simpson in: ""Screaming Yellow Honkers""","Hank Williams, Jr.","Sings ""Canyonero!"""
392,10.0,221–1018,AABF14,Simpsons Bible Stories,Marcia Wallace,Mrs. Krabapatra
393,10.0,222–1019,AABF15,Mom and Pop Art,Michael Dees,"Sings ""Arrivederci Roma"""
394,10.0,222–1019,AABF15,Mom and Pop Art,Jasper Johns,Himself
395,10.0,222–1019,AABF15,Mom and Pop Art,Isabella Rossellini,Astrid Weller
396,10.0,222–1019,AABF15,Mom and Pop Art,Marcia Wallace,Edna Krabappel
397,10.0,223–1020,AABF16,"The Old Man and the ""C"" Student",Jack LaLanne,Himself
398,10.0,223–1020,AABF16,"The Old Man and the ""C"" Student",NRBQ,"Sing ""Can't Buy Me Love"""
399,10.0,224–1021,AABF17,Monty Can't Buy Me Love,Michael McKean,Jerry Rude
400,10.0,225–1022,AABF18,They Saved Lisa's Brain,Stephen Hawking,Himself
401,10.0,226–1023,AABF20,Thirty Minutes over Tokyo,Denice Kumagai,Mother
402,10.0,226–1023,AABF20,Thirty Minutes over Tokyo,Karen Maruyama,Stewardess
403,10.0,226–1023,AABF20,Thirty Minutes over Tokyo,George Takei,Wink
404,10.0,226–1023,AABF20,Thirty Minutes over Tokyo,Gedde Watanabe,Waiter; Father; Toilet
405,10.0,226–1023,AABF20,Thirty Minutes over Tokyo,Keone Young,Sumo wrestler
406,11.0,227–1101,AABF23,Beyond Blunderdome,Jack Burns,Edward Christian
407,11.0,227–1101,AABF23,Beyond Blunderdome,Mel Gibson,Himself
408,11.0,227–1101,AABF23,Beyond Blunderdome,Marcia Wallace,Edna Krabappel
409,11.0,228–1102,AABF22,Brother's Little Helper,Mark McGwire,Himself
410,11.0,228–1102,AABF22,Brother's Little Helper,Marcia Wallace,Edna Krabappel
411,11.0,229–1103,AABF21,Guess Who's Coming to Criticize Dinner?,Edward Asner,Newspaper editor
412,11.0,229–1103,AABF21,Guess Who's Coming to Criticize Dinner?,Marcia Wallace,Edna Krabappel
413,11.0,230–1104,BABF01,Treehouse of Horror X,Tom Arnold,Himself
414,11.0,230–1104,BABF01,Treehouse of Horror X,Dick Clark,Himself
415,11.0,230–1104,BABF01,Treehouse of Horror X,Lucy Lawless,Herself
416,11.0,230–1104,BABF01,Treehouse of Horror X,Frank Welker,Werewolf; Werewolf Flanders
417,11.0,231–1105,AABF19,E-I-E-I-(Annoyed Grunt),The B-52's,"Sing ""Glove Slap"" (parody of the song Love Shack)"
418,11.0,231–1105,AABF19,E-I-E-I-(Annoyed Grunt),Marcia Wallace,Edna Krabappel
419,11.0,231–1105,AABF19,E-I-E-I-(Annoyed Grunt),Frank Welker,Various animals
420,11.0,232–1106,BABF02,"Hello Gutter, Hello Fadder",Ron Howard,Himself
421,11.0,232–1106,BABF02,"Hello Gutter, Hello Fadder",Penn Jillette,Himself
422,11.0,232–1106,BABF02,"Hello Gutter, Hello Fadder",Pat O'Brien,Himself
423,11.0,232–1106,BABF02,"Hello Gutter, Hello Fadder",Nancy O'Dell,Herself
424,11.0,232–1106,BABF02,"Hello Gutter, Hello Fadder",Teller,Himself
425,11.0,232–1106,BABF02,"Hello Gutter, Hello Fadder",Marcia Wallace,Edna Krabappel
426,11.0,233–1107,BABF03,Eight Misbehavin',Jan Hooks,Manjula Nahasapeemapetilon
427,11.0,233–1107,BABF03,Eight Misbehavin',Garry Marshall,Larry Kidkill
428,11.0,233–1107,BABF03,Eight Misbehavin',Butch Patrick,Himself
429,11.0,233–1107,BABF03,Eight Misbehavin',Marcia Wallace,Edna Krabappel
430,11.0,233–1107,BABF03,Eight Misbehavin',Frank Welker,Zoo animals
431,11.0,234–1108,BABF05,"Take My Wife, Sleaze",John Goodman,Meathook
432,11.0,234–1108,BABF05,"Take My Wife, Sleaze",Jan Hooks,Manjula Nahasapeemapetilon
433,11.0,234–1108,BABF05,"Take My Wife, Sleaze",Jay North,Himself
434,11.0,234–1108,BABF05,"Take My Wife, Sleaze",NRBQ,Perform various songs
435,11.0,234–1108,BABF05,"Take My Wife, Sleaze",Marcia Wallace,Edna Krabappel
436,11.0,234–1108,BABF05,"Take My Wife, Sleaze",Henry Winkler,Ramrod
437,11.0,235–1109,BABF07,Grift of the Magi,Clarence Clemons,Narrator
438,11.0,235–1109,BABF07,Grift of the Magi,Gary Coleman,Himself
439,11.0,235–1109,BABF07,Grift of the Magi,Joe Mantegna,Fat Tony
440,11.0,235–1109,BABF07,Grift of the Magi,Tim Robbins,Jim Hope
441,11.0,235–1109,BABF07,Grift of the Magi,Marcia Wallace,Edna Krabappel
442,11.0,236–1110,BABF04,Little Big Mom,Elwood Edwards,Virtual doctor
443,11.0,236–1110,BABF04,Little Big Mom,Marcia Wallace,Edna Krabappel
444,11.0,237–1111,BABF06,Faith Off,Don Cheadle,Brother Faith
445,11.0,237–1111,BABF06,Faith Off,Joe Mantegna,Fat Tony
446,11.0,237–1111,BABF06,Faith Off,Marcia Wallace,Edna Krabappel
447,11.0,238–1112,BABF08,The Mansion Family,Britney Spears,Herself
448,11.0,239–1113,BABF09,Saddlesore Galactica,Randy Bachman,Himself
449,11.0,239–1113,BABF09,Saddlesore Galactica,Jim Cummings,Duncan; Furious D
450,11.0,239–1113,BABF09,Saddlesore Galactica,Trevor Denman,Track announcer
451,11.0,239–1113,BABF09,Saddlesore Galactica,Fred Turner,Himself
452,11.0,240–1114,BABF10,"Alone Again, Natura-Diddily",Shawn Colvin,Rachel Jordan
453,11.0,240–1114,BABF10,"Alone Again, Natura-Diddily",Marcia Wallace,Edna Krabappel
454,11.0,240–1114,BABF10,"Alone Again, Natura-Diddily",Frank Welker,Parrot
455,11.0,241–1115,BABF11,Missionary: Impossible,Betty White,Herself
456,11.0,242–1116,BABF12,Pygmoelian,Marcia Wallace,Edna Krabappel
457,11.0,244–1118,BABF14,Days of Wine and D'oh'ses,Marcia Wallace,Edna Krabappel
458,11.0,245–1119,BABF16,Kill the Alligator and Run,Diedrich Bader,Sheriff
459,11.0,245–1119,BABF16,Kill the Alligator and Run,Joe C.,Himself
460,11.0,245–1119,BABF16,Kill the Alligator and Run,Robert Evans,Himself
461,11.0,245–1119,BABF16,Kill the Alligator and Run,Kid Rock,Himself
462,11.0,245–1119,BABF16,Kill the Alligator and Run,Charlie Rose,Himself
463,11.0,246–1120,BABF15,Last Tap Dance in Springfield,Frank Welker,Lion
464,11.0,247–1121,BABF18,"It's a Mad, Mad, Mad, Mad Marge",Parker Posey,Becky
465,11.0,247–1121,BABF18,"It's a Mad, Mad, Mad, Mad Marge",Marcia Wallace,Edna Krabappel
466,11.0,247–1121,BABF18,"It's a Mad, Mad, Mad, Mad Marge",Marc Wilmore,Dr. Wilmore
467,11.0,248–1122,BABF19,Behind the Laughter,Jim Forbes,Narrator
468,11.0,248–1122,BABF19,Behind the Laughter,Willie Nelson,Himself
469,11.0,248–1122,BABF19,Behind the Laughter,Marcia Wallace,Edna Krabappel
470,12.0,249–1201,BABF21,Treehouse of Horror XI,Frank Welker,Dolphins
471,12.0,250–1202,BABF20,A Tale of Two Springfields,Gary Coleman,Himself
472,12.0,250–1202,BABF20,A Tale of Two Springfields,Marcia Wallace,Edna Krabappel
473,12.0,250–1202,BABF20,A Tale of Two Springfields,Frank Welker,Badger; Woodpecker
474,12.0,250–1202,BABF20,A Tale of Two Springfields,The Who,Themselves
475,12.0,251–1203,BABF17,Insane Clown Poppy,Drew Barrymore,Sophie
476,12.0,251–1203,BABF17,Insane Clown Poppy,Stephen King,Himself
477,12.0,251–1203,BABF17,Insane Clown Poppy,Joe Mantegna,Fat Tony
478,12.0,251–1203,BABF17,Insane Clown Poppy,Jay Mohr,Christopher Walken
479,12.0,251–1203,BABF17,Insane Clown Poppy,Amy Tan,Herself
480,12.0,251–1203,BABF17,Insane Clown Poppy,John Updike,Himself
481,12.0,252–1204,CABF01,Lisa the Tree Hugger,Joshua Jackson,Jesse Grass
482,12.0,253–1205,CABF04,Homer vs. Dignity,Leeza Gibbons,Herself
483,12.0,253–1205,CABF04,Homer vs. Dignity,Marcia Wallace,Edna Krabappel
484,12.0,254–1206,CABF02,The Computer Wore Menace Shoes,Patrick McGoohan,Number Six
485,12.0,254–1206,CABF02,The Computer Wore Menace Shoes,Marcia Wallace,Edna Krabappel
486,12.0,255–1207,CABF03,The Great Money Caper,Edward Norton,Devon Bradley
487,12.0,256–1208,CABF06,Skinner's Sense of Snow,Marcia Wallace,Edna Krabappel
488,12.0,258–1210,CABF05,Pokey Mom,Michael Keaton,Jack Crowley
489,12.0,258–1210,CABF05,Pokey Mom,Charles Napier,Warden
490,12.0,258–1210,CABF05,Pokey Mom,Robert Schimmel,Convict
491,12.0,258–1210,CABF05,Pokey Mom,Bruce Vilanch,Himself
492,12.0,258–1210,CABF05,Pokey Mom,Marcia Wallace,Edna Krabappel
493,12.0,259–1211,CABF08,Worst Episode Ever,Neil Armstrong (archival),Himself
494,12.0,259–1211,CABF08,Worst Episode Ever,Johnnie Cochran (archival),Himself
495,12.0,259–1211,CABF08,Worst Episode Ever,Richard Nixon (archival),Himself
496,12.0,259–1211,CABF08,Worst Episode Ever,Tom Savini,Himself
497,12.0,260–1212,CABF07,Tennis the Menace,Andre Agassi,Himself
498,12.0,260–1212,CABF07,Tennis the Menace,Pete Sampras,Himself
499,12.0,260–1212,CABF07,Tennis the Menace,Marcia Wallace,Edna Krabappel
500,12.0,260–1212,CABF07,Tennis the Menace,Serena Williams,Herself
501,12.0,260–1212,CABF07,Tennis the Menace,Venus Williams,Herself
502,12.0,261–1213,CABF10,Day of the Jackanapes,Gary Coleman,Himself
503,12.0,261–1213,CABF10,Day of the Jackanapes,Kelsey Grammer,Sideshow Bob
504,12.0,262–1214,CABF12,New Kids on the Blecch,N Sync,Themselves
505,12.0,263–1215,CABF09,"Hungry, Hungry Homer",Stacy Keach,Howard K. Duff VIII
506,12.0,263–1215,CABF09,"Hungry, Hungry Homer",Marcia Wallace,Edna Krabappel
507,12.0,264–1216,CABF11,Bye Bye Nerdie,Kathy Griffin,Francine
508,12.0,264–1216,CABF11,Bye Bye Nerdie,Jan Hooks,Manjula Nahasapeemapetilon
509,12.0,264–1216,CABF11,Bye Bye Nerdie,Marcia Wallace,Edna Krabappel
510,12.0,265–1217,CABF13,Simpson Safari,Frank Welker,Various animals
511,12.0,266–1218,CABF14,Trilogy of Error,Joe Mantegna,Fat Tony
512,12.0,266–1218,CABF14,Trilogy of Error,Frankie Muniz,Thelonius
513,12.0,267–1219,CABF15,I'm Goin' to Praiseland,Shawn Colvin,Rachel Jordan
514,12.0,267–1219,CABF15,I'm Goin' to Praiseland,Marcia Wallace,Edna Krabappel
515,12.0,269–1221,CABF17,Simpsons Tall Tales,Marcia Wallace,Edna Krabappel
516,12.0,269–1221,CABF17,Simpsons Tall Tales,Frank Welker,"Babe, the Blue Ox; Various animals"
517,13.0,270–1301,CABF19,Treehouse of Horror XII,Pierce Brosnan,Ultrahouse's Pierce Brosnan voice; Himself
518,13.0,270–1301,CABF19,Treehouse of Horror XII,Matthew Perry,Ultrahouse's Matthew Perry voice
519,13.0,270–1301,CABF19,Treehouse of Horror XII,Marcia Wallace,Edna Krabappel
520,13.0,271–1302,CABF22,The Parent Rap,Jess Harnell,Various animals
521,13.0,271–1302,CABF22,The Parent Rap,Jane Kaczmarek,Judge Constance Harm
522,13.0,271–1302,CABF22,The Parent Rap,Marcia Wallace,Edna Krabappel
523,13.0,272–1303,CABF20,Homer the Moe,R.E.M.,Themselves
524,13.0,273–1304,CABF18,A Hunka Hunka Burns in Love,Julia Louis-Dreyfus,Gloria
525,13.0,273–1304,CABF18,A Hunka Hunka Burns in Love,George Takei,Waiter
526,13.0,274–1305,CABF21,The Blunder Years,Joe Mantegna,Fat Tony
527,13.0,274–1305,CABF21,The Blunder Years,Paul Newman,Himself
528,13.0,274–1305,CABF21,The Blunder Years,Judith Owen,Herself
529,13.0,275–1306,DABF02,She of Little Faith,Richard Gere,Himself
530,13.0,276–1307,DABF01,Brawl in the Family,Jane Kaczmarek,Judge Constance Harm
531,13.0,276–1307,DABF01,Brawl in the Family,Delroy Lindo,Gabriel
532,13.0,277–1308,DABF03,Sweets and Sour Marge,Ben Stiller,Garth Motherloving
533,13.0,278–1309,DABF05,Jaws Wired Shut,Dana Gould,Producer
534,13.0,278–1309,DABF05,Jaws Wired Shut,John Kassir,Various Animals
535,13.0,279–1310,DABF04,Half-Decent Proposal,Jon Lovitz,Artie Ziff
536,13.0,279–1310,DABF04,Half-Decent Proposal,Marcia Wallace,Edna Krabappel
537,13.0,280–1311,DABF06,The Bart Wants What It Wants,Wolfgang Puck,Himself
538,13.0,280–1311,DABF06,The Bart Wants What It Wants,Reese Witherspoon,Greta Wolfcastle
539,13.0,281–1312,DABF07,The Lastest Gun in the West,Dennis Weaver,Buck McCoy
540,13.0,281–1312,DABF07,The Lastest Gun in the West,Frank Welker,Dog
541,13.0,282–1313,DABF09,The Old Man and the Key,Olympia Dukakis,Zelda
542,13.0,282–1313,DABF09,The Old Man and the Key,Bill Saluga,Ray J. Johnson
543,13.0,283–1314,DABF08,Tales from the Public Domain,Sally Stevens,"Sings ""Island of Sirens"" (parody of the song Copacabana)"
544,13.0,285–1316,DABF11,Weekend at Burnsie's,Phish,Themselves
545,13.0,287–1318,DABF13,I Am Furious (Yellow),Stan Lee,Himself
546,13.0,287–1318,DABF13,I Am Furious (Yellow),Marcia Wallace,Edna Krabappel
547,13.0,288–1319,DABF14,The Sweetest Apu,James Lipton,Himself
548,13.0,289–1320,DABF15,Little Girl in the Big Ten,Robert Pinsky,Himself
549,13.0,290–1321,DABF16,The Frying Game,Carmen Electra,Herself
550,13.0,290–1321,DABF16,The Frying Game,Frances Sternhagen,Mrs. Bellamy
551,13.0,291–1322,DABF17,Poppa's Got a Brand New Badge,Joe Mantegna,Fat Tony
552,13.0,291–1322,DABF17,Poppa's Got a Brand New Badge,Marcia Wallace,Edna Krabappel
553,14.0,293–1402,DABF22,How I Spent My Strummer Vacation,Elvis Costello,Himself
554,14.0,293–1402,DABF22,How I Spent My Strummer Vacation,Mick Jagger,Himself
555,14.0,293–1402,DABF22,How I Spent My Strummer Vacation,Lenny Kravitz,Himself
556,14.0,293–1402,DABF22,How I Spent My Strummer Vacation,Tom Petty,Himself
557,14.0,293–1402,DABF22,How I Spent My Strummer Vacation,Keith Richards,Himself
558,14.0,293–1402,DABF22,How I Spent My Strummer Vacation,Brian Setzer,Himself
559,14.0,293–1402,DABF22,How I Spent My Strummer Vacation,Marcia Wallace,Edna Krabappel
560,14.0,294–1403,DABF20,Bart vs. Lisa vs. the Third Grade,Tony Bennett,"Sings ""Capital City"""
561,14.0,294–1403,DABF20,Bart vs. Lisa vs. the Third Grade,Marcia Wallace,Edna Krabappel
562,14.0,295–1404,DABF18,Large Marge,Baha Men,Themselves
563,14.0,295–1404,DABF18,Large Marge,Jan Hooks,Manjula Nahasapeemapetilon
564,14.0,295–1404,DABF18,Large Marge,Marcia Wallace,Edna Krabappel
565,14.0,295–1404,DABF18,Large Marge,Burt Ward,Robin
566,14.0,295–1404,DABF18,Large Marge,Adam West,Batman
567,14.0,296–1405,DABF21,Helter Shelter,Larry Holmes,Himself
568,14.0,296–1405,DABF21,Helter Shelter,David Lander,Himself
569,14.0,297–1406,EABF01,The Great Louse Detective,Kelsey Grammer,Sideshow Bob
570,14.0,297–1406,EABF01,The Great Louse Detective,Sally Stevens,"Sings ""The Way We Were"""
571,14.0,298–1407,EABF02,Special Edna,Little Richard,Himself
572,14.0,298–1407,EABF02,Special Edna,Marcia Wallace,Edna Krabappel
573,14.0,299–1408,EABF03,The Dad Who Knew Too Little,Elliott Gould,Himself
574,14.0,300–1409,EABF04,Strong Arms of the Ma,Pamela Reed,Ruth Powers
575,14.0,301–1410,EABF06,Pray Anything,Ken Burns,Himself
576,14.0,301–1410,EABF06,Pray Anything,Lisa Leslie,Herself
577,14.0,302–1411,EABF05,Barting Over,Blink-182,Themselves
578,14.0,302–1411,EABF05,Barting Over,Tony Hawk,Himself
579,14.0,302–1411,EABF05,Barting Over,Jane Kaczmarek,Judge Constance Harm
580,14.0,302–1411,EABF05,Barting Over,Marcia Wallace,Edna Krabappel
581,14.0,303–1412,EABF07,I'm Spelling as Fast as I Can,George Plimpton,Himself
582,14.0,304–1413,EABF08,A Star Is Born Again,James L. Brooks,Himself
583,14.0,304–1413,EABF08,A Star Is Born Again,Helen Fielding,Herself
584,14.0,304–1413,EABF08,A Star Is Born Again,Gene Merlino,"Sings ""Jellyfish"""
585,14.0,304–1413,EABF08,A Star Is Born Again,Marisa Tomei,Sara Sloane
586,14.0,304–1413,EABF08,A Star Is Born Again,Marcia Wallace,Edna Krabappel
587,14.0,305–1414,EABF09,Mr. Spritz Goes to Washington,Joe Mantegna,Fat Tony
588,14.0,307–1416,EABF11,Scuse Me While I Miss the Sky,Eric Idle,Declan Desmond
589,14.0,307–1416,EABF11,Scuse Me While I Miss the Sky,Joe Mantegna,Fat Tony
590,14.0,307–1416,EABF11,Scuse Me While I Miss the Sky,Marcia Wallace,Edna Krabappel
591,14.0,308–1417,EABF12,Three Gays of the Condo,Terry W. Greene,Large Gay Military Man
592,14.0,308–1417,EABF12,Three Gays of the Condo,Ben Schatz,Himself
593,14.0,308–1417,EABF12,Three Gays of the Condo,Scott Thompson,Grady
594,14.0,308–1417,EABF12,Three Gays of the Condo,Weird Al Yankovic,Himself
595,14.0,309–1418,EABF13,"Dude, Where's My Ranch?",David Byrne,Himself
596,14.0,309–1418,EABF13,"Dude, Where's My Ranch?",Andy Serkis,Cleanie
597,14.0,309–1418,EABF13,"Dude, Where's My Ranch?",Jonathan Taylor Thomas,Luke Stetson
598,14.0,310–1419,EABF14,Old Yeller Belly,Stacy Keach,Howard K. Duff VII
599,14.0,310–1419,EABF14,Old Yeller Belly,John Kassir,Various animals
600,14.0,311–1420,EABF15,"Brake My Wife, Please",Jackson Browne,Himself
601,14.0,311–1420,EABF15,"Brake My Wife, Please",Steve Buscemi,Himself
602,14.0,311–1420,EABF15,"Brake My Wife, Please",Jane Kaczmarek,Judge Constance Harm
603,14.0,311–1420,EABF15,"Brake My Wife, Please",Marcia Wallace,Edna Krabappel
604,14.0,313–1422,EABF17,Moe Baby Blues,Joe Mantegna,Fat Tony
605,15.0,314–1501,EABF21,Treehouse of Horror XIV,Oscar De La Hoya,Himself
606,15.0,314–1501,EABF21,Treehouse of Horror XIV,Jennifer Garner,Herself
607,15.0,314–1501,EABF21,Treehouse of Horror XIV,Dudley R. Herschbach,Himself
608,15.0,314–1501,EABF21,Treehouse of Horror XIV,Jerry Lewis,Professor John Frink Sr.
609,15.0,315–1502,EABF18,My Mother the Carjacker,Glenn Close,Mona Simpson
610,15.0,316–1503,EABF20,The President Wore Pearls,Michael Moore,Himself
611,15.0,316–1503,EABF20,The President Wore Pearls,Marcia Wallace,Edna Krabappel
612,15.0,317–1504,EABF22,The Regina Monologues,Tony Blair,Himself
613,15.0,317–1504,EABF22,The Regina Monologues,Jane Leeves,Edwina
614,15.0,317–1504,EABF22,The Regina Monologues,Evan Marriott,Himself
615,15.0,317–1504,EABF22,The Regina Monologues,Ian McKellen,Himself
616,15.0,317–1504,EABF22,The Regina Monologues,J. K. Rowling,Herself
617,15.0,318–1505,EABF19,The Fat and the Furriest,Charles Napier,Grant Connor
618,15.0,319–1506,FABF01,Today I Am A Clown,Jackie Mason,Rabbi Hyman Krustofsky
619,15.0,319–1506,FABF01,Today I Am A Clown,Mr. T,Himself
620,15.0,320–1507,FABF02,Tis the Fifteenth Season,Jim Gilstrap,Soulful Prune
621,15.0,321–1508,FABF03,"Marge vs. Singles, Seniors, Childless Couples and Teens and Gays",Marcia Wallace,Edna Krabappel
622,15.0,323–1510,FABF05,Diatribe of a Mad Housewife,Tom Clancy,Himself
623,15.0,323–1510,FABF05,Diatribe of a Mad Housewife,Ashley Olsen,Herself
624,15.0,323–1510,FABF05,Diatribe of a Mad Housewife,Mary-Kate Olsen,Herself
625,15.0,323–1510,FABF05,Diatribe of a Mad Housewife,Thomas Pynchon,Himself
626,15.0,325–1512,FABF07,Milhouse Doesn't Live Here Anymore,Nick Bakay,Salem Saberhagen
627,15.0,325–1512,FABF07,Milhouse Doesn't Live Here Anymore,William Daniels,KITT
628,15.0,325–1512,FABF07,Milhouse Doesn't Live Here Anymore,Isabel Sanford,Herself
629,15.0,325–1512,FABF07,Milhouse Doesn't Live Here Anymore,Dick Tufeld,Robot B-9
630,15.0,325–1512,FABF07,Milhouse Doesn't Live Here Anymore,Marcia Wallace,Edna Krabappel
631,15.0,326–1513,FABF09,Smart and Smarter,Simon Cowell,Henry
632,15.0,327–1514,FABF08,The Ziff Who Came to Dinner,Jon Lovitz,Artie Ziff; Jay Sherman; Llewelyn Sinclair; Aristotle Amadopoulis; Professor Lombardo
633,15.0,328–1515,FABF10,Co-Dependent's Day,Brave Combo,Play the end credits
634,15.0,328–1515,FABF10,Co-Dependent's Day,Marcia Wallace,Edna Krabappel
635,15.0,329–1516,FABF11,The Wandering Juvie,Sarah Michelle Gellar,Gina Vendetti
636,15.0,329–1516,FABF11,The Wandering Juvie,Jane Kaczmarek,Judge Constance Harm
637,15.0,329–1516,FABF11,The Wandering Juvie,Charles Napier,Warden
638,15.0,329–1516,FABF11,The Wandering Juvie,Marcia Wallace,Edna Krabappel
639,15.0,330–1517,FABF12,My Big Fat Geek Wedding,Matt Groening,Himself
640,15.0,330–1517,FABF12,My Big Fat Geek Wedding,Marcia Wallace,Edna Krabappel
641,15.0,332–1519,FABF15,Simple Simpson,Mark Campbell,Country singer
642,15.0,332–1519,FABF15,Simple Simpson,Nichelle Nichols,Herself
643,15.0,334–1521,FABF17,The Bart-Mangled Banner,Marcia Wallace,Edna Krabappel
