id,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI
1,Alabama,Baldwin,2020.0,269.0,250.0,19.0,0.0,0.0,0.0,0.0,74.0
2,Alabama,Clay,2020.0,108.0,99.0,9.0,0.0,0.0,0.0,0.0,86.0
3,Alabama,DeKalb,2020.0,364.0,350.0,14.0,0.0,0.0,0.0,0.0,90.0
4,Alabama,Elmore,2020.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,47.0
5,Alabama,Etowah,2020.0,278.0,260.0,18.0,0.0,0.0,0.0,0.0,92.0
6,Alabama,Jefferson,2020.0,366.0,212.0,151.0,3.0,0.0,0.0,0.0,129.0
7,Alabama,Lawrence,2020.0,72.0,69.0,3.0,0.0,0.0,0.0,0.0,75.0
8,Alabama,Madison,2020.0,364.0,307.0,57.0,0.0,0.0,0.0,0.0,88.0
9,Alabama,Mobile,2020.0,351.0,259.0,92.0,0.0,0.0,0.0,0.0,75.0
10,Alabama,Montgomery,2020.0,361.0,162.0,197.0,2.0,0.0,0.0,0.0,116.0
11,Alabama,Morgan,2020.0,355.0,308.0,47.0,0.0,0.0,0.0,0.0,71.0
12,Alabama,Russell,2020.0,365.0,299.0,66.0,0.0,0.0,0.0,0.0,99.0
13,Alabama,Shelby,2020.0,364.0,348.0,16.0,0.0,0.0,0.0,0.0,71.0
14,Alabama,Sumter,2020.0,362.0,350.0,12.0,0.0,0.0,0.0,0.0,70.0
15,Alabama,Tuscaloosa,2020.0,278.0,267.0,11.0,0.0,0.0,0.0,0.0,97.0
16,Alaska,Aleutians East ,2020.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,31.0
17,Alaska,Anchorage ,2020.0,366.0,334.0,32.0,0.0,0.0,0.0,0.0,91.0
18,Alaska,Bethel ,2020.0,167.0,166.0,1.0,0.0,0.0,0.0,0.0,56.0
19,Alaska,Denali ,2020.0,358.0,357.0,1.0,0.0,0.0,0.0,0.0,54.0
20,Alaska,Fairbanks North Star ,2020.0,366.0,255.0,74.0,17.0,20.0,0.0,0.0,170.0
21,Alaska,Juneau ,2020.0,361.0,343.0,17.0,1.0,0.0,0.0,0.0,101.0
22,Alaska,Kenai Peninsula ,2020.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,43.0
23,Alaska,Matanuska-Susitna ,2020.0,357.0,331.0,25.0,1.0,0.0,0.0,0.0,103.0
24,Alaska,North Slope ,2020.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,36.0
25,Arizona,Apache,2020.0,364.0,360.0,4.0,0.0,0.0,0.0,0.0,58.0
26,Arizona,Cochise,2020.0,366.0,274.0,90.0,2.0,0.0,0.0,0.0,108.0
27,Arizona,Coconino,2020.0,366.0,308.0,58.0,0.0,0.0,0.0,0.0,93.0
28,Arizona,Gila,2020.0,366.0,233.0,119.0,11.0,3.0,0.0,0.0,174.0
29,Arizona,La Paz,2020.0,366.0,294.0,70.0,2.0,0.0,0.0,0.0,125.0
30,Arizona,Maricopa,2020.0,366.0,14.0,151.0,60.0,67.0,74.0,0.0,282.0
31,Arizona,Mohave,2020.0,356.0,347.0,8.0,1.0,0.0,0.0,0.0,116.0
32,Arizona,Navajo,2020.0,366.0,317.0,47.0,2.0,0.0,0.0,0.0,136.0
33,Arizona,Pima,2020.0,366.0,154.0,199.0,12.0,0.0,1.0,0.0,277.0
34,Arizona,Pinal,2020.0,366.0,97.0,186.0,76.0,5.0,0.0,2.0,1124.0
35,Arizona,Santa Cruz,2020.0,360.0,233.0,122.0,4.0,1.0,0.0,0.0,165.0
36,Arizona,Yavapai,2020.0,331.0,265.0,65.0,1.0,0.0,0.0,0.0,119.0
37,Arizona,Yuma,2020.0,366.0,257.0,106.0,2.0,0.0,0.0,1.0,321.0
38,Arkansas,Arkansas,2020.0,119.0,108.0,11.0,0.0,0.0,0.0,0.0,82.0
39,Arkansas,Ashley,2020.0,122.0,111.0,11.0,0.0,0.0,0.0,0.0,89.0
40,Arkansas,Clark,2020.0,342.0,341.0,1.0,0.0,0.0,0.0,0.0,67.0
41,Arkansas,Crittenden,2020.0,366.0,309.0,54.0,3.0,0.0,0.0,0.0,115.0
42,Arkansas,Garland,2020.0,121.0,105.0,16.0,0.0,0.0,0.0,0.0,83.0
43,Arkansas,Jackson,2020.0,122.0,109.0,13.0,0.0,0.0,0.0,0.0,77.0
44,Arkansas,Newton,2020.0,364.0,354.0,10.0,0.0,0.0,0.0,0.0,84.0
45,Arkansas,Polk,2020.0,359.0,336.0,23.0,0.0,0.0,0.0,0.0,84.0
46,Arkansas,Pulaski,2020.0,366.0,275.0,89.0,2.0,0.0,0.0,0.0,132.0
47,Arkansas,Union,2020.0,121.0,106.0,15.0,0.0,0.0,0.0,0.0,89.0
48,Arkansas,Washington,2020.0,366.0,321.0,44.0,1.0,0.0,0.0,0.0,150.0
49,California,Alameda,2020.0,366.0,236.0,110.0,8.0,11.0,1.0,0.0,218.0
50,California,Amador,2020.0,359.0,327.0,29.0,2.0,1.0,0.0,0.0,156.0
51,California,Butte,2020.0,366.0,183.0,144.0,18.0,18.0,2.0,1.0,379.0
52,California,Calaveras,2020.0,364.0,260.0,81.0,10.0,13.0,0.0,0.0,192.0
53,California,Colusa,2020.0,366.0,247.0,87.0,9.0,23.0,0.0,0.0,198.0
54,California,Contra Costa,2020.0,366.0,258.0,89.0,8.0,11.0,0.0,0.0,197.0
55,California,Del Norte,2020.0,291.0,247.0,35.0,4.0,4.0,1.0,0.0,220.0
56,California,El Dorado,2020.0,366.0,258.0,85.0,17.0,6.0,0.0,0.0,190.0
57,California,Fresno,2020.0,366.0,94.0,173.0,59.0,34.0,6.0,0.0,298.0
58,California,Glenn,2020.0,364.0,251.0,84.0,7.0,22.0,0.0,0.0,197.0
59,California,Humboldt,2020.0,366.0,333.0,30.0,3.0,0.0,0.0,0.0,109.0
60,California,Imperial,2020.0,366.0,119.0,219.0,26.0,2.0,0.0,0.0,166.0
61,California,Inyo,2020.0,366.0,172.0,139.0,23.0,19.0,5.0,8.0,684.0
62,California,Kern,2020.0,366.0,78.0,158.0,98.0,30.0,2.0,0.0,267.0
63,California,Kings,2020.0,366.0,98.0,198.0,54.0,15.0,0.0,1.0,543.0
64,California,Lake,2020.0,351.0,341.0,6.0,1.0,3.0,0.0,0.0,180.0
65,California,Los Angeles,2020.0,366.0,60.0,169.0,77.0,44.0,16.0,0.0,235.0
66,California,Madera,2020.0,366.0,137.0,176.0,34.0,17.0,2.0,0.0,250.0
67,California,Marin,2020.0,366.0,311.0,46.0,4.0,4.0,1.0,0.0,206.0
68,California,Mariposa,2020.0,366.0,208.0,110.0,27.0,12.0,4.0,5.0,618.0
69,California,Mendocino,2020.0,366.0,280.0,63.0,10.0,10.0,1.0,2.0,456.0
70,California,Merced,2020.0,366.0,171.0,163.0,17.0,15.0,0.0,0.0,183.0
71,California,Mono,2020.0,366.0,211.0,89.0,13.0,17.0,10.0,26.0,1928.0
72,California,Monterey,2020.0,366.0,299.0,52.0,4.0,9.0,2.0,0.0,250.0
73,California,Napa,2020.0,365.0,298.0,52.0,7.0,8.0,0.0,0.0,199.0
74,California,Nevada,2020.0,366.0,268.0,66.0,15.0,13.0,4.0,0.0,252.0
75,California,Orange,2020.0,366.0,180.0,145.0,28.0,11.0,2.0,0.0,218.0
76,California,Placer,2020.0,366.0,167.0,158.0,20.0,18.0,3.0,0.0,222.0
77,California,Plumas,2020.0,360.0,183.0,127.0,16.0,20.0,10.0,4.0,469.0
78,California,Riverside,2020.0,366.0,53.0,168.0,98.0,36.0,9.0,2.0,576.0
79,California,Sacramento,2020.0,366.0,176.0,154.0,17.0,19.0,0.0,0.0,200.0
80,California,San Benito,2020.0,366.0,301.0,48.0,8.0,9.0,0.0,0.0,168.0
81,California,San Bernardino,2020.0,366.0,50.0,153.0,76.0,69.0,18.0,0.0,236.0
82,California,San Diego,2020.0,366.0,60.0,257.0,35.0,14.0,0.0,0.0,192.0
83,California,San Francisco,2020.0,366.0,277.0,81.0,3.0,5.0,0.0,0.0,198.0
84,California,San Joaquin,2020.0,366.0,192.0,140.0,19.0,15.0,0.0,0.0,195.0
85,California,San Luis Obispo,2020.0,366.0,211.0,124.0,21.0,8.0,2.0,0.0,292.0
86,California,San Mateo,2020.0,366.0,307.0,49.0,5.0,5.0,0.0,0.0,186.0
87,California,Santa Barbara,2020.0,366.0,273.0,80.0,9.0,4.0,0.0,0.0,168.0
88,California,Santa Clara,2020.0,366.0,237.0,109.0,11.0,9.0,0.0,0.0,186.0
89,California,Santa Cruz,2020.0,366.0,304.0,42.0,6.0,10.0,2.0,2.0,426.0
90,California,Shasta,2020.0,366.0,295.0,63.0,6.0,2.0,0.0,0.0,166.0
91,California,Siskiyou,2020.0,366.0,305.0,38.0,10.0,10.0,2.0,1.0,359.0
92,California,Solano,2020.0,366.0,257.0,93.0,9.0,6.0,1.0,0.0,204.0
93,California,Sonoma,2020.0,366.0,319.0,40.0,1.0,6.0,0.0,0.0,187.0
94,California,Stanislaus,2020.0,366.0,156.0,173.0,21.0,16.0,0.0,0.0,189.0
95,California,Sutter,2020.0,366.0,208.0,127.0,15.0,14.0,1.0,1.0,303.0
96,California,Tehama,2020.0,366.0,249.0,84.0,12.0,21.0,0.0,0.0,196.0
97,California,Trinity,2020.0,342.0,255.0,59.0,12.0,16.0,0.0,0.0,193.0
98,California,Tulare,2020.0,366.0,79.0,152.0,103.0,30.0,2.0,0.0,209.0
99,California,Tuolumne,2020.0,353.0,277.0,71.0,5.0,0.0,0.0,0.0,143.0
100,California,Ventura,2020.0,366.0,225.0,115.0,21.0,5.0,0.0,0.0,174.0
101,California,Yolo,2020.0,366.0,255.0,83.0,14.0,14.0,0.0,0.0,192.0
102,Colorado,Adams,2020.0,366.0,222.0,132.0,11.0,1.0,0.0,0.0,151.0
103,Colorado,Alamosa,2020.0,99.0,96.0,3.0,0.0,0.0,0.0,0.0,60.0
104,Colorado,Arapahoe,2020.0,366.0,248.0,107.0,9.0,2.0,0.0,0.0,159.0
105,Colorado,Archuleta,2020.0,365.0,302.0,63.0,0.0,0.0,0.0,0.0,93.0
106,Colorado,Boulder,2020.0,366.0,217.0,128.0,19.0,2.0,0.0,0.0,173.0
107,Colorado,Clear Creek,2020.0,190.0,134.0,50.0,6.0,0.0,0.0,0.0,143.0
108,Colorado,Delta,2020.0,365.0,328.0,37.0,0.0,0.0,0.0,0.0,97.0
109,Colorado,Denver,2020.0,366.0,185.0,164.0,17.0,0.0,0.0,0.0,150.0
110,Colorado,Douglas,2020.0,361.0,237.0,107.0,14.0,3.0,0.0,0.0,159.0
111,Colorado,El Paso,2020.0,366.0,255.0,104.0,6.0,1.0,0.0,0.0,151.0
112,Colorado,Fremont,2020.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,27.0
113,Colorado,Garfield,2020.0,366.0,255.0,106.0,5.0,0.0,0.0,0.0,122.0
114,Colorado,Gilpin,2020.0,357.0,278.0,70.0,9.0,0.0,0.0,0.0,136.0
115,Colorado,Gunnison,2020.0,333.0,278.0,53.0,2.0,0.0,0.0,0.0,108.0
116,Colorado,Jackson,2020.0,65.0,61.0,4.0,0.0,0.0,0.0,0.0,84.0
117,Colorado,Jefferson,2020.0,366.0,231.0,108.0,23.0,4.0,0.0,0.0,161.0
118,Colorado,La Plata,2020.0,366.0,287.0,78.0,1.0,0.0,0.0,0.0,101.0
119,Colorado,Larimer,2020.0,366.0,222.0,125.0,17.0,2.0,0.0,0.0,157.0
120,Colorado,Mesa,2020.0,366.0,302.0,61.0,3.0,0.0,0.0,0.0,108.0
121,Colorado,Montezuma,2020.0,366.0,301.0,63.0,2.0,0.0,0.0,0.0,126.0
122,Colorado,Pitkin,2020.0,116.0,112.0,4.0,0.0,0.0,0.0,0.0,68.0
123,Colorado,Prowers,2020.0,350.0,327.0,19.0,1.0,2.0,1.0,0.0,238.0
124,Colorado,Pueblo,2020.0,96.0,91.0,5.0,0.0,0.0,0.0,0.0,63.0
125,Colorado,Rio Blanco,2020.0,365.0,311.0,51.0,3.0,0.0,0.0,0.0,115.0
126,Colorado,Routt,2020.0,358.0,353.0,5.0,0.0,0.0,0.0,0.0,68.0
127,Colorado,San Juan,2020.0,99.0,97.0,2.0,0.0,0.0,0.0,0.0,69.0
128,Colorado,San Miguel,2020.0,117.0,114.0,3.0,0.0,0.0,0.0,0.0,54.0
129,Colorado,Weld,2020.0,366.0,219.0,134.0,13.0,0.0,0.0,0.0,140.0
130,Connecticut,Fairfield,2020.0,366.0,256.0,97.0,12.0,1.0,0.0,0.0,161.0
131,Connecticut,Hartford,2020.0,366.0,310.0,56.0,0.0,0.0,0.0,0.0,98.0
132,Connecticut,Litchfield,2020.0,362.0,327.0,35.0,0.0,0.0,0.0,0.0,84.0
133,Connecticut,Middlesex,2020.0,208.0,182.0,24.0,2.0,0.0,0.0,0.0,129.0
134,Connecticut,New Haven,2020.0,366.0,266.0,87.0,11.0,2.0,0.0,0.0,174.0
135,Connecticut,New London,2020.0,365.0,310.0,51.0,3.0,1.0,0.0,0.0,172.0
136,Connecticut,Tolland,2020.0,206.0,192.0,14.0,0.0,0.0,0.0,0.0,93.0
137,Connecticut,Windham,2020.0,356.0,345.0,11.0,0.0,0.0,0.0,0.0,87.0
138,Country Of Mexico,BAJA CALIFORNIA NORTE,2020.0,92.0,1.0,36.0,35.0,20.0,0.0,0.0,176.0
139,Country Of Mexico,SONORA,2020.0,146.0,125.0,20.0,1.0,0.0,0.0,0.0,101.0
140,Delaware,Kent,2020.0,362.0,332.0,30.0,0.0,0.0,0.0,0.0,80.0
141,Delaware,New Castle,2020.0,366.0,300.0,64.0,2.0,0.0,0.0,0.0,105.0
142,Delaware,Sussex,2020.0,366.0,329.0,37.0,0.0,0.0,0.0,0.0,87.0
143,District Of Columbia,District of Columbia,2020.0,366.0,314.0,51.0,0.0,1.0,0.0,0.0,166.0
144,Florida,Alachua,2020.0,366.0,325.0,40.0,1.0,0.0,0.0,0.0,105.0
145,Florida,Baker,2020.0,363.0,331.0,30.0,2.0,0.0,0.0,0.0,140.0
146,Florida,Bay,2020.0,363.0,281.0,80.0,2.0,0.0,0.0,0.0,146.0
147,Florida,Brevard,2020.0,366.0,324.0,42.0,0.0,0.0,0.0,0.0,84.0
148,Florida,Broward,2020.0,366.0,290.0,74.0,2.0,0.0,0.0,0.0,142.0
149,Florida,Citrus,2020.0,360.0,306.0,53.0,1.0,0.0,0.0,0.0,125.0
150,Florida,Collier,2020.0,364.0,316.0,48.0,0.0,0.0,0.0,0.0,85.0
151,Florida,Columbia,2020.0,311.0,255.0,53.0,1.0,2.0,0.0,0.0,158.0
152,Florida,Duval,2020.0,366.0,274.0,89.0,3.0,0.0,0.0,0.0,125.0
153,Florida,Escambia,2020.0,360.0,269.0,91.0,0.0,0.0,0.0,0.0,80.0
154,Florida,Flagler,2020.0,366.0,363.0,3.0,0.0,0.0,0.0,0.0,64.0
155,Florida,Hamilton,2020.0,322.0,287.0,33.0,1.0,1.0,0.0,0.0,154.0
156,Florida,Highlands,2020.0,358.0,345.0,13.0,0.0,0.0,0.0,0.0,74.0
157,Florida,Hillsborough,2020.0,366.0,274.0,89.0,3.0,0.0,0.0,0.0,112.0
158,Florida,Holmes,2020.0,363.0,308.0,52.0,3.0,0.0,0.0,0.0,138.0
159,Florida,Indian River,2020.0,338.0,323.0,15.0,0.0,0.0,0.0,0.0,87.0
160,Florida,Lake,2020.0,366.0,354.0,12.0,0.0,0.0,0.0,0.0,87.0
161,Florida,Lee,2020.0,366.0,330.0,36.0,0.0,0.0,0.0,0.0,100.0
162,Florida,Leon,2020.0,366.0,289.0,74.0,2.0,1.0,0.0,0.0,160.0
163,Florida,Liberty,2020.0,358.0,356.0,2.0,0.0,0.0,0.0,0.0,51.0
164,Florida,Manatee,2020.0,366.0,355.0,11.0,0.0,0.0,0.0,0.0,97.0
165,Florida,Marion,2020.0,366.0,300.0,66.0,0.0,0.0,0.0,0.0,100.0
166,Florida,Martin,2020.0,365.0,320.0,45.0,0.0,0.0,0.0,0.0,95.0
167,Florida,Miami-Dade,2020.0,366.0,297.0,69.0,0.0,0.0,0.0,0.0,90.0
168,Florida,Nassau,2020.0,360.0,348.0,9.0,2.0,1.0,0.0,0.0,157.0
169,Florida,Okaloosa,2020.0,364.0,355.0,9.0,0.0,0.0,0.0,0.0,74.0
170,Florida,Orange,2020.0,366.0,326.0,40.0,0.0,0.0,0.0,0.0,93.0
171,Florida,Osceola,2020.0,366.0,354.0,12.0,0.0,0.0,0.0,0.0,90.0
172,Florida,Palm Beach,2020.0,361.0,309.0,52.0,0.0,0.0,0.0,0.0,92.0
173,Florida,Pasco,2020.0,366.0,355.0,11.0,0.0,0.0,0.0,0.0,77.0
174,Florida,Pinellas,2020.0,366.0,301.0,65.0,0.0,0.0,0.0,0.0,100.0
175,Florida,Polk,2020.0,366.0,312.0,54.0,0.0,0.0,0.0,0.0,87.0
176,Florida,Putnam,2020.0,366.0,365.0,1.0,0.0,0.0,0.0,0.0,67.0
177,Florida,Santa Rosa,2020.0,365.0,295.0,70.0,0.0,0.0,0.0,0.0,84.0
178,Florida,Sarasota,2020.0,366.0,308.0,58.0,0.0,0.0,0.0,0.0,90.0
179,Florida,Seminole,2020.0,365.0,332.0,33.0,0.0,0.0,0.0,0.0,84.0
180,Florida,St. Lucie,2020.0,360.0,351.0,9.0,0.0,0.0,0.0,0.0,74.0
181,Florida,Volusia,2020.0,362.0,327.0,35.0,0.0,0.0,0.0,0.0,77.0
182,Florida,Wakulla,2020.0,363.0,315.0,46.0,0.0,2.0,0.0,0.0,161.0
183,Georgia,Bibb,2020.0,366.0,323.0,43.0,0.0,0.0,0.0,0.0,97.0
184,Georgia,Charlton,2020.0,100.0,95.0,4.0,1.0,0.0,0.0,0.0,139.0
185,Georgia,Chatham,2020.0,366.0,296.0,68.0,2.0,0.0,0.0,0.0,131.0
186,Georgia,Chattooga,2020.0,245.0,244.0,1.0,0.0,0.0,0.0,0.0,58.0
187,Georgia,Clarke,2020.0,366.0,312.0,54.0,0.0,0.0,0.0,0.0,99.0
188,Georgia,Clayton,2020.0,121.0,103.0,18.0,0.0,0.0,0.0,0.0,90.0
189,Georgia,Cobb,2020.0,285.0,263.0,22.0,0.0,0.0,0.0,0.0,90.0
190,Georgia,Coffee,2020.0,120.0,115.0,4.0,1.0,0.0,0.0,0.0,108.0
191,Georgia,Columbia,2020.0,241.0,239.0,2.0,0.0,0.0,0.0,0.0,51.0
192,Georgia,Dawson,2020.0,245.0,239.0,6.0,0.0,0.0,0.0,0.0,74.0
193,Georgia,DeKalb,2020.0,366.0,300.0,65.0,1.0,0.0,0.0,0.0,106.0
194,Georgia,Dougherty,2020.0,365.0,276.0,87.0,2.0,0.0,0.0,0.0,114.0
195,Georgia,Douglas,2020.0,245.0,238.0,7.0,0.0,0.0,0.0,0.0,77.0
196,Georgia,Floyd,2020.0,365.0,322.0,43.0,0.0,0.0,0.0,0.0,80.0
197,Georgia,Fulton,2020.0,366.0,257.0,107.0,2.0,0.0,0.0,0.0,125.0
198,Georgia,Glynn,2020.0,285.0,273.0,12.0,0.0,0.0,0.0,0.0,96.0
199,Georgia,Gwinnett,2020.0,364.0,301.0,62.0,1.0,0.0,0.0,0.0,101.0
200,Georgia,Hall,2020.0,359.0,304.0,55.0,0.0,0.0,0.0,0.0,98.0
201,Georgia,Henry,2020.0,366.0,332.0,34.0,0.0,0.0,0.0,0.0,95.0
202,Georgia,Houston,2020.0,362.0,287.0,74.0,1.0,0.0,0.0,0.0,114.0
203,Georgia,Lowndes,2020.0,202.0,177.0,24.0,1.0,0.0,0.0,0.0,141.0
204,Georgia,Murray,2020.0,257.0,244.0,13.0,0.0,0.0,0.0,0.0,61.0
205,Georgia,Muscogee,2020.0,366.0,317.0,48.0,1.0,0.0,0.0,0.0,101.0
206,Georgia,Pike,2020.0,354.0,351.0,3.0,0.0,0.0,0.0,0.0,64.0
207,Georgia,Richmond,2020.0,366.0,265.0,97.0,4.0,0.0,0.0,0.0,114.0
208,Georgia,Rockdale,2020.0,244.0,232.0,12.0,0.0,0.0,0.0,0.0,77.0
209,Georgia,Sumter,2020.0,240.0,237.0,3.0,0.0,0.0,0.0,0.0,64.0
210,Georgia,Walker,2020.0,177.0,151.0,26.0,0.0,0.0,0.0,0.0,84.0
211,Georgia,Washington,2020.0,353.0,297.0,54.0,2.0,0.0,0.0,0.0,112.0
212,Hawaii,Hawaii,2020.0,366.0,352.0,3.0,2.0,8.0,1.0,0.0,231.0
213,Hawaii,Honolulu,2020.0,366.0,355.0,11.0,0.0,0.0,0.0,0.0,92.0
214,Hawaii,Kauai,2020.0,365.0,365.0,0.0,0.0,0.0,0.0,0.0,41.0
215,Hawaii,Maui,2020.0,346.0,344.0,2.0,0.0,0.0,0.0,0.0,56.0
216,Idaho,Ada,2020.0,366.0,273.0,75.0,11.0,7.0,0.0,0.0,185.0
217,Idaho,Bannock,2020.0,366.0,281.0,78.0,3.0,4.0,0.0,0.0,161.0
218,Idaho,Benewah,2020.0,366.0,272.0,85.0,2.0,4.0,2.0,1.0,371.0
219,Idaho,Blaine,2020.0,365.0,335.0,22.0,6.0,2.0,0.0,0.0,167.0
220,Idaho,Boise,2020.0,366.0,267.0,87.0,6.0,6.0,0.0,0.0,198.0
221,Idaho,Bonner,2020.0,365.0,325.0,30.0,5.0,5.0,0.0,0.0,190.0
222,Idaho,Bonneville,2020.0,362.0,326.0,31.0,1.0,4.0,0.0,0.0,154.0
223,Idaho,Butte,2020.0,364.0,334.0,28.0,1.0,1.0,0.0,0.0,152.0
224,Idaho,Canyon,2020.0,366.0,257.0,93.0,10.0,6.0,0.0,0.0,156.0
225,Idaho,Caribou,2020.0,347.0,341.0,5.0,1.0,0.0,0.0,0.0,109.0
226,Idaho,Custer,2020.0,98.0,88.0,7.0,3.0,0.0,0.0,0.0,126.0
227,Idaho,Franklin,2020.0,365.0,323.0,39.0,2.0,1.0,0.0,0.0,159.0
228,Idaho,Idaho,2020.0,366.0,293.0,64.0,3.0,6.0,0.0,0.0,191.0
229,Idaho,Jerome,2020.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0,37.0
230,Idaho,Kootenai,2020.0,354.0,323.0,23.0,1.0,3.0,3.0,1.0,384.0
231,Idaho,Latah,2020.0,361.0,335.0,19.0,0.0,4.0,2.0,1.0,333.0
232,Idaho,Lemhi,2020.0,365.0,226.0,128.0,8.0,3.0,0.0,0.0,163.0
233,Idaho,Nez Perce,2020.0,366.0,309.0,46.0,4.0,3.0,3.0,1.0,363.0
234,Idaho,Shoshone,2020.0,366.0,275.0,84.0,0.0,3.0,3.0,1.0,346.0
235,Idaho,Twin Falls,2020.0,364.0,330.0,27.0,3.0,4.0,0.0,0.0,160.0
236,Idaho,Valley,2020.0,329.0,248.0,74.0,5.0,2.0,0.0,0.0,192.0
237,Illinois,Adams,2020.0,244.0,220.0,24.0,0.0,0.0,0.0,0.0,84.0
238,Illinois,Champaign,2020.0,366.0,302.0,62.0,2.0,0.0,0.0,0.0,126.0
239,Illinois,Clark,2020.0,363.0,347.0,16.0,0.0,0.0,0.0,0.0,97.0
240,Illinois,Cook,2020.0,366.0,156.0,190.0,16.0,4.0,0.0,0.0,164.0
241,Illinois,DuPage,2020.0,366.0,279.0,83.0,3.0,1.0,0.0,0.0,154.0
242,Illinois,Effingham,2020.0,166.0,156.0,10.0,0.0,0.0,0.0,0.0,84.0
243,Illinois,Hamilton,2020.0,353.0,275.0,77.0,1.0,0.0,0.0,0.0,118.0
244,Illinois,Jersey,2020.0,358.0,307.0,50.0,1.0,0.0,0.0,0.0,112.0
245,Illinois,Jo Daviess,2020.0,353.0,337.0,16.0,0.0,0.0,0.0,0.0,87.0
246,Illinois,Kane,2020.0,279.0,225.0,47.0,6.0,1.0,0.0,0.0,161.0
247,Illinois,La Salle,2020.0,345.0,345.0,0.0,0.0,0.0,0.0,0.0,26.0
248,Illinois,Lake,2020.0,241.0,199.0,31.0,10.0,1.0,0.0,0.0,185.0
249,Illinois,Macon,2020.0,366.0,288.0,78.0,0.0,0.0,0.0,0.0,90.0
250,Illinois,Macoupin,2020.0,365.0,347.0,18.0,0.0,0.0,0.0,0.0,93.0
251,Illinois,Madison,2020.0,366.0,214.0,149.0,3.0,0.0,0.0,0.0,112.0
252,Illinois,McHenry,2020.0,334.0,259.0,66.0,9.0,0.0,0.0,0.0,147.0
253,Illinois,McLean,2020.0,364.0,286.0,75.0,3.0,0.0,0.0,0.0,136.0
254,Illinois,Monroe,2020.0,364.0,364.0,0.0,0.0,0.0,0.0,0.0,43.0
255,Illinois,Peoria,2020.0,364.0,301.0,62.0,1.0,0.0,0.0,0.0,115.0
256,Illinois,Randolph,2020.0,366.0,302.0,62.0,2.0,0.0,0.0,0.0,103.0
257,Illinois,Rock Island,2020.0,355.0,295.0,59.0,1.0,0.0,0.0,0.0,102.0
258,Illinois,Saint Clair,2020.0,365.0,306.0,59.0,0.0,0.0,0.0,0.0,100.0
259,Illinois,Sangamon,2020.0,364.0,312.0,52.0,0.0,0.0,0.0,0.0,97.0
260,Illinois,Tazewell,2020.0,366.0,366.0,0.0,0.0,0.0,0.0,0.0,26.0
261,Illinois,Wabash,2020.0,364.0,359.0,5.0,0.0,0.0,0.0,0.0,74.0
262,Illinois,Will,2020.0,363.0,262.0,97.0,3.0,1.0,0.0,0.0,155.0
263,Illinois,Winnebago,2020.0,366.0,284.0,81.0,1.0,0.0,0.0,0.0,101.0
264,Indiana,Allen,2020.0,366.0,296.0,68.0,2.0,0.0,0.0,0.0,120.0
265,Indiana,Bartholomew,2020.0,366.0,323.0,43.0,0.0,0.0,0.0,0.0,97.0
266,Indiana,Boone,2020.0,352.0,330.0,20.0,2.0,0.0,0.0,0.0,101.0
267,Indiana,Brown,2020.0,364.0,349.0,15.0,0.0,0.0,0.0,0.0,80.0
268,Indiana,Carroll,2020.0,364.0,352.0,12.0,0.0,0.0,0.0,0.0,100.0
269,Indiana,Clark,2020.0,366.0,269.0,97.0,0.0,0.0,0.0,0.0,91.0
270,Indiana,Daviess,2020.0,361.0,361.0,0.0,0.0,0.0,0.0,0.0,19.0
271,Indiana,Delaware,2020.0,365.0,330.0,35.0,0.0,0.0,0.0,0.0,97.0
272,Indiana,Dubois,2020.0,123.0,104.0,19.0,0.0,0.0,0.0,0.0,67.0
273,Indiana,Elkhart,2020.0,366.0,314.0,50.0,0.0,2.0,0.0,0.0,158.0
274,Indiana,Floyd,2020.0,366.0,350.0,15.0,1.0,0.0,0.0,0.0,143.0
275,Indiana,Gibson,2020.0,363.0,348.0,14.0,1.0,0.0,0.0,0.0,114.0
276,Indiana,Greene,2020.0,361.0,328.0,33.0,0.0,0.0,0.0,0.0,90.0
277,Indiana,Hamilton,2020.0,366.0,315.0,51.0,0.0,0.0,0.0,0.0,97.0
278,Indiana,Hendricks,2020.0,366.0,348.0,18.0,0.0,0.0,0.0,0.0,87.0
279,Indiana,Henry,2020.0,118.0,105.0,13.0,0.0,0.0,0.0,0.0,63.0
280,Indiana,Howard,2020.0,366.0,319.0,46.0,1.0,0.0,0.0,0.0,108.0
281,Indiana,Knox,2020.0,351.0,328.0,22.0,1.0,0.0,0.0,0.0,105.0
282,Indiana,LaPorte,2020.0,366.0,310.0,49.0,6.0,1.0,0.0,0.0,154.0
283,Indiana,Lake,2020.0,366.0,241.0,119.0,6.0,0.0,0.0,0.0,136.0
284,Indiana,Madison,2020.0,366.0,305.0,61.0,0.0,0.0,0.0,0.0,97.0
285,Indiana,Marion,2020.0,366.0,196.0,164.0,6.0,0.0,0.0,0.0,144.0
