id,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI
971,Washington,Snohomish,2020.0,366.0,292.0,64.0,3.0,6.0,1.0,0.0,225.0
972,Washington,Spokane,2020.0,366.0,323.0,36.0,0.0,2.0,1.0,4.0,479.0
973,Washington,Stevens,2020.0,366.0,269.0,88.0,1.0,4.0,0.0,4.0,536.0
974,Washington,Thurston,2020.0,366.0,340.0,19.0,0.0,4.0,3.0,0.0,217.0
975,Washington,Walla Walla,2020.0,366.0,330.0,27.0,0.0,2.0,1.0,6.0,819.0
976,Washington,Whatcom,2020.0,366.0,317.0,37.0,5.0,6.0,1.0,0.0,212.0
977,Washington,Whitman,2020.0,366.0,352.0,6.0,1.0,6.0,1.0,0.0,212.0
978,Washington,Yakima,2020.0,366.0,248.0,103.0,6.0,2.0,3.0,4.0,465.0
979,West Virginia,Berkeley,2020.0,278.0,261.0,17.0,0.0,0.0,0.0,0.0,95.0
980,West Virginia,Brooke,2020.0,366.0,333.0,33.0,0.0,0.0,0.0,0.0,94.0
981,West Virginia,Cabell,2020.0,284.0,270.0,14.0,0.0,0.0,0.0,0.0,100.0
982,West Virginia,Gilmer,2020.0,363.0,363.0,0.0,0.0,0.0,0.0,0.0,49.0
983,West Virginia,Greenbrier,2020.0,234.0,232.0,2.0,0.0,0.0,0.0,0.0,54.0
984,West Virginia,Hancock,2020.0,366.0,335.0,30.0,1.0,0.0,0.0,0.0,133.0
985,West Virginia,Harrison,2020.0,118.0,110.0,8.0,0.0,0.0,0.0,0.0,78.0
986,West Virginia,Kanawha,2020.0,366.0,342.0,24.0,0.0,0.0,0.0,0.0,84.0
987,West Virginia,Marion,2020.0,74.0,69.0,5.0,0.0,0.0,0.0,0.0,67.0
988,West Virginia,Marshall,2020.0,354.0,342.0,12.0,0.0,0.0,0.0,0.0,68.0
989,West Virginia,Mason,2020.0,362.0,348.0,12.0,2.0,0.0,0.0,0.0,113.0
990,West Virginia,Mineral,2020.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,3.0
991,West Virginia,Monongalia,2020.0,362.0,348.0,14.0,0.0,0.0,0.0,0.0,90.0
992,West Virginia,Ohio,2020.0,274.0,244.0,29.0,1.0,0.0,0.0,0.0,101.0
993,West Virginia,Tucker,2020.0,359.0,357.0,2.0,0.0,0.0,0.0,0.0,51.0
994,West Virginia,Wood,2020.0,366.0,347.0,19.0,0.0,0.0,0.0,0.0,80.0
995,Wisconsin,Ashland,2020.0,366.0,354.0,12.0,0.0,0.0,0.0,0.0,71.0
996,Wisconsin,Brown,2020.0,366.0,312.0,53.0,1.0,0.0,0.0,0.0,119.0
997,Wisconsin,Columbia,2020.0,203.0,187.0,12.0,4.0,0.0,0.0,0.0,115.0
998,Wisconsin,Dane,2020.0,366.0,286.0,78.0,2.0,0.0,0.0,0.0,112.0
999,Wisconsin,Dodge,2020.0,366.0,297.0,67.0,2.0,0.0,0.0,0.0,136.0
1000,Wisconsin,Door,2020.0,205.0,184.0,17.0,4.0,0.0,0.0,0.0,150.0
1001,Wisconsin,Eau Claire,2020.0,366.0,312.0,54.0,0.0,0.0,0.0,0.0,93.0
1002,Wisconsin,Fond du Lac,2020.0,205.0,194.0,9.0,2.0,0.0,0.0,0.0,115.0
1003,Wisconsin,Forest,2020.0,366.0,338.0,28.0,0.0,0.0,0.0,0.0,93.0
1004,Wisconsin,Grant,2020.0,361.0,305.0,56.0,0.0,0.0,0.0,0.0,82.0
1005,Wisconsin,Jefferson,2020.0,210.0,189.0,17.0,4.0,0.0,0.0,0.0,136.0
1006,Wisconsin,Kenosha,2020.0,361.0,279.0,71.0,10.0,1.0,0.0,0.0,197.0
1007,Wisconsin,Kewaunee,2020.0,207.0,195.0,12.0,0.0,0.0,0.0,0.0,97.0
1008,Wisconsin,La Crosse,2020.0,364.0,304.0,60.0,0.0,0.0,0.0,0.0,93.0
1009,Wisconsin,Manitowoc,2020.0,192.0,169.0,19.0,4.0,0.0,0.0,0.0,136.0
1010,Wisconsin,Marathon,2020.0,199.0,193.0,6.0,0.0,0.0,0.0,0.0,74.0
1011,Wisconsin,Milwaukee,2020.0,366.0,268.0,93.0,4.0,1.0,0.0,0.0,169.0
1012,Wisconsin,Oneida,2020.0,337.0,333.0,4.0,0.0,0.0,0.0,0.0,72.0
1013,Wisconsin,Outagamie,2020.0,366.0,295.0,66.0,5.0,0.0,0.0,0.0,126.0
1014,Wisconsin,Ozaukee,2020.0,365.0,303.0,57.0,4.0,1.0,0.0,0.0,164.0
1015,Wisconsin,Racine,2020.0,199.0,162.0,29.0,7.0,1.0,0.0,0.0,172.0
1016,Wisconsin,Rock,2020.0,210.0,192.0,15.0,3.0,0.0,0.0,0.0,105.0
1017,Wisconsin,Sauk,2020.0,366.0,314.0,51.0,1.0,0.0,0.0,0.0,112.0
1018,Wisconsin,Sheboygan,2020.0,207.0,170.0,31.0,4.0,2.0,0.0,0.0,159.0
1019,Wisconsin,Taylor,2020.0,366.0,336.0,30.0,0.0,0.0,0.0,0.0,78.0
1020,Wisconsin,Vilas,2020.0,366.0,351.0,15.0,0.0,0.0,0.0,0.0,84.0
1021,Wisconsin,Walworth,2020.0,198.0,180.0,14.0,4.0,0.0,0.0,0.0,136.0
1022,Wisconsin,Waukesha,2020.0,359.0,274.0,83.0,2.0,0.0,0.0,0.0,129.0
1023,Wyoming,Albany,2020.0,366.0,253.0,104.0,7.0,2.0,0.0,0.0,177.0
1024,Wyoming,Big Horn,2020.0,359.0,349.0,8.0,2.0,0.0,0.0,0.0,126.0
1025,Wyoming,Campbell,2020.0,366.0,247.0,116.0,3.0,0.0,0.0,0.0,124.0
1026,Wyoming,Carbon,2020.0,366.0,364.0,2.0,0.0,0.0,0.0,0.0,82.0
1027,Wyoming,Converse,2020.0,366.0,304.0,58.0,4.0,0.0,0.0,0.0,129.0
1028,Wyoming,Fremont,2020.0,366.0,288.0,72.0,5.0,1.0,0.0,0.0,158.0
1029,Wyoming,Johnson,2020.0,364.0,337.0,27.0,0.0,0.0,0.0,0.0,93.0
1030,Wyoming,Laramie,2020.0,366.0,322.0,39.0,3.0,2.0,0.0,0.0,157.0
1031,Wyoming,Lincoln,2020.0,366.0,357.0,9.0,0.0,0.0,0.0,0.0,71.0
1032,Wyoming,Natrona,2020.0,366.0,321.0,41.0,4.0,0.0,0.0,0.0,124.0
1033,Wyoming,Park,2020.0,122.0,115.0,5.0,2.0,0.0,0.0,0.0,113.0
1034,Wyoming,Platte,2020.0,224.0,202.0,20.0,1.0,0.0,1.0,0.0,283.0
1035,Wyoming,Sheridan,2020.0,366.0,344.0,22.0,0.0,0.0,0.0,0.0,100.0
1036,Wyoming,Sublette,2020.0,366.0,297.0,64.0,4.0,1.0,0.0,0.0,151.0
1037,Wyoming,Sweetwater,2020.0,366.0,238.0,116.0,7.0,4.0,0.0,1.0,1250.0
1038,Wyoming,Teton,2020.0,366.0,318.0,36.0,7.0,5.0,0.0,0.0,161.0
1039,Wyoming,Uinta,2020.0,366.0,323.0,41.0,2.0,0.0,0.0,0.0,122.0
1040,Wyoming,Weston,2020.0,366.0,336.0,29.0,1.0,0.0,0.0,0.0,119.0
