id,Date,Country,Total Confirmed Cases,Total Recovered,Total Deaths
2598,Sun 10/31,Djibouti,13478,0,181
2599,Sun 10/31,Dominica,4823,0,32
2600,Sun 10/31,Dominican Republic,381667,0,4130
2601,Sun 10/31,Ecuador,515859,0,32958
2602,Sun 10/31,Egypt,331017,0,18651
2603,Sun 10/31,El Salvador,113422,0,3629
2604,Sun 10/31,Equatorial Guinea,13368,0,167
2605,Sun 10/31,Eritrea,6834,0,45
2606,Sun 10/31,Estonia,193969,0,1531
2607,Sun 10/31,Eswatini,46421,0,1242
2608,Sun 10/31,Ethiopia,365167,0,6459
2609,Sun 10/31,Fiji,52141,0,674
2610,Sun 10/31,Finland,157531,0,1158
2611,Sun 10/31,France,7268527,0,118625
2612,Sun 10/31,Gabon,35525,0,239
2613,Sun 10/31,Gambia,9965,0,340
2614,Sun 10/31,Georgia,719247,0,10045
2615,Sun 10/31,Germany,4607958,0,95735
2616,Sun 10/31,Ghana,130077,0,1175
2617,Sun 10/31,Greece,742170,0,15938
2618,Sun 10/31,Grenada,5840,0,198
2619,Sun 10/31,Guatemala,601572,0,15094
2620,Sun 10/31,Guinea,30653,0,385
2621,Sun 10/31,Guinea-Bissau,6134,0,141
2622,Sun 10/31,Guyana,35548,0,913
2623,Sun 10/31,Haiti,23960,0,671
2624,Sun 10/31,Holy See,27,0,0
2625,Sun 10/31,Honduras,375381,0,10239
2626,Sun 10/31,Hungary,863419,0,30729
2627,Sun 10/31,Iceland,13492,0,33
2628,Sun 10/31,India,34285814,0,458437
2629,Sun 10/31,Indonesia,4244358,0,143405
2630,Sun 10/31,Iran,5924638,0,126303
2631,Sun 10/31,Iraq,2055248,0,23170
2632,Sun 10/31,Ireland,445594,0,5436
2633,Sun 10/31,Israel,1327458,0,8100
2634,Sun 10/31,Italy,4771965,0,132100
2635,Sun 10/31,Jamaica,89014,0,2236
2636,Sun 10/31,Japan,1722343,0,18264
2637,Sun 10/31,Jordan,862541,0,11038
2638,Sun 10/31,Kazakhstan,1020264,0,17078
2639,Sun 10/31,Kenya,253310,0,5281
2640,Sun 10/31,Kiribati,2,0,0
2641,Sun 10/31,"Korea, South",366386,0,2858
2642,Sun 10/31,Kosovo,160762,0,2977
2643,Sun 10/31,Kuwait,412678,0,2461
2644,Sun 10/31,Kyrgyzstan,181259,0,2671
2645,Sun 10/31,Laos,40271,0,65
2646,Sun 10/31,Latvia,219139,0,3253
2647,Sun 10/31,Lebanon,642024,0,8502
2648,Sun 10/31,Lesotho,21635,0,658
2649,Sun 10/31,Liberia,5812,0,287
2650,Sun 10/31,Libya,357338,0,5099
2651,Sun 10/31,Liechtenstein,3662,0,61
2652,Sun 10/31,Lithuania,408715,0,5873
2653,Sun 10/31,Luxembourg,81683,0,843
2654,Sun 10/31,MS Zaandam,9,0,2
2655,Sun 10/31,Madagascar,43626,0,963
2656,Sun 10/31,Malawi,61796,0,2301
2657,Sun 10/31,Malaysia,2471642,0,28912
2658,Sun 10/31,Maldives,87638,0,243
2659,Sun 10/31,Mali,16073,0,563
2660,Sun 10/31,Malta,37653,0,461
2661,Sun 10/31,Marshall Islands,4,0,0
2662,Sun 10/31,Mauritania,37320,0,797
2663,Sun 10/31,Mauritius,17698,0,166
2664,Sun 10/31,Mexico,3807211,0,288365
2665,Sun 10/31,Micronesia,1,0,0
2666,Sun 10/31,Moldova,337768,0,7790
2667,Sun 10/31,Monaco,3414,0,36
2668,Sun 10/31,Mongolia,360317,0,1745
2669,Sun 10/31,Montenegro,144314,0,2103
2670,Sun 10/31,Morocco,946145,0,14668
2671,Sun 10/31,Mozambique,151292,0,1930
2672,Sun 10/31,Namibia,128927,0,3554
2673,Sun 10/31,Nepal,812570,0,11407
2674,Sun 10/31,Netherlands,2171990,0,18850
2675,Sun 10/31,New Zealand,6595,0,28
2676,Sun 10/31,Nicaragua,16422,0,208
2677,Sun 10/31,Niger,6366,0,213
2678,Sun 10/31,Nigeria,211961,0,2896
2679,Sun 10/31,North Macedonia,202552,0,7132
2680,Sun 10/31,Norway,207280,0,900
2681,Sun 10/31,Oman,304291,0,4111
2682,Sun 10/31,Pakistan,1273560,0,28456
2683,Sun 10/31,Palau,8,0,0
2684,Sun 10/31,Panama,472664,0,7315
2685,Sun 10/31,Papua New Guinea,29715,0,370
2686,Sun 10/31,Paraguay,461006,0,16246
2687,Sun 10/31,Peru,2201796,0,200246
2688,Sun 10/31,Philippines,2787276,0,43172
2689,Sun 10/31,Poland,3025247,0,76999
2690,Sun 10/31,Portugal,1090651,0,18157
2691,Sun 10/31,Qatar,239247,0,610
2692,Sun 10/31,Romania,1648031,0,47751
2693,Sun 10/31,Russia,8377984,0,234194
2694,Sun 10/31,Rwanda,99698,0,1331
2695,Sun 10/31,Saint Kitts and Nevis,2669,0,23
2696,Sun 10/31,Saint Lucia,12559,0,255
2697,Sun 10/31,Saint Vincent and the Grenadines,4995,0,68
2698,Sun 10/31,Samoa,3,0,0
2699,Sun 10/31,San Marino,5547,0,92
2700,Sun 10/31,Sao Tome and Principe,3714,0,56
2701,Sun 10/31,Saudi Arabia,548617,0,8794
2702,Sun 10/31,Senegal,73917,0,1878
2703,Sun 10/31,Serbia,1142749,0,9955
2704,Sun 10/31,Seychelles,22243,0,119
2705,Sun 10/31,Sierra Leone,6397,0,121
2706,Sun 10/31,Singapore,198374,0,407
2707,Sun 10/31,Slovakia,898926,0,13034
2708,Sun 10/31,Slovenia,335850,0,4745
2709,Sun 10/31,Solomon Islands,20,0,0
2710,Sun 10/31,Somalia,21998,0,1208
2711,Sun 10/31,South Africa,2922116,0,89177
2712,Sun 10/31,South Sudan,12361,0,133
2713,Sun 10/31,Spain,5011148,0,87368
2714,Sun 10/31,Sri Lanka,541073,0,13743
2715,Sun 10/31,Sudan,40433,0,3099
2716,Sun 10/31,Summer Olympics 2020,865,0,0
2717,Sun 10/31,Suriname,49019,0,1092
2718,Sun 10/31,Sweden,1171512,0,15025
2719,Sun 10/31,Switzerland,872558,0,11234
2720,Sun 10/31,Syria,43146,0,2558
2721,Sun 10/31,Taiwan*,16412,0,847
2722,Sun 10/31,Tajikistan,17486,0,125
2723,Sun 10/31,Tanzania,26154,0,725
2724,Sun 10/31,Thailand,1912024,0,19205
2725,Sun 10/31,Timor-Leste,19790,0,122
2726,Sun 10/31,Togo,26079,0,242
2727,Sun 10/31,Tonga,1,0,0
2728,Sun 10/31,Trinidad and Tobago,57329,0,1696
2729,Sun 10/31,Tunisia,712747,0,25241
2730,Sun 10/31,Turkey,8032988,0,70611
2731,Sun 10/31,US,46038646,0,747371
2732,Sun 10/31,Uganda,126171,0,3215
2733,Sun 10/31,Ukraine,3058108,0,72073
2734,Sun 10/31,United Arab Emirates,739905,0,2136
2735,Sun 10/31,United Kingdom,9100442,0,141055
2736,Sun 10/31,Uruguay,393899,0,6078
2737,Sun 10/31,Uzbekistan,185963,0,1323
2738,Sun 10/31,Vanuatu,6,0,1
2739,Sun 10/31,Venezuela,407151,0,4891
2740,Sun 10/31,Vietnam,921122,0,22083
2741,Sun 10/31,West Bank and Gaza,452997,0,4663
2742,Sun 10/31,Yemen,9791,0,1889
2743,Sun 10/31,Zambia,209734,0,3661
2744,Sun 10/31,Zimbabwe,132977,0,4678
2745,Sun 11/7,Afghanistan,156397,0,7284
2746,Sun 11/7,Albania,189125,0,2955
2747,Sun 11/7,Algeria,207156,0,5945
2748,Sun 11/7,Andorra,15618,0,130
2749,Sun 11/7,Angola,64674,0,1720
2750,Sun 11/7,Antigua and Barbuda,4091,0,105
2751,Sun 11/7,Argentina,5296781,0,116104
2752,Sun 11/7,Armenia,320433,0,6670
2753,Sun 11/7,Australia,181578,0,1827
2754,Sun 11/7,Austria,883887,0,11502
2755,Sun 11/7,Azerbaijan,547281,0,7269
2756,Sun 11/7,Bahamas,22485,0,657
2757,Sun 11/7,Bahrain,277081,0,1393
2758,Sun 11/7,Bangladesh,1571013,0,27895
2759,Sun 11/7,Barbados,20069,0,180
2760,Sun 11/7,Belarus,613927,0,4745
2761,Sun 11/7,Belgium,1414463,0,26131
2762,Sun 11/7,Belize,27894,0,509
2763,Sun 11/7,Benin,24804,0,161
2764,Sun 11/7,Bhutan,2623,0,3
2765,Sun 11/7,Bolivia,517902,0,18964
2766,Sun 11/7,Bosnia and Herzegovina,257401,0,11717
2767,Sun 11/7,Botswana,192935,0,2407
2768,Sun 11/7,Brazil,21884558,0,609716
2769,Sun 11/7,Brunei,13742,0,93
2770,Sun 11/7,Bulgaria,632762,0,25074
2771,Sun 11/7,Burkina Faso,15103,0,221
2772,Sun 11/7,Burma,506816,0,18821
2773,Sun 11/7,Burundi,20136,0,38
2774,Sun 11/7,Cabo Verde,38256,0,349
2775,Sun 11/7,Cambodia,119092,0,2829
2776,Sun 11/7,Cameroon,104348,0,1731
2777,Sun 11/7,Canada,1738543,0,29203
2778,Sun 11/7,Central African Republic,11579,0,100
2779,Sun 11/7,Chad,5107,0,175
2780,Sun 11/7,Chile,1709189,0,37862
2781,Sun 11/7,China,110268,0,4849
2782,Sun 11/7,Colombia,5015042,0,127533
2783,Sun 11/7,Comoros,4315,0,147
2784,Sun 11/7,Congo (Brazzaville),17944,0,297
2785,Sun 11/7,Congo (Kinshasa),57605,0,1098
2786,Sun 11/7,Costa Rica,562316,0,7134
2787,Sun 11/7,Cote d'Ivoire,61421,0,699
2788,Sun 11/7,Croatia,501327,0,9500
2789,Sun 11/7,Cuba,955981,0,8262
2790,Sun 11/7,Cyprus,125413,0,577
2791,Sun 11/7,Czechia,1816161,0,31022
2792,Sun 11/7,Denmark,406035,0,2743
2793,Sun 11/7,Diamond Princess,712,0,13
2794,Sun 11/7,Djibouti,13491,0,186
2795,Sun 11/7,Dominica,4961,0,32
2796,Sun 11/7,Dominican Republic,388165,0,4150
2797,Sun 11/7,Ecuador,519386,0,32989
2798,Sun 11/7,Egypt,337485,0,19076
2799,Sun 11/7,El Salvador,116258,0,3682
2800,Sun 11/7,Equatorial Guinea,13407,0,168
2801,Sun 11/7,Eritrea,6948,0,46
2802,Sun 11/7,Estonia,205096,0,1610
2803,Sun 11/7,Eswatini,46457,0,1244
2804,Sun 11/7,Ethiopia,367210,0,6542
2805,Sun 11/7,Fiji,52247,0,674
2806,Sun 11/7,Finland,162476,0,1188
2807,Sun 11/7,France,7319526,0,118866
2808,Sun 11/7,Gabon,36174,0,254
2809,Sun 11/7,Gambia,9973,0,341
2810,Sun 11/7,Georgia,752855,0,10435
2811,Sun 11/7,Germany,4792463,0,96563
2812,Sun 11/7,Ghana,130391,0,1188
2813,Sun 11/7,Greece,784904,0,16295
2814,Sun 11/7,Grenada,5861,0,198
2815,Sun 11/7,Guatemala,605664,0,15437
2816,Sun 11/7,Guinea,30681,0,385
2817,Sun 11/7,Guinea-Bissau,6150,0,143
2818,Sun 11/7,Guyana,36079,0,941
2819,Sun 11/7,Haiti,24073,0,685
2820,Sun 11/7,Holy See,27,0,0
2821,Sun 11/7,Honduras,376281,0,10308
2822,Sun 11/7,Hungary,892164,0,31184
2823,Sun 11/7,Iceland,14255,0,34
2824,Sun 11/7,India,34366987,0,461057
2825,Sun 11/7,Indonesia,4248165,0,143545
2826,Sun 11/7,Iran,5987814,0,127299
2827,Sun 11/7,Iraq,2062863,0,23344
2828,Sun 11/7,Ireland,469386,0,5492
2829,Sun 11/7,Israel,1333989,0,8122
2830,Sun 11/7,Italy,4808047,0,132391
2831,Sun 11/7,Jamaica,89681,0,2275
2832,Sun 11/7,Japan,1723682,0,18306
2833,Sun 11/7,Jordan,875804,0,11128
2834,Sun 11/7,Kazakhstan,1029986,0,17263
2835,Sun 11/7,Kenya,253833,0,5312
2836,Sun 11/7,Kiribati,2,0,0
2837,Sun 11/7,"Korea, South",381694,0,2980
2838,Sun 11/7,Kosovo,160872,0,2978
2839,Sun 11/7,Kuwait,412844,0,2462
2840,Sun 11/7,Kyrgyzstan,181830,0,2686
2841,Sun 11/7,Laos,47056,0,82
2842,Sun 11/7,Latvia,231824,0,3499
2843,Sun 11/7,Lebanon,646629,0,8546
2844,Sun 11/7,Lesotho,21685,0,659
2845,Sun 11/7,Liberia,5815,0,287
2846,Sun 11/7,Libya,360914,0,5207
2847,Sun 11/7,Liechtenstein,3728,0,61
2848,Sun 11/7,Lithuania,427118,0,6111
2849,Sun 11/7,Luxembourg,82842,0,849
2850,Sun 11/7,MS Zaandam,9,0,2
2851,Sun 11/7,Madagascar,43632,0,964
2852,Sun 11/7,Malawi,61815,0,2302
2853,Sun 11/7,Malaysia,2506309,0,29291
2854,Sun 11/7,Maldives,88817,0,245
2855,Sun 11/7,Mali,16371,0,576
2856,Sun 11/7,Malta,37904,0,462
2857,Sun 11/7,Marshall Islands,4,0,0
2858,Sun 11/7,Mauritania,37703,0,801
2859,Sun 11/7,Mauritius,18314,0,199
2860,Sun 11/7,Mexico,3826786,0,289734
2861,Sun 11/7,Micronesia,1,0,0
2862,Sun 11/7,Moldova,345964,0,8099
2863,Sun 11/7,Monaco,3436,0,36
2864,Sun 11/7,Mongolia,367412,0,1817
2865,Sun 11/7,Montenegro,148579,0,2148
2866,Sun 11/7,Morocco,947396,0,14713
2867,Sun 11/7,Mozambique,151368,0,1934
2868,Sun 11/7,Namibia,129009,0,3563
2869,Sun 11/7,Nepal,814558,0,11448
2870,Sun 11/7,Netherlands,2241183,0,19003
2871,Sun 11/7,New Zealand,7649,0,32
2872,Sun 11/7,Nicaragua,16699,0,209
2873,Sun 11/7,Niger,6490,0,220
2874,Sun 11/7,Nigeria,212713,0,2906
2875,Sun 11/7,North Macedonia,206077,0,7232
2876,Sun 11/7,Norway,216855,0,922
2877,Sun 11/7,Oman,304365,0,4112
2878,Sun 11/7,Pakistan,1277160,0,28547
2879,Sun 11/7,Palau,8,0,0
2880,Sun 11/7,Panama,473416,0,7329
2881,Sun 11/7,Papua New Guinea,31479,0,407
2882,Sun 11/7,Paraguay,461313,0,16259
2883,Sun 11/7,Peru,2207550,0,200430
2884,Sun 11/7,Philippines,2803213,0,44430
2885,Sun 11/7,Poland,3104220,0,77757
2886,Sun 11/7,Portugal,1097557,0,18203
2887,Sun 11/7,Qatar,240098,0,611
2888,Sun 11/7,Romania,1706882,0,50755
2889,Sun 11/7,Russia,8651561,0,242241
2890,Sun 11/7,Rwanda,99947,0,1334
2891,Sun 11/7,Saint Kitts and Nevis,2717,0,25
2892,Sun 11/7,Saint Lucia,12688,0,260
2893,Sun 11/7,Saint Vincent and the Grenadines,5092,0,69
2894,Sun 11/7,Samoa,3,0,0
2895,Sun 11/7,San Marino,5588,0,92
2896,Sun 11/7,Sao Tome and Principe,3729,0,56
2897,Sun 11/7,Saudi Arabia,548930,0,8804
2898,Sun 11/7,Senegal,73935,0,1880
2899,Sun 11/7,Serbia,1183025,0,10405
2900,Sun 11/7,Seychelles,22381,0,119
2901,Sun 11/7,Sierra Leone,6398,0,121
2902,Sun 11/7,Singapore,218333,0,497
2903,Sun 11/7,Slovakia,946520,0,13229
2904,Sun 11/7,Slovenia,355979,0,4830
2905,Sun 11/7,Solomon Islands,20,0,0
2906,Sun 11/7,Somalia,22693,0,1294
2907,Sun 11/7,South Africa,2923956,0,89332
2908,Sun 11/7,South Sudan,12453,0,133
2909,Sun 11/7,Spain,5025639,0,87504
2910,Sun 11/7,Sri Lanka,545256,0,13856
2911,Sun 11/7,Sudan,40433,0,3099
2912,Sun 11/7,Summer Olympics 2020,865,0,0
2913,Sun 11/7,Suriname,49550,0,1114
2914,Sun 11/7,Sweden,1177094,0,15057
2915,Sun 11/7,Switzerland,887446,0,11274
2916,Sun 11/7,Syria,44191,0,2593
2917,Sun 11/7,Taiwan*,16442,0,847
2918,Sun 11/7,Tajikistan,17486,0,125
2919,Sun 11/7,Tanzania,26196,0,725
2920,Sun 11/7,Thailand,1967999,0,19664
2921,Sun 11/7,Timor-Leste,19799,0,122
2922,Sun 11/7,Togo,26114,0,243
2923,Sun 11/7,Tonga,1,0,0
2924,Sun 11/7,Trinidad and Tobago,59304,0,1772
2925,Sun 11/7,Tunisia,713308,0,25276
2926,Sun 11/7,Turkey,8231679,0,72127
2927,Sun 11/7,US,46555825,0,755852
2928,Sun 11/7,Uganda,126570,0,3227
2929,Sun 11/7,Ukraine,3218967,0,76657
2930,Sun 11/7,United Arab Emirates,740432,0,2140
2931,Sun 11/7,United Kingdom,9346961,0,142236
2932,Sun 11/7,Uruguay,395268,0,6086
2933,Sun 11/7,Uzbekistan,187924,0,1338
2934,Sun 11/7,Vanuatu,6,0,1
2935,Sun 11/7,Venezuela,413135,0,4965
2936,Sun 11/7,Vietnam,968684,0,22531
2937,Sun 11/7,West Bank and Gaza,455099,0,4705
2938,Sun 11/7,Yemen,9870,0,1909
2939,Sun 11/7,Zambia,209902,0,3664
2940,Sun 11/7,Zimbabwe,133187,0,4685
2941,Sun 11/14,Afghanistan,156552,0,7293
2942,Sun 11/14,Albania,193075,0,2990
2943,Sun 11/14,Algeria,207970,0,5984
2944,Sun 11/14,Andorra,15819,0,130
2945,Sun 11/14,Angola,64913,0,1727
2946,Sun 11/14,Antigua and Barbuda,4118,0,107
2947,Sun 11/14,Argentina,5305742,0,116232
2948,Sun 11/14,Armenia,328963,0,7016
2949,Sun 11/14,Australia,190603,0,1888
2950,Sun 11/14,Austria,959652,0,11706
2951,Sun 11/14,Azerbaijan,560853,0,7445
2952,Sun 11/14,Bahamas,22572,0,665
2953,Sun 11/14,Bahrain,277223,0,1393
2954,Sun 11/14,Bangladesh,1572501,0,27922
2955,Sun 11/14,Barbados,22093,0,193
2956,Sun 11/14,Belarus,627478,0,4848
2957,Sun 11/14,Belgium,1484712,0,26321
2958,Sun 11/14,Belize,28899,0,534
2959,Sun 11/14,Benin,24833,0,161
2960,Sun 11/14,Bhutan,2625,0,3
2961,Sun 11/14,Bolivia,523485,0,19017
2962,Sun 11/14,Bosnia and Herzegovina,263587,0,11962
2963,Sun 11/14,Botswana,193701,0,2411
2964,Sun 11/14,Brazil,21962026,0,611546
2965,Sun 11/14,Brunei,14215,0,96
2966,Sun 11/14,Bulgaria,655647,0,26279
2967,Sun 11/14,Burkina Faso,15281,0,234
2968,Sun 11/14,Burma,513262,0,18929
2969,Sun 11/14,Burundi,20221,0,38
2970,Sun 11/14,Cabo Verde,38296,0,350
2971,Sun 11/14,Cambodia,119536,0,2867
2972,Sun 11/14,Cameroon,106190,0,1770
2973,Sun 11/14,Canada,1756452,0,29385
2974,Sun 11/14,Central African Republic,11666,0,101
2975,Sun 11/14,Chad,5107,0,175
2976,Sun 11/14,Chile,1726472,0,37975
2977,Sun 11/14,China,110773,0,4849
2978,Sun 11/14,Colombia,5031945,0,127809
2979,Sun 11/14,Comoros,4388,0,149
2980,Sun 11/14,Congo (Brazzaville),18153,0,309
2981,Sun 11/14,Congo (Kinshasa),57729,0,1099
2982,Sun 11/14,Costa Rica,564159,0,7197
2983,Sun 11/14,Cote d'Ivoire,61511,0,702
2984,Sun 11/14,Croatia,538752,0,9881
2985,Sun 11/14,Cuba,958738,0,8282
2986,Sun 11/14,Cyprus,127036,0,587
2987,Sun 11/14,Czechia,1890405,0,31481
2988,Sun 11/14,Denmark,427251,0,2775
2989,Sun 11/14,Diamond Princess,712,0,13
2990,Sun 11/14,Djibouti,13495,0,186
2991,Sun 11/14,Dominica,5336,0,35
2992,Sun 11/14,Dominican Republic,395856,0,4170
2993,Sun 11/14,Ecuador,519560,0,32989
2994,Sun 11/14,Egypt,343026,0,19435
2995,Sun 11/14,El Salvador,117884,0,3728
2996,Sun 11/14,Equatorial Guinea,13485,0,168
2997,Sun 11/14,Eritrea,7055,0,51
2998,Sun 11/14,Estonia,212096,0,1673
2999,Sun 11/14,Eswatini,46472,0,1245
3000,Sun 11/14,Ethiopia,368822,0,6623
3001,Sun 11/14,Fiji,52397,0,679
3002,Sun 11/14,Finland,167119,0,1216
3003,Sun 11/14,France,7389989,0,119102
3004,Sun 11/14,Gabon,36692,0,266
3005,Sun 11/14,Gambia,9980,0,341
3006,Sun 11/14,Georgia,784091,0,10975
3007,Sun 11/14,Germany,5056242,0,97720
3008,Sun 11/14,Ghana,130649,0,1206
3009,Sun 11/14,Greece,831874,0,16766
3010,Sun 11/14,Grenada,5863,0,200
3011,Sun 11/14,Guatemala,610004,0,15714
3012,Sun 11/14,Guinea,30715,0,387
3013,Sun 11/14,Guinea-Bissau,6402,0,144
3014,Sun 11/14,Guyana,36817,0,959
3015,Sun 11/14,Haiti,24543,0,708
3016,Sun 11/14,Holy See,27,0,0
3017,Sun 11/14,Honduras,376967,0,10352
3018,Sun 11/14,Hungary,939784,0,31867
3019,Sun 11/14,Iceland,15321,0,34
3020,Sun 11/14,India,34447536,0,463655
3021,Sun 11/14,Indonesia,4250855,0,143659
3022,Sun 11/14,Iran,6037718,0,128167
3023,Sun 11/14,Iraq,2069247,0,23503
3024,Sun 11/14,Ireland,498448,0,5566
3025,Sun 11/14,Israel,1337190,0,8143
3026,Sun 11/14,Italy,4860061,0,132775
3027,Sun 11/14,Jamaica,90209,0,2327
3028,Sun 11/14,Japan,1724893,0,18323
3029,Sun 11/14,Jordan,889671,0,11215
3030,Sun 11/14,Kazakhstan,1038719,0,17461
3031,Sun 11/14,Kenya,254297,0,5316
3032,Sun 11/14,Kiribati,2,0,0
3033,Sun 11/14,"Korea, South",397466,0,3115
3034,Sun 11/14,Kosovo,160948,0,2980
3035,Sun 11/14,Kuwait,413008,0,2462
3036,Sun 11/14,Kyrgyzstan,182341,0,2704
3037,Sun 11/14,Laos,54192,0,99
3038,Sun 11/14,Latvia,240340,0,3762
3039,Sun 11/14,Lebanon,652735,0,8582
3040,Sun 11/14,Lesotho,21691,0,661
3041,Sun 11/14,Liberia,5818,0,287
3042,Sun 11/14,Libya,364675,0,5296
3043,Sun 11/14,Liechtenstein,3846,0,61
3044,Sun 11/14,Lithuania,443226,0,6317
3045,Sun 11/14,Luxembourg,84248,0,855
3046,Sun 11/14,MS Zaandam,9,0,2
3047,Sun 11/14,Madagascar,43672,0,964
3048,Sun 11/14,Malawi,61843,0,2302
3049,Sun 11/14,Malaysia,2546309,0,29676
3050,Sun 11/14,Maldives,89840,0,247
3051,Sun 11/14,Mali,16666,0,585
3052,Sun 11/14,Malta,38200,0,462
3053,Sun 11/14,Marshall Islands,4,0,0
3054,Sun 11/14,Mauritania,38133,0,807
3055,Sun 11/14,Mauritius,18979,0,240
3056,Sun 11/14,Mexico,3844791,0,291089
3057,Sun 11/14,Micronesia,1,0,0
3058,Sun 11/14,Moldova,352822,0,8495
3059,Sun 11/14,Monaco,3478,0,36
3060,Sun 11/14,Mongolia,373344,0,1888
3061,Sun 11/14,Montenegro,152087,0,2207
3062,Sun 11/14,Morocco,948226,0,14743
3063,Sun 11/14,Mozambique,151427,0,1936
3064,Sun 11/14,Namibia,129041,0,3564
3065,Sun 11/14,Nepal,816966,0,11477
3066,Sun 11/14,Netherlands,2335575,0,19177
3067,Sun 11/14,New Zealand,8867,0,34
3068,Sun 11/14,Nicaragua,16877,0,210
3069,Sun 11/14,Niger,6692,0,232
3070,Sun 11/14,Nigeria,213147,0,2968
3071,Sun 11/14,North Macedonia,209277,0,7328
3072,Sun 11/14,Norway,228526,0,950
3073,Sun 11/14,Oman,304429,0,4113
3074,Sun 11/14,Pakistan,1279876,0,28612
3075,Sun 11/14,Palau,8,0,0
3076,Sun 11/14,Panama,474621,0,7343
3077,Sun 11/14,Papua New Guinea,32953,0,436
3078,Sun 11/14,Paraguay,461624,0,16278
3079,Sun 11/14,Peru,2214543,0,200635
3080,Sun 11/14,Philippines,2816980,0,45581
3081,Sun 11/14,Poland,3204515,0,78867
3082,Sun 11/14,Portugal,1107488,0,18257
3083,Sun 11/14,Qatar,241089,0,611
3084,Sun 11/14,Romania,1742304,0,53069
3085,Sun 11/14,Russia,8918926,0,250609
3086,Sun 11/14,Rwanda,100136,0,1338
3087,Sun 11/14,Saint Kitts and Nevis,2749,0,27
3088,Sun 11/14,Saint Lucia,12835,0,269
3089,Sun 11/14,Saint Vincent and the Grenadines,5270,0,71
3090,Sun 11/14,Samoa,3,0,0
3091,Sun 11/14,San Marino,5624,0,92
3092,Sun 11/14,Sao Tome and Principe,3731,0,56
3093,Sun 11/14,Saudi Arabia,549222,0,8813
3094,Sun 11/14,Senegal,73954,0,1881
3095,Sun 11/14,Serbia,1211163,0,10839
3096,Sun 11/14,Seychelles,22633,0,122
3097,Sun 11/14,Sierra Leone,6400,0,121
3098,Sun 11/14,Singapore,237203,0,586
3099,Sun 11/14,Slovakia,1005182,0,13537
3100,Sun 11/14,Slovenia,378142,0,4941
3101,Sun 11/14,Solomon Islands,20,0,0
3102,Sun 11/14,Somalia,22837,0,1313
3103,Sun 11/14,South Africa,2925939,0,89484
3104,Sun 11/14,South Sudan,12558,0,133
3105,Sun 11/14,Spain,5047156,0,87673
3106,Sun 11/14,Sri Lanka,551343,0,13995
3107,Sun 11/14,Sudan,41093,0,3099
3108,Sun 11/14,Summer Olympics 2020,865,0,0
3109,Sun 11/14,Suriname,50046,0,1136
3110,Sun 11/14,Sweden,1182471,0,15082
3111,Sun 11/14,Switzerland,909038,0,11326
3112,Sun 11/14,Syria,46275,0,2666
3113,Sun 11/14,Taiwan*,16487,0,848
3114,Sun 11/14,Tajikistan,17488,0,125
3115,Sun 11/14,Tanzania,26208,0,725
3116,Sun 11/14,Thailand,2018410,0,20036
3117,Sun 11/14,Timor-Leste,19809,0,122
3118,Sun 11/14,Togo,26158,0,243
3119,Sun 11/14,Tonga,1,0,0
3120,Sun 11/14,Trinidad and Tobago,62267,0,1858
3121,Sun 11/14,Tunisia,715687,0,25311
3122,Sun 11/14,Turkey,8408166,0,73531
3123,Sun 11/14,US,47116792,0,764332
3124,Sun 11/14,Uganda,126923,0,3238
3125,Sun 11/14,Ukraine,3369387,0,81482
3126,Sun 11/14,United Arab Emirates,740945,0,2143
3127,Sun 11/14,United Kingdom,9608568,0,143337
3128,Sun 11/14,Uruguay,396545,0,6101
3129,Sun 11/14,Uzbekistan,189683,0,1356
3130,Sun 11/14,Vanuatu,6,0,1
3131,Sun 11/14,Venezuela,419745,0,5026
3132,Sun 11/14,Vietnam,1026522,0,23082
3133,Sun 11/14,West Bank and Gaza,456632,0,4743
3134,Sun 11/14,Yemen,9918,0,1923
3135,Sun 11/14,Zambia,209983,0,3666
3136,Sun 11/14,Zimbabwe,133428,0,4696
3137,Sun 11/21,Afghanistan,156896,0,7303
3138,Sun 11/21,Albania,195988,0,3035
3139,Sun 11/21,Algeria,208952,0,6021
3140,Sun 11/21,Andorra,16086,0,130
3141,Sun 11/21,Angola,65024,0,1730
3142,Sun 11/21,Antigua and Barbuda,4135,0,108
3143,Sun 11/21,Argentina,5315348,0,116377
3144,Sun 11/21,Armenia,334075,0,7278
3145,Sun 11/21,Australia,199649,0,1948
3146,Sun 11/21,Austria,1056613,0,12015
3147,Sun 11/21,Azerbaijan,573974,0,7624
3148,Sun 11/21,Bahamas,22655,0,671
3149,Sun 11/21,Bahrain,277389,0,1394
3150,Sun 11/21,Bangladesh,1574088,0,27953
3151,Sun 11/21,Barbados,23795,0,210
3152,Sun 11/21,Belarus,640206,0,4948
3153,Sun 11/21,Belgium,1581500,0,26568
3154,Sun 11/21,Belize,29501,0,558
3155,Sun 11/21,Benin,24846,0,161
3156,Sun 11/21,Bhutan,2632,0,3
3157,Sun 11/21,Bolivia,529075,0,19062
3158,Sun 11/21,Bosnia and Herzegovina,268572,0,12219
3159,Sun 11/21,Botswana,194445,0,2416
3160,Sun 11/21,Brazil,22021527,0,612949
3161,Sun 11/21,Brunei,14591,0,96
3162,Sun 11/21,Bulgaria,673288,0,27253
3163,Sun 11/21,Burkina Faso,15514,0,265
