id,Date,Country,Total Confirmed Cases,Total Recovered,Total Deaths
1,Sun 8/1,Afghanistan,147501,82586,6737
2,Sun 8/1,Albania,133121,130243,2457
3,Sun 8/1,Algeria,172564,116009,4291
4,Sun 8/1,Andorra,14678,14210,128
5,Sun 8/1,Angola,42815,37397,1016
6,Sun 8/1,Antigua and Barbuda,1303,1235,43
7,Sun 8/1,Argentina,4935847,4581132,105772
8,Sun 8/1,Armenia,230339,219986,4619
9,Sun 8/1,Australia,34612,24124,925
10,Sun 8/1,Austria,659508,643387,10738
11,Sun 8/1,Azerbaijan,344520,333128,5027
12,Sun 8/1,Bahamas,14840,12606,287
13,Sun 8/1,Bahrain,269303,266921,1384
14,Sun 8/1,Bangladesh,1264328,1093266,20916
15,Sun 8/1,Barbados,4407,4229,48
16,Sun 8/1,Belarus,446998,441369,3464
17,Sun 8/1,Belgium,1124715,0,25241
18,Sun 8/1,Belize,14163,13420,337
19,Sun 8/1,Benin,8394,8136,108
20,Sun 8/1,Bhutan,2518,2384,2
21,Sun 8/1,Bolivia,473899,408577,17839
22,Sun 8/1,Bosnia and Herzegovina,205655,189369,9687
23,Sun 8/1,Botswana,106690,95323,1569
24,Sun 8/1,Brazil,19942499,17771228,557091
25,Sun 8/1,Brunei,337,280,3
26,Sun 8/1,Bulgaria,425148,398554,18215
27,Sun 8/1,Burkina Faso,13588,13369,169
28,Sun 8/1,Burma,302665,213227,9731
29,Sun 8/1,Burundi,7080,773,9
30,Sun 8/1,Cabo Verde,33822,33036,298
31,Sun 8/1,Cambodia,77914,70754,1420
32,Sun 8/1,Cameroon,82064,35261,1334
33,Sun 8/1,Canada,1438817,1404244,26601
34,Sun 8/1,Central African Republic,7151,6859,98
35,Sun 8/1,Chad,4973,4793,174
36,Sun 8/1,Chile,1616942,1571788,35528
37,Sun 8/1,China,105149,99150,4848
38,Sun 8/1,Colombia,4794414,4587754,120998
39,Sun 8/1,Comoros,4028,3869,147
40,Sun 8/1,Congo (Brazzaville),13186,12421,178
41,Sun 8/1,Congo (Kinshasa),49917,29994,1038
42,Sun 8/1,Costa Rica,406814,329639,5030
43,Sun 8/1,Cote d'Ivoire,50278,49389,330
44,Sun 8/1,Croatia,363758,354393,8263
45,Sun 8/1,Cuba,394343,348487,2845
46,Sun 8/1,Cyprus,103668,39061,422
47,Sun 8/1,Czechia,1673694,1640599,30374
48,Sun 8/1,Denmark,318807,304985,2551
49,Sun 8/1,Diamond Princess,712,699,13
50,Sun 8/1,Djibouti,11652,11490,156
51,Sun 8/1,Dominica,218,209,0
52,Sun 8/1,Dominican Republic,342267,323700,3963
53,Sun 8/1,Ecuador,487598,443880,31634
54,Sun 8/1,Egypt,284311,230699,16528
55,Sun 8/1,El Salvador,86620,76265,2641
56,Sun 8/1,Equatorial Guinea,8880,8637,123
57,Sun 8/1,Eritrea,6547,6444,35
58,Sun 8/1,Estonia,133685,128902,1272
59,Sun 8/1,Eswatini,26220,21047,798
60,Sun 8/1,Ethiopia,280565,263587,4390
61,Sun 8/1,Fiji,30413,7942,241
62,Sun 8/1,Finland,107321,46000,985
63,Sun 8/1,France,6210335,413278,112079
64,Sun 8/1,Gabon,25384,25166,164
65,Sun 8/1,Gambia,7709,6600,212
66,Sun 8/1,Georgia,422188,384712,5853
67,Sun 8/1,Germany,3778277,3654720,91666
68,Sun 8/1,Ghana,103019,97213,823
69,Sun 8/1,Greece,494907,93764,12975
70,Sun 8/1,Grenada,164,161,1
71,Sun 8/1,Guatemala,369626,324332,10413
72,Sun 8/1,Guinea,25801,24242,229
73,Sun 8/1,Guinea-Bissau,4498,3968,76
74,Sun 8/1,Guyana,22523,21183,541
75,Sun 8/1,Haiti,20077,12961,545
76,Sun 8/1,Holy See,27,27,0
77,Sun 8/1,Honduras,297111,100697,7834
78,Sun 8/1,Hungary,809491,748157,30026
79,Sun 8/1,Iceland,8051,6795,30
80,Sun 8/1,India,31695958,30857467,424773
81,Sun 8/1,Indonesia,3440396,2809538,95723
82,Sun 8/1,Iran,3903519,3385195,90996
83,Sun 8/1,Iraq,1635993,1472093,18734
84,Sun 8/1,Ireland,302074,23364,5035
85,Sun 8/1,Israel,875801,850839,6477
86,Sun 8/1,Italy,4355348,4135930,128068
87,Sun 8/1,Jamaica,53237,47001,1196
88,Sun 8/1,Japan,936852,839090,15196
89,Sun 8/1,Jordan,771753,751177,10048
90,Sun 8/1,Kazakhstan,649207,537722,9077
91,Sun 8/1,Kenya,203680,189131,3946
92,Sun 8/1,Kiribati,2,0,0
93,Sun 8/1,"Korea, South",201002,176605,2099
94,Sun 8/1,Kosovo,108465,105660,2269
95,Sun 8/1,Kuwait,398538,385401,2328
96,Sun 8/1,Kyrgyzstan,163846,146061,2335
97,Sun 8/1,Laos,6566,3030,7
98,Sun 8/1,Latvia,138899,135583,2556
99,Sun 8/1,Lebanon,562527,537111,7909
100,Sun 8/1,Lesotho,13603,6664,377
101,Sun 8/1,Liberia,5404,2715,148
102,Sun 8/1,Libya,253436,192184,3548
103,Sun 8/1,Liechtenstein,3190,3009,58
104,Sun 8/1,Lithuania,283016,269323,4416
105,Sun 8/1,Luxembourg,73870,71867,822
106,Sun 8/1,MS Zaandam,9,7,2
107,Sun 8/1,Madagascar,42665,41151,943
108,Sun 8/1,Malawi,52631,38147,1661
109,Sun 8/1,Malaysia,1130422,925963,9184
110,Sun 8/1,Maldives,77547,74758,221
111,Sun 8/1,Mali,14587,13948,533
112,Sun 8/1,Malta,34375,31843,423
113,Sun 8/1,Marshall Islands,4,4,0
114,Sun 8/1,Mauritania,25973,22406,567
115,Sun 8/1,Mauritius,3913,1854,19
116,Sun 8/1,Mexico,2854992,2226594,241034
117,Sun 8/1,Micronesia,1,1,0
118,Sun 8/1,Moldova,259549,252104,6255
119,Sun 8/1,Monaco,2891,2715,33
120,Sun 8/1,Mongolia,164155,164829,815
121,Sun 8/1,Montenegro,102092,99011,1630
122,Sun 8/1,Morocco,629717,566008,9833
123,Sun 8/1,Mozambique,123541,90845,1462
124,Sun 8/1,Namibia,119285,95913,3057
125,Sun 8/1,Nepal,697370,656197,9875
126,Sun 8/1,Netherlands,1897729,28430,18117
127,Sun 8/1,New Zealand,2878,2814,26
128,Sun 8/1,Nicaragua,9470,4225,195
129,Sun 8/1,Niger,5637,5345,195
130,Sun 8/1,Nigeria,174315,165005,2149
131,Sun 8/1,North Macedonia,156452,150371,5493
132,Sun 8/1,Norway,137853,17998,799
133,Sun 8/1,Oman,296835,279892,3850
134,Sun 8/1,Pakistan,1039695,943020,23462
135,Sun 8/1,Palau,0,0,0
136,Sun 8/1,Panama,436475,417137,6833
137,Sun 8/1,Papua New Guinea,17717,17324,192
138,Sun 8/1,Paraguay,452698,421051,15042
139,Sun 8/1,Peru,2113201,2080424,196438
140,Sun 8/1,Philippines,1597689,1506027,28016
141,Sun 8/1,Poland,2883029,2653807,75261
142,Sun 8/1,Portugal,970937,903514,17369
143,Sun 8/1,Qatar,226390,223849,601
144,Sun 8/1,Romania,1083341,1047767,34286
145,Sun 8/1,Russia,6207513,5556831,156726
146,Sun 8/1,Rwanda,71346,44856,821
147,Sun 8/1,Saint Kitts and Nevis,594,546,3
148,Sun 8/1,Saint Lucia,5610,5377,89
149,Sun 8/1,Saint Vincent and the Grenadines,2291,2229,12
150,Sun 8/1,Samoa,3,3,0
151,Sun 8/1,San Marino,5143,5005,90
152,Sun 8/1,Sao Tome and Principe,2454,2358,37
153,Sun 8/1,Saudi Arabia,526814,507374,8249
154,Sun 8/1,Senegal,63002,47579,1367
155,Sun 8/1,Serbia,722221,0,7118
156,Sun 8/1,Seychelles,18362,17538,86
157,Sun 8/1,Sierra Leone,6283,4270,120
158,Sun 8/1,Singapore,65102,62957,37
159,Sun 8/1,Slovakia,776512,255300,12540
160,Sun 8/1,Slovenia,259273,253763,4429
161,Sun 8/1,Solomon Islands,20,20,0
162,Sun 8/1,Somalia,15456,7567,813
163,Sun 8/1,South Africa,2456184,2230871,72191
164,Sun 8/1,South Sudan,11049,10514,119
165,Sun 8/1,Spain,4447044,150376,81486
166,Sun 8/1,Sri Lanka,311349,278910,4503
167,Sun 8/1,Sudan,37138,30647,2776
168,Sun 8/1,Summer Olympics 2020,264,0,0
169,Sun 8/1,Suriname,25402,21770,651
170,Sun 8/1,Sweden,1100040,0,14655
171,Sun 8/1,Switzerland,717665,317600,10794
172,Sun 8/1,Syria,25983,21995,1916
173,Sun 8/1,Taiwan*,15688,12879,789
174,Sun 8/1,Tajikistan,15550,14556,122
175,Sun 8/1,Tanzania,1017,183,21
176,Sun 8/1,Thailand,615314,26873,4990
177,Sun 8/1,Timor-Leste,10966,9911,26
178,Sun 8/1,Togo,15870,14493,153
179,Sun 8/1,Tonga,0,0,0
180,Sun 8/1,Trinidad and Tobago,38930,31941,1084
181,Sun 8/1,Tunisia,595532,516831,20067
182,Sun 8/1,Turkey,5747935,5459899,51428
183,Sun 8/1,US,35141047,0,613177
184,Sun 8/1,Uganda,94195,84052,2696
185,Sun 8/1,Ukraine,2334433,2256053,55577
186,Sun 8/1,United Arab Emirates,682377,659664,1951
187,Sun 8/1,United Kingdom,5907594,21083,130014
188,Sun 8/1,Uruguay,381569,373636,5966
189,Sun 8/1,Uzbekistan,130216,123995,880
190,Sun 8/1,Vanuatu,4,3,1
191,Sun 8/1,Venezuela,306673,291556,3607
192,Sun 8/1,Vietnam,157507,43157,1306
193,Sun 8/1,West Bank and Gaza,316861,311918,3604
194,Sun 8/1,Yemen,7070,4200,1377
195,Sun 8/1,Zambia,196293,188106,3406
196,Sun 8/1,Zimbabwe,109546,76665,3583
197,Sun 8/8,Afghanistan,150458,0,6908
198,Sun 8/8,Albania,133912,0,2459
199,Sun 8/8,Algeria,181376,0,4550
200,Sun 8/8,Andorra,14836,0,128
201,Sun 8/8,Angola,43662,0,1049
202,Sun 8/8,Antigua and Barbuda,1338,0,43
203,Sun 8/8,Argentina,5018895,0,107459
204,Sun 8/8,Armenia,232157,0,4650
205,Sun 8/8,Australia,36630,0,939
206,Sun 8/8,Austria,663082,0,10750
207,Sun 8/8,Azerbaijan,351825,0,5063
208,Sun 8/8,Bahamas,15537,0,304
209,Sun 8/8,Bahrain,270060,0,1384
210,Sun 8/8,Bangladesh,1353695,0,22652
211,Sun 8/8,Barbados,4471,0,48
212,Sun 8/8,Belarus,453932,0,3532
213,Sun 8/8,Belgium,1136726,0,25268
214,Sun 8/8,Belize,14438,0,339
215,Sun 8/8,Benin,8608,0,110
216,Sun 8/8,Bhutan,2544,0,2
217,Sun 8/8,Bolivia,477696,0,17971
218,Sun 8/8,Bosnia and Herzegovina,206106,0,9691
219,Sun 8/8,Botswana,122574,0,1704
220,Sun 8/8,Brazil,20169989,0,563417
221,Sun 8/8,Brunei,347,0,3
222,Sun 8/8,Bulgaria,428049,0,18255
223,Sun 8/8,Burkina Faso,13621,0,169
224,Sun 8/8,Burma,329516,0,11776
225,Sun 8/8,Burundi,8088,0,38
226,Sun 8/8,Cabo Verde,34052,0,298
227,Sun 8/8,Cambodia,81891,0,1562
228,Sun 8/8,Cameroon,82064,0,1334
229,Sun 8/8,Canada,1446497,0,26670
230,Sun 8/8,Central African Republic,7151,0,98
231,Sun 8/8,Chad,4978,0,174
232,Sun 8/8,Chile,1623363,0,36016
233,Sun 8/8,China,105902,0,4848
234,Sun 8/8,Colombia,4838984,0,122458
235,Sun 8/8,Comoros,4031,0,147
236,Sun 8/8,Congo (Brazzaville),13216,0,178
237,Sun 8/8,Congo (Kinshasa),51889,0,1048
238,Sun 8/8,Costa Rica,416677,0,5124
239,Sun 8/8,Cote d'Ivoire,51380,0,341
240,Sun 8/8,Croatia,365045,0,8272
241,Sun 8/8,Cuba,458219,0,3438
242,Sun 8/8,Cyprus,107315,0,440
243,Sun 8/8,Czechia,1674906,0,30363
244,Sun 8/8,Denmark,324948,0,2554
245,Sun 8/8,Diamond Princess,712,0,13
246,Sun 8/8,Djibouti,11662,0,156
247,Sun 8/8,Dominica,367,0,0
248,Sun 8/8,Dominican Republic,344495,0,3974
249,Sun 8/8,Ecuador,491831,0,31788
250,Sun 8/8,Egypt,284706,0,16575
251,Sun 8/8,El Salvador,88371,0,2717
252,Sun 8/8,Equatorial Guinea,8951,0,123
253,Sun 8/8,Eritrea,6576,0,35
254,Sun 8/8,Estonia,135076,0,1277
255,Sun 8/8,Eswatini,31060,0,861
256,Sun 8/8,Ethiopia,284091,0,4426
257,Sun 8/8,Fiji,36979,0,299
258,Sun 8/8,Finland,112207,0,991
259,Sun 8/8,France,6371463,0,112427
260,Sun 8/8,Gabon,25462,0,165
261,Sun 8/8,Gambia,8603,0,242
262,Sun 8/8,Georgia,447913,0,6084
263,Sun 8/8,Germany,3797849,0,91791
264,Sun 8/8,Ghana,108226,0,874
265,Sun 8/8,Greece,514192,0,13075
266,Sun 8/8,Grenada,178,0,1
267,Sun 8/8,Guatemala,390514,0,10771
268,Sun 8/8,Guinea,26847,0,257
269,Sun 8/8,Guinea-Bissau,4788,0,79
270,Sun 8/8,Guyana,22982,0,559
271,Sun 8/8,Haiti,20326,0,563
272,Sun 8/8,Holy See,27,0,0
273,Sun 8/8,Honduras,305936,0,8120
274,Sun 8/8,Hungary,809855,0,30033
275,Sun 8/8,Iceland,8793,0,30
276,Sun 8/8,India,31969954,0,428309
277,Sun 8/8,Indonesia,3666031,0,107096
278,Sun 8/8,Iran,4158729,0,94015
279,Sun 8/8,Iraq,1712709,0,19203
280,Sun 8/8,Ireland,312465,0,5044
281,Sun 8/8,Israel,900482,0,6542
282,Sun 8/8,Italy,4396417,0,128220
283,Sun 8/8,Jamaica,54859,0,1222
284,Sun 8/8,Japan,1033214,0,15282
285,Sun 8/8,Jordan,777164,0,10127
286,Sun 8/8,Kazakhstan,705327,0,9909
287,Sun 8/8,Kenya,211828,0,4149
288,Sun 8/8,Kiribati,2,0,0
289,Sun 8/8,"Korea, South",212448,0,2125
290,Sun 8/8,Kosovo,109931,0,2271
291,Sun 8/8,Kuwait,403349,0,2369
292,Sun 8/8,Kyrgyzstan,169017,0,2399
293,Sun 8/8,Laos,8392,0,8
294,Sun 8/8,Latvia,139421,0,2559
295,Sun 8/8,Lebanon,571650,0,7943
296,Sun 8/8,Lesotho,13603,0,377
297,Sun 8/8,Liberia,5461,0,220
298,Sun 8/8,Libya,267846,0,3719
299,Sun 8/8,Liechtenstein,3205,0,58
300,Sun 8/8,Lithuania,286103,0,4427
301,Sun 8/8,Luxembourg,74262,0,824
302,Sun 8/8,MS Zaandam,9,0,2
303,Sun 8/8,Madagascar,42776,0,948
304,Sun 8/8,Malawi,55920,0,1828
305,Sun 8/8,Malaysia,1262540,0,10749
306,Sun 8/8,Maldives,78356,0,222
307,Sun 8/8,Mali,14642,0,534
308,Sun 8/8,Malta,34846,0,426
309,Sun 8/8,Marshall Islands,4,0,0
310,Sun 8/8,Mauritania,28197,0,605
311,Sun 8/8,Mauritius,4592,0,20
312,Sun 8/8,Mexico,2971817,0,244420
313,Sun 8/8,Micronesia,1,0,0
314,Sun 8/8,Moldova,260630,0,6282
315,Sun 8/8,Monaco,2974,0,33
316,Sun 8/8,Mongolia,174603,0,857
317,Sun 8/8,Montenegro,103722,0,1635
318,Sun 8/8,Morocco,696282,0,10335
319,Sun 8/8,Mozambique,132452,0,1613
320,Sun 8/8,Namibia,121043,0,3191
321,Sun 8/8,Nepal,714877,0,10093
322,Sun 8/8,Netherlands,1917056,0,18163
323,Sun 8/8,New Zealand,2891,0,26
324,Sun 8/8,Nicaragua,9853,0,196
325,Sun 8/8,Niger,5687,0,196
326,Sun 8/8,Nigeria,178086,0,2187
327,Sun 8/8,North Macedonia,158025,0,5507
328,Sun 8/8,Norway,140836,0,804
329,Sun 8/8,Oman,298706,0,3936
330,Sun 8/8,Pakistan,1071620,0,23918
331,Sun 8/8,Palau,0,0,0
332,Sun 8/8,Panama,442295,0,6906
333,Sun 8/8,Papua New Guinea,17774,0,192
334,Sun 8/8,Paraguay,455120,0,15293
335,Sun 8/8,Peru,2125345,0,196950
336,Sun 8/8,Philippines,1658916,0,29122
337,Sun 8/8,Poland,2884098,0,75285
338,Sun 8/8,Portugal,986967,0,17467
339,Sun 8/8,Qatar,227689,0,601
340,Sun 8/8,Romania,1084919,0,34316
341,Sun 8/8,Russia,6362641,0,162109
342,Sun 8/8,Rwanda,76091,0,890
343,Sun 8/8,Saint Kitts and Nevis,614,0,3
344,Sun 8/8,Saint Lucia,5837,0,90
345,Sun 8/8,Saint Vincent and the Grenadines,2299,0,12
346,Sun 8/8,Samoa,3,0,0
347,Sun 8/8,San Marino,5183,0,90
348,Sun 8/8,Sao Tome and Principe,2470,0,37
349,Sun 8/8,Saudi Arabia,531935,0,8311
350,Sun 8/8,Senegal,67579,0,1482
351,Sun 8/8,Serbia,725702,0,7139
352,Sun 8/8,Seychelles,18617,0,91
353,Sun 8/8,Sierra Leone,6315,0,121
354,Sun 8/8,Singapore,65764,0,42
355,Sun 8/8,Slovakia,776988,0,12541
356,Sun 8/8,Slovenia,260109,0,4433
357,Sun 8/8,Solomon Islands,20,0,0
358,Sun 8/8,Somalia,15865,0,850
359,Sun 8/8,South Africa,2533466,0,74813
360,Sun 8/8,South Sudan,11100,0,120
361,Sun 8/8,Spain,4588132,0,82006
362,Sun 8/8,Sri Lanka,329994,0,5111
363,Sun 8/8,Sudan,37138,0,2776
364,Sun 8/8,Summer Olympics 2020,409,0,0
365,Sun 8/8,Suriname,26002,0,665
366,Sun 8/8,Sweden,1104538,0,14657
367,Sun 8/8,Switzerland,723968,0,10798
368,Sun 8/8,Syria,26097,0,1920
369,Sun 8/8,Taiwan*,15782,0,809
370,Sun 8/8,Tajikistan,16051,0,123
371,Sun 8/8,Tanzania,1017,0,21
372,Sun 8/8,Thailand,756505,0,6204
373,Sun 8/8,Timor-Leste,11529,0,27
374,Sun 8/8,Togo,16874,0,159
375,Sun 8/8,Tonga,0,0,0
376,Sun 8/8,Trinidad and Tobago,40233,0,1137
377,Sun 8/8,Tunisia,610660,0,20931
378,Sun 8/8,Turkey,5918540,0,52088
379,Sun 8/8,US,35906804,0,616674
380,Sun 8/8,Uganda,95723,0,2793
381,Sun 8/8,Ukraine,2344260,0,55867
382,Sun 8/8,United Arab Emirates,692964,0,1975
383,Sun 8/8,United Kingdom,6098117,0,130630
384,Sun 8/8,Uruguay,382506,0,5986
385,Sun 8/8,Uzbekistan,136635,0,928
386,Sun 8/8,Vanuatu,4,0,1
387,Sun 8/8,Venezuela,312115,0,3694
388,Sun 8/8,Vietnam,215560,0,3397
389,Sun 8/8,West Bank and Gaza,317999,0,3613
390,Sun 8/8,Yemen,7165,0,1386
391,Sun 8/8,Zambia,200049,0,3484
392,Sun 8/8,Zimbabwe,116327,0,3900
393,Sun 8/15,Afghanistan,152033,0,7021
394,Sun 8/15,Albania,135947,0,2464
395,Sun 8/15,Algeria,187258,0,4794
396,Sun 8/15,Andorra,14924,0,129
397,Sun 8/15,Angola,44617,0,1100
398,Sun 8/15,Antigua and Barbuda,1397,0,43
399,Sun 8/15,Argentina,5084635,0,109041
400,Sun 8/15,Armenia,234558,0,4695
401,Sun 8/15,Australia,39615,0,966
402,Sun 8/15,Austria,668732,0,10756
403,Sun 8/15,Azerbaijan,368002,0,5153
404,Sun 8/15,Bahamas,16141,0,311
405,Sun 8/15,Bahrain,270919,0,1384
406,Sun 8/15,Bangladesh,1418902,0,24175
407,Sun 8/15,Barbados,4525,0,48
408,Sun 8/15,Belarus,461303,0,3604
409,Sun 8/15,Belgium,1149869,0,25287
410,Sun 8/15,Belize,14847,0,344
411,Sun 8/15,Benin,9065,0,113
412,Sun 8/15,Bhutan,2571,0,3
413,Sun 8/15,Bolivia,482428,0,18185
414,Sun 8/15,Bosnia and Herzegovina,207076,0,9701
415,Sun 8/15,Botswana,136758,0,1973
416,Sun 8/15,Brazil,20368358,0,569447
417,Sun 8/15,Brunei,723,0,3
418,Sun 8/15,Bulgaria,433234,0,18344
419,Sun 8/15,Burkina Faso,13675,0,170
420,Sun 8/15,Burma,354279,0,13263
421,Sun 8/15,Burundi,9620,0,38
422,Sun 8/15,Cabo Verde,34397,0,300
423,Sun 8/15,Cambodia,85448,0,1683
424,Sun 8/15,Cameroon,82454,0,1338
425,Sun 8/15,Canada,1459069,0,26701
426,Sun 8/15,Central African Republic,11251,0,99
427,Sun 8/15,Chad,4982,0,174
428,Sun 8/15,Chile,1629192,0,36380
429,Sun 8/15,China,106526,0,4848
430,Sun 8/15,Colombia,4867761,0,123459
431,Sun 8/15,Comoros,4038,0,147
432,Sun 8/15,Congo (Brazzaville),13356,0,179
433,Sun 8/15,Congo (Kinshasa),53254,0,1050
434,Sun 8/15,Costa Rica,428295,0,5211
435,Sun 8/15,Cote d'Ivoire,52202,0,359
436,Sun 8/15,Croatia,367022,0,8283
437,Sun 8/15,Cuba,517668,0,4023
438,Sun 8/15,Cyprus,110429,0,462
439,Sun 8/15,Czechia,1676222,0,30373
440,Sun 8/15,Denmark,332013,0,2562
441,Sun 8/15,Diamond Princess,712,0,13
442,Sun 8/15,Djibouti,11682,0,156
443,Sun 8/15,Dominica,943,0,0
444,Sun 8/15,Dominican Republic,346176,0,3980
445,Sun 8/15,Ecuador,493767,0,31870
446,Sun 8/15,Egypt,285358,0,16619
447,Sun 8/15,El Salvador,90129,0,2789
448,Sun 8/15,Equatorial Guinea,8972,0,123
449,Sun 8/15,Eritrea,6601,0,37
450,Sun 8/15,Estonia,136992,0,1279
451,Sun 8/15,Eswatini,36008,0,934
452,Sun 8/15,Ethiopia,289274,0,4478
453,Sun 8/15,Fiji,39770,0,368
454,Sun 8/15,Finland,117531,0,1003
455,Sun 8/15,France,6543481,0,112925
456,Sun 8/15,Gabon,25564,0,165
457,Sun 8/15,Gambia,9195,0,271
458,Sun 8/15,Georgia,481578,0,6406
459,Sun 8/15,Germany,3828278,0,91878
460,Sun 8/15,Ghana,110710,0,922
461,Sun 8/15,Greece,537125,0,13223
462,Sun 8/15,Grenada,180,0,1
463,Sun 8/15,Guatemala,413040,0,11155
464,Sun 8/15,Guinea,28020,0,287
465,Sun 8/15,Guinea-Bissau,5123,0,90
466,Sun 8/15,Guyana,23561,0,574
467,Sun 8/15,Haiti,20507,0,576
468,Sun 8/15,Holy See,27,0,0
469,Sun 8/15,Honduras,316235,0,8373
470,Sun 8/15,Hungary,810316,0,30038
471,Sun 8/15,Iceland,9522,0,30
472,Sun 8/15,India,32225513,0,431642
473,Sun 8/15,Indonesia,3854354,0,117588
474,Sun 8/15,Iran,4425821,0,97828
475,Sun 8/15,Iraq,1775764,0,19672
476,Sun 8/15,Ireland,324747,0,5059
477,Sun 8/15,Israel,939360,0,6668
478,Sun 8/15,Italy,4440669,0,128432
479,Sun 8/15,Jamaica,57945,0,1300
480,Sun 8/15,Japan,1149874,0,15410
481,Sun 8/15,Jordan,783448,0,10213
482,Sun 8/15,Kazakhstan,760241,0,10791
483,Sun 8/15,Kenya,220727,0,4340
484,Sun 8/15,Kiribati,2,0,0
485,Sun 8/15,"Korea, South",225481,0,2167
486,Sun 8/15,Kosovo,116247,0,2284
487,Sun 8/15,Kuwait,406540,0,2389
488,Sun 8/15,Kyrgyzstan,172090,0,2446
489,Sun 8/15,Laos,10092,0,9
490,Sun 8/15,Latvia,140122,0,2561
491,Sun 8/15,Lebanon,583012,0,7976
492,Sun 8/15,Lesotho,14243,0,397
493,Sun 8/15,Liberia,5504,0,221
494,Sun 8/15,Libya,281930,0,3904
495,Sun 8/15,Liechtenstein,3268,0,58
496,Sun 8/15,Lithuania,289810,0,4451
497,Sun 8/15,Luxembourg,74595,0,828
498,Sun 8/15,MS Zaandam,9,0,2
499,Sun 8/15,Madagascar,42811,0,952
500,Sun 8/15,Malawi,58083,0,1968
501,Sun 8/15,Malaysia,1404899,0,12510
502,Sun 8/15,Maldives,79137,0,222
503,Sun 8/15,Mali,14695,0,535
504,Sun 8/15,Malta,35337,0,430
505,Sun 8/15,Marshall Islands,4,0,0
506,Sun 8/15,Mauritania,30121,0,640
507,Sun 8/15,Mauritius,5607,0,21
508,Sun 8/15,Mexico,3091971,0,248167
509,Sun 8/15,Micronesia,1,0,0
510,Sun 8/15,Moldova,262044,0,6308
511,Sun 8/15,Monaco,3059,0,33
512,Sun 8/15,Mongolia,182591,0,876
513,Sun 8/15,Montenegro,106196,0,1644
514,Sun 8/15,Morocco,759456,0,11017
515,Sun 8/15,Mozambique,138749,0,1716
516,Sun 8/15,Namibia,122469,0,3277
517,Sun 8/15,Nepal,732272,0,10292
518,Sun 8/15,Netherlands,1934759,0,18218
519,Sun 8/15,New Zealand,2927,0,26
520,Sun 8/15,Nicaragua,10251,0,197
521,Sun 8/15,Niger,5724,0,196
522,Sun 8/15,Nigeria,182503,0,2219
523,Sun 8/15,North Macedonia,162164,0,5552
524,Sun 8/15,Norway,144484,0,808
525,Sun 8/15,Oman,300194,0,3993
526,Sun 8/15,Pakistan,1102079,0,24478
527,Sun 8/15,Palau,0,0,0
528,Sun 8/15,Panama,447824,0,6951
529,Sun 8/15,Papua New Guinea,17806,0,192
530,Sun 8/15,Paraguay,456695,0,15439
531,Sun 8/15,Peru,2133812,0,197393
532,Sun 8/15,Philippines,1741616,0,30340
533,Sun 8/15,Poland,2885333,0,75299
534,Sun 8/15,Portugal,1003335,0,17562
535,Sun 8/15,Qatar,229168,0,601
536,Sun 8/15,Romania,1087223,0,34348
537,Sun 8/15,Russia,6511431,0,167595
538,Sun 8/15,Rwanda,79702,0,959
539,Sun 8/15,Saint Kitts and Nevis,655,0,3
540,Sun 8/15,Saint Lucia,6366,0,95
541,Sun 8/15,Saint Vincent and the Grenadines,2314,0,12
542,Sun 8/15,Samoa,3,0,0
543,Sun 8/15,San Marino,5222,0,90
544,Sun 8/15,Sao Tome and Principe,2488,0,37
545,Sun 8/15,Saudi Arabia,537374,0,8388
546,Sun 8/15,Senegal,70679,0,1600
547,Sun 8/15,Serbia,732044,0,7167
548,Sun 8/15,Seychelles,19149,0,98
549,Sun 8/15,Sierra Leone,6342,0,121
550,Sun 8/15,Singapore,66172,0,44
551,Sun 8/15,Slovakia,777640,0,12544
552,Sun 8/15,Slovenia,261428,0,4433
553,Sun 8/15,Solomon Islands,20,0,0
554,Sun 8/15,Somalia,16319,0,883
555,Sun 8/15,South Africa,2605586,0,77141
556,Sun 8/15,South Sudan,11172,0,120
557,Sun 8/15,Spain,4693540,0,82470
558,Sun 8/15,Sri Lanka,354968,0,6096
559,Sun 8/15,Sudan,37543,0,2813
560,Sun 8/15,Summer Olympics 2020,542,0,0
561,Sun 8/15,Suriname,26593,0,683
562,Sun 8/15,Sweden,1110147,0,14658
563,Sun 8/15,Switzerland,735375,0,10813
564,Sun 8/15,Syria,26342,0,1937
565,Sun 8/15,Taiwan*,15852,0,821
566,Sun 8/15,Tajikistan,16521,0,125
567,Sun 8/15,Tanzania,1367,0,50
568,Sun 8/15,Thailand,907157,0,7552
569,Sun 8/15,Timor-Leste,12565,0,30
570,Sun 8/15,Togo,18000,0,165
571,Sun 8/15,Tonga,0,0,0
572,Sun 8/15,Trinidad and Tobago,41866,0,1180
573,Sun 8/15,Tunisia,623940,0,21827
574,Sun 8/15,Turkey,6078653,0,53159
575,Sun 8/15,US,36825789,0,621331
576,Sun 8/15,Uganda,96987,0,2882
577,Sun 8/15,Ukraine,2355317,0,56159
578,Sun 8/15,United Arab Emirates,701776,0,2001
579,Sun 8/15,United Kingdom,6297157,0,131269
580,Sun 8/15,Uruguay,383292,0,6003
581,Sun 8/15,Uzbekistan,143041,0,976
582,Sun 8/15,Vanuatu,4,0,1
583,Sun 8/15,Venezuela,319094,0,3799
584,Sun 8/15,Vietnam,275044,0,5774
