id,Date,State,Total Confirmed Cases,Total Deaths
1225,Sat 10/29,Utah,1045758,5056
1226,Sat 10/29,Vermont,144895,740
1227,Sat 10/29,Virgin Islands,23311,124
1228,Sat 10/29,Virginia,2117608,22189
1229,Sat 10/29,Washington,1835792,14595
1230,Sat 10/29,West Virginia,607366,7514
1231,Sat 10/29,Wisconsin,1895481,15460
1232,Sat 10/29,Wyoming,178444,1908
1233,Sun 10/30,Alabama,1534287,20558
1234,Sun 10/30,Alaska,298479,1369
1235,Sun 10/30,American Samoa,8257,34
1236,Sun 10/30,Arizona,2287886,31548
1237,Sun 10/30,Arkansas,959682,12488
1238,Sun 10/30,California,11362397,96928
1239,Sun 10/30,Colorado,1680534,13618
1240,Sun 10/30,Connecticut,912997,11463
1241,Sun 10/30,Delaware,312990,3147
1242,Sun 10/30,District of Columbia,169709,1397
1243,Sun 10/30,Florida,7149300,82176
1244,Sun 10/30,Georgia,2835571,39057
1245,Sun 10/30,Guam,59720,402
1246,Sun 10/30,Hawaii,353081,1701
1247,Sun 10/30,Idaho,499980,5220
1248,Sun 10/30,Illinois,3816464,39982
1249,Sun 10/30,Indiana,1937565,24901
1250,Sun 10/30,Iowa,862925,10177
1251,Sun 10/30,Kansas,888322,9632
1252,Sun 10/30,Kentucky,1611523,17261
1253,Sun 10/30,Louisiana,1461433,18168
1254,Sun 10/30,Maine,297246,2648
1255,Sun 10/30,Maryland,1268014,15550
1256,Sun 10/30,Massachusetts,2086638,22023
1257,Sun 10/30,Michigan,2886176,39250
1258,Sun 10/30,Minnesota,1686048,13825
1259,Sun 10/30,Mississippi,933065,12968
1260,Sun 10/30,Missouri,1684195,21847
1261,Sun 10/30,Montana,314743,3574
1262,Sun 10/30,Nebraska,535012,4550
1263,Sun 10/30,Nevada,852961,11555
1264,Sun 10/30,New Hampshire,356867,2745
1265,Sun 10/30,New Jersey,2791469,34905
1266,Sun 10/30,New Mexico,627203,8644
1267,Sun 10/30,New York,6232565,72414
1268,Sun 10/30,North Carolina,3237440,26963
1269,Sun 10/30,North Dakota,272812,2434
1270,Sun 10/30,Northern Mariana Islands,13171,40
1271,Sun 10/30,Ohio,3185038,40178
1272,Sun 10/30,Oklahoma,1208316,14961
1273,Sun 10/30,Oregon,908188,8680
1274,Sun 10/30,Pennsylvania,3304816,47705
1275,Sun 10/30,Puerto Rico,1014746,5259
1276,Sun 10/30,Rhode Island,432042,3696
1277,Sun 10/30,South Carolina,1721693,18578
1278,Sun 10/30,South Dakota,264187,3059
1279,Sun 10/30,Tennessee,2298594,27792
1280,Sun 10/30,Texas,7921604,91310
1281,Sun 10/30,Utah,1045758,5056
1282,Sun 10/30,Vermont,144895,740
1283,Sun 10/30,Virgin Islands,23311,124
1284,Sun 10/30,Virginia,2117608,22189
1285,Sun 10/30,Washington,1835792,14595
1286,Sun 10/30,West Virginia,607366,7514
1287,Sun 10/30,Wisconsin,1895481,15460
1288,Sun 10/30,Wyoming,178444,1908
1289,Mon 10/31,Alabama,1534287,20558
1290,Mon 10/31,Alaska,298479,1369
1291,Mon 10/31,American Samoa,8257,34
1292,Mon 10/31,Arizona,2287886,31548
1293,Mon 10/31,Arkansas,959855,12489
1294,Mon 10/31,California,11364908,96960
1295,Mon 10/31,Colorado,1681928,13626
1296,Mon 10/31,Connecticut,913153,11463
1297,Mon 10/31,Delaware,313383,3147
1298,Mon 10/31,District of Columbia,169709,1397
1299,Mon 10/31,Florida,7149300,82176
1300,Mon 10/31,Georgia,2835571,39057
1301,Mon 10/31,Guam,59804,404
1302,Mon 10/31,Hawaii,353081,1701
1303,Mon 10/31,Idaho,499991,5220
1304,Mon 10/31,Illinois,3821443,39997
1305,Mon 10/31,Indiana,1937565,24901
1306,Mon 10/31,Iowa,862925,10177
1307,Mon 10/31,Kansas,888322,9632
1308,Mon 10/31,Kentucky,1618948,17322
1309,Mon 10/31,Louisiana,1461433,18168
1310,Mon 10/31,Maine,297246,2648
1311,Mon 10/31,Maryland,1268833,15558
1312,Mon 10/31,Massachusetts,2086638,22023
1313,Mon 10/31,Michigan,2886176,39250
1314,Mon 10/31,Minnesota,1686048,13825
1315,Mon 10/31,Mississippi,933065,12968
1316,Mon 10/31,Missouri,1684834,21846
1317,Mon 10/31,Montana,314811,3574
1318,Mon 10/31,Nebraska,535139,4550
1319,Mon 10/31,Nevada,852961,11555
1320,Mon 10/31,New Hampshire,357209,2751
1321,Mon 10/31,New Jersey,2797842,34916
1322,Mon 10/31,New Mexico,628243,8645
1323,Mon 10/31,New York,6241217,72399
1324,Mon 10/31,North Carolina,3237440,26963
1325,Mon 10/31,North Dakota,272812,2434
1326,Mon 10/31,Northern Mariana Islands,13171,40
1327,Mon 10/31,Ohio,3185038,40178
1328,Mon 10/31,Oklahoma,1208316,14961
1329,Mon 10/31,Oregon,908188,8680
1330,Mon 10/31,Pennsylvania,3305389,47705
1331,Mon 10/31,Puerto Rico,1015553,5260
1332,Mon 10/31,Rhode Island,432042,3696
1333,Mon 10/31,South Carolina,1721693,18578
1334,Mon 10/31,South Dakota,264187,3059
1335,Mon 10/31,Tennessee,2298594,27792
1336,Mon 10/31,Texas,7925331,91324
1337,Mon 10/31,Utah,1045758,5056
1338,Mon 10/31,Vermont,144895,740
1339,Mon 10/31,Virgin Islands,23311,124
1340,Mon 10/31,Virginia,2120280,22199
1341,Mon 10/31,Washington,1838501,14617
1342,Mon 10/31,West Virginia,608104,7522
1343,Mon 10/31,Wisconsin,1895481,15460
1344,Mon 10/31,Wyoming,178444,1908
1345,Tue 11/1,Alabama,1534287,20558
1346,Tue 11/1,Alaska,298479,1369
1347,Tue 11/1,American Samoa,8257,34
1348,Tue 11/1,Arizona,2287886,31548
1349,Tue 11/1,Arkansas,960225,12502
1350,Tue 11/1,California,11365734,96966
1351,Tue 11/1,Colorado,1683042,13631
1352,Tue 11/1,Connecticut,913565,11478
1353,Tue 11/1,Delaware,313466,3147
1354,Tue 11/1,District of Columbia,169709,1397
1355,Tue 11/1,Florida,7149300,82176
1356,Tue 11/1,Georgia,2835571,39057
1357,Tue 11/1,Guam,59804,404
1358,Tue 11/1,Hawaii,353081,1701
1359,Tue 11/1,Idaho,500000,5220
1360,Tue 11/1,Illinois,3823381,40022
1361,Tue 11/1,Indiana,1937565,24901
1362,Tue 11/1,Iowa,862925,10177
1363,Tue 11/1,Kansas,888322,9632
1364,Tue 11/1,Kentucky,1618948,17322
1365,Tue 11/1,Louisiana,1461433,18168
1366,Tue 11/1,Maine,297580,2653
1367,Tue 11/1,Maryland,1270417,15567
1368,Tue 11/1,Massachusetts,2086638,22023
1369,Tue 11/1,Michigan,2889119,39354
1370,Tue 11/1,Minnesota,1686048,13825
1371,Tue 11/1,Mississippi,933065,12968
1372,Tue 11/1,Missouri,1689978,21859
1373,Tue 11/1,Montana,314811,3574
1374,Tue 11/1,Nebraska,535265,4550
1375,Tue 11/1,Nevada,852961,11555
1376,Tue 11/1,New Hampshire,357370,2754
1377,Tue 11/1,New Jersey,2799399,34925
1378,Tue 11/1,New Mexico,628725,8647
1379,Tue 11/1,New York,6244198,72437
1380,Tue 11/1,North Carolina,3237440,26963
1381,Tue 11/1,North Dakota,272812,2434
1382,Tue 11/1,Northern Mariana Islands,13171,40
1383,Tue 11/1,Ohio,3185038,40178
1384,Tue 11/1,Oklahoma,1208316,14961
1385,Tue 11/1,Oregon,908188,8680
1386,Tue 11/1,Pennsylvania,3305389,47705
1387,Tue 11/1,Puerto Rico,1015553,5262
1388,Tue 11/1,Rhode Island,432042,3696
1389,Tue 11/1,South Carolina,1725160,18633
1390,Tue 11/1,South Dakota,264187,3059
1391,Tue 11/1,Tennessee,2298594,27792
1392,Tue 11/1,Texas,7925728,91326
1393,Tue 11/1,Utah,1045758,5056
1394,Tue 11/1,Vermont,144895,740
1395,Tue 11/1,Virgin Islands,23311,124
1396,Tue 11/1,Virginia,2121345,22204
1397,Tue 11/1,Washington,1838762,14615
1398,Tue 11/1,West Virginia,608341,7530
1399,Tue 11/1,Wisconsin,1898878,15478
1400,Tue 11/1,Wyoming,178866,1914
1401,Wed 11/2,Alabama,1534287,20558
1402,Wed 11/2,Alaska,298845,1369
1403,Wed 11/2,American Samoa,8257,34
1404,Wed 11/2,Arizona,2293015,31573
1405,Wed 11/2,Arkansas,960630,12506
1406,Wed 11/2,California,11367123,96976
1407,Wed 11/2,Colorado,1684272,13635
1408,Wed 11/2,Connecticut,913979,11478
1409,Wed 11/2,Delaware,313600,3147
1410,Wed 11/2,District of Columbia,169709,1397
1411,Wed 11/2,Florida,7149300,82176
1412,Wed 11/2,Georgia,2839500,39127
1413,Wed 11/2,Guam,59804,404
1414,Wed 11/2,Hawaii,354077,1708
1415,Wed 11/2,Idaho,500972,5228
1416,Wed 11/2,Illinois,3825128,40032
1417,Wed 11/2,Indiana,1942708,24901
1418,Wed 11/2,Iowa,864752,10207
1419,Wed 11/2,Kansas,890680,9632
1420,Wed 11/2,Kentucky,1618948,17322
1421,Wed 11/2,Louisiana,1463379,18193
1422,Wed 11/2,Maine,297958,2653
1423,Wed 11/2,Maryland,1271118,15578
1424,Wed 11/2,Massachusetts,2086638,22023
1425,Wed 11/2,Michigan,2889119,39354
1426,Wed 11/2,Minnesota,1686048,13825
1427,Wed 11/2,Mississippi,934401,12992
1428,Wed 11/2,Missouri,1690224,21867
1429,Wed 11/2,Montana,314811,3574
1430,Wed 11/2,Nebraska,535305,4550
1431,Wed 11/2,Nevada,852961,11570
1432,Wed 11/2,New Hampshire,357570,2761
1433,Wed 11/2,New Jersey,2801506,34925
1434,Wed 11/2,New Mexico,629318,8647
1435,Wed 11/2,New York,6248012,72468
1436,Wed 11/2,North Carolina,3246175,27244
1437,Wed 11/2,North Dakota,272812,2434
1438,Wed 11/2,Northern Mariana Islands,13212,41
1439,Wed 11/2,Ohio,3185038,40178
1440,Wed 11/2,Oklahoma,1208316,14961
1441,Wed 11/2,Oregon,910693,8726
1442,Wed 11/2,Pennsylvania,3317854,47840
1443,Wed 11/2,Puerto Rico,1016756,5265
1444,Wed 11/2,Rhode Island,432042,3696
1445,Wed 11/2,South Carolina,1725160,18633
1446,Wed 11/2,South Dakota,265019,3065
1447,Wed 11/2,Tennessee,2305487,27839
1448,Wed 11/2,Texas,7928639,91349
1449,Wed 11/2,Utah,1045758,5056
1450,Wed 11/2,Vermont,145409,754
1451,Wed 11/2,Virgin Islands,23311,124
1452,Wed 11/2,Virginia,2122439,22211
1453,Wed 11/2,Washington,1838841,14631
1454,Wed 11/2,West Virginia,608652,7534
1455,Wed 11/2,Wisconsin,1900042,15481
1456,Wed 11/2,Wyoming,178866,1914
1457,Thu 11/3,Alabama,1534287,20558
1458,Thu 11/3,Alaska,298845,1369
1459,Thu 11/3,American Samoa,8257,34
1460,Thu 11/3,Arizona,2293015,31573
1461,Thu 11/3,Arkansas,960920,12506
1462,Thu 11/3,California,11383971,97064
1463,Thu 11/3,Colorado,1685037,13643
1464,Thu 11/3,Connecticut,914441,11478
1465,Thu 11/3,Delaware,313751,3147
1466,Thu 11/3,District of Columbia,170041,1397
1467,Thu 11/3,Florida,7149300,82176
1468,Thu 11/3,Georgia,2839500,39127
1469,Thu 11/3,Guam,59804,404
1470,Thu 11/3,Hawaii,354077,1708
1471,Thu 11/3,Idaho,501037,5228
1472,Thu 11/3,Illinois,3828247,40040
1473,Thu 11/3,Indiana,1942708,24950
1474,Thu 11/3,Iowa,864752,10207
1475,Thu 11/3,Kansas,890680,9632
1476,Thu 11/3,Kentucky,1618948,17322
1477,Thu 11/3,Louisiana,1463379,18193
1478,Thu 11/3,Maine,298179,2653
1479,Thu 11/3,Maryland,1272014,15585
1480,Thu 11/3,Massachusetts,2092838,22106
1481,Thu 11/3,Michigan,2897827,39407
1482,Thu 11/3,Minnesota,1691086,13873
1483,Thu 11/3,Mississippi,934401,12992
1484,Thu 11/3,Missouri,1690449,21869
1485,Thu 11/3,Montana,314811,3574
1486,Thu 11/3,Nebraska,535394,4562
1487,Thu 11/3,Nevada,854702,11570
1488,Thu 11/3,New Hampshire,357797,2764
1489,Thu 11/3,New Jersey,2803898,34935
1490,Thu 11/3,New Mexico,630082,8658
1491,Thu 11/3,New York,6253375,72505
1492,Thu 11/3,North Carolina,3246175,27244
1493,Thu 11/3,North Dakota,272812,2434
1494,Thu 11/3,Northern Mariana Islands,13212,41
1495,Thu 11/3,Ohio,3197300,40249
1496,Thu 11/3,Oklahoma,1211210,14992
1497,Thu 11/3,Oregon,910693,8726
1498,Thu 11/3,Pennsylvania,3317854,47840
1499,Thu 11/3,Puerto Rico,1018156,5268
1500,Thu 11/3,Rhode Island,433348,3705
1501,Thu 11/3,South Carolina,1725160,18633
1502,Thu 11/3,South Dakota,265019,3065
1503,Thu 11/3,Tennessee,2305487,27839
1504,Thu 11/3,Texas,7929279,91357
1505,Thu 11/3,Utah,1048168,5065
1506,Thu 11/3,Vermont,145409,754
1507,Thu 11/3,Virgin Islands,23311,124
1508,Thu 11/3,Virginia,2123638,22217
1509,Thu 11/3,Washington,1839241,14630
1510,Thu 11/3,West Virginia,608965,7534
1511,Thu 11/3,Wisconsin,1901398,15482
1512,Thu 11/3,Wyoming,178866,1914
1513,Fri 11/4,Alabama,1534287,20558
1514,Fri 11/4,Alaska,298845,1369
1515,Fri 11/4,American Samoa,8257,34
1516,Fri 11/4,Arizona,2293015,31573
1517,Fri 11/4,Arkansas,961287,12519
1518,Fri 11/4,California,11385477,97025
1519,Fri 11/4,Colorado,1686535,13653
1520,Fri 11/4,Connecticut,914850,11478
1521,Fri 11/4,Delaware,313913,3147
1522,Fri 11/4,District of Columbia,170041,1397
1523,Fri 11/4,Florida,7172457,82541
1524,Fri 11/4,Georgia,2839500,39127
1525,Fri 11/4,Guam,59804,404
1526,Fri 11/4,Hawaii,354077,1708
1527,Fri 11/4,Idaho,501043,5228
1528,Fri 11/4,Illinois,3830714,40058
1529,Fri 11/4,Indiana,1942708,24950
1530,Fri 11/4,Iowa,864752,10207
1531,Fri 11/4,Kansas,890703,9645
1532,Fri 11/4,Kentucky,1618948,17322
1533,Fri 11/4,Louisiana,1463379,18193
1534,Fri 11/4,Maine,298388,2661
1535,Fri 11/4,Maryland,1272849,15592
1536,Fri 11/4,Massachusetts,2092838,22106
1537,Fri 11/4,Michigan,2897827,39407
1538,Fri 11/4,Minnesota,1691086,13873
1539,Fri 11/4,Mississippi,934401,12992
1540,Fri 11/4,Missouri,1690568,21869
1541,Fri 11/4,Montana,315584,3577
1542,Fri 11/4,Nebraska,536296,4562
1543,Fri 11/4,Nevada,854702,11570
1544,Fri 11/4,New Hampshire,357999,2769
1545,Fri 11/4,New Jersey,2805871,34942
1546,Fri 11/4,New Mexico,630704,8666
1547,Fri 11/4,New York,6258681,72537
1548,Fri 11/4,North Carolina,3246175,27244
1549,Fri 11/4,North Dakota,273779,2434
1550,Fri 11/4,Northern Mariana Islands,13212,41
1551,Fri 11/4,Ohio,3197300,40249
1552,Fri 11/4,Oklahoma,1211210,14992
1553,Fri 11/4,Oregon,910693,8726
1554,Fri 11/4,Pennsylvania,3317854,47840
1555,Fri 11/4,Puerto Rico,1019369,5273
1556,Fri 11/4,Rhode Island,433348,3705
1557,Fri 11/4,South Carolina,1725160,18633
1558,Fri 11/4,South Dakota,265019,3065
1559,Fri 11/4,Tennessee,2305487,27839
1560,Fri 11/4,Texas,7932946,91376
1561,Fri 11/4,Utah,1048168,5065
1562,Fri 11/4,Vermont,145409,754
1563,Fri 11/4,Virgin Islands,23388,124
1564,Fri 11/4,Virginia,2124932,22222
1565,Fri 11/4,Washington,1839241,14630
1566,Fri 11/4,West Virginia,609356,7534
1567,Fri 11/4,Wisconsin,1902612,15492
1568,Fri 11/4,Wyoming,178866,1914
1569,Sat 11/5,Alabama,1534287,20558
1570,Sat 11/5,Alaska,298845,1369
1571,Sat 11/5,American Samoa,8257,34
1572,Sat 11/5,Arizona,2293015,31573
1573,Sat 11/5,Arkansas,961287,12519
1574,Sat 11/5,California,11385477,97025
1575,Sat 11/5,Colorado,1686535,13653
1576,Sat 11/5,Connecticut,914850,11478
1577,Sat 11/5,Delaware,313913,3147
1578,Sat 11/5,District of Columbia,170041,1397
1579,Sat 11/5,Florida,7172457,82541
1580,Sat 11/5,Georgia,2839500,39127
1581,Sat 11/5,Guam,59804,404
1582,Sat 11/5,Hawaii,354077,1708
1583,Sat 11/5,Idaho,501043,5228
1584,Sat 11/5,Illinois,3830714,40058
1585,Sat 11/5,Indiana,1942708,24950
1586,Sat 11/5,Iowa,864752,10207
1587,Sat 11/5,Kansas,890703,9645
1588,Sat 11/5,Kentucky,1618948,17322
1589,Sat 11/5,Louisiana,1463379,18193
1590,Sat 11/5,Maine,298571,2679
1591,Sat 11/5,Maryland,1272849,15592
1592,Sat 11/5,Massachusetts,2092838,22106
1593,Sat 11/5,Michigan,2897827,39407
1594,Sat 11/5,Minnesota,1691086,13873
1595,Sat 11/5,Mississippi,934401,12992
1596,Sat 11/5,Missouri,1690568,21869
1597,Sat 11/5,Montana,315584,3577
1598,Sat 11/5,Nebraska,536296,4562
1599,Sat 11/5,Nevada,854702,11570
1600,Sat 11/5,New Hampshire,357999,2769
1601,Sat 11/5,New Jersey,2805871,34942
1602,Sat 11/5,New Mexico,630704,8666
1603,Sat 11/5,New York,6260856,72537
1604,Sat 11/5,North Carolina,3246175,27244
1605,Sat 11/5,North Dakota,273779,2434
1606,Sat 11/5,Northern Mariana Islands,13212,41
1607,Sat 11/5,Ohio,3197300,40249
1608,Sat 11/5,Oklahoma,1211210,14992
1609,Sat 11/5,Oregon,910693,8726
1610,Sat 11/5,Pennsylvania,3317854,47840
1611,Sat 11/5,Puerto Rico,1020681,5276
1612,Sat 11/5,Rhode Island,433348,3705
1613,Sat 11/5,South Carolina,1725160,18633
1614,Sat 11/5,South Dakota,265019,3065
1615,Sat 11/5,Tennessee,2305487,27839
1616,Sat 11/5,Texas,7932946,91376
1617,Sat 11/5,Utah,1048168,5065
1618,Sat 11/5,Vermont,145409,754
1619,Sat 11/5,Virgin Islands,23388,124
1620,Sat 11/5,Virginia,2124932,22222
1621,Sat 11/5,Washington,1839300,14630
1622,Sat 11/5,West Virginia,609356,7534
1623,Sat 11/5,Wisconsin,1902612,15492
1624,Sat 11/5,Wyoming,178866,1914
1625,Sun 11/6,Alabama,1534287,20558
1626,Sun 11/6,Alaska,298845,1369
1627,Sun 11/6,American Samoa,8257,34
1628,Sun 11/6,Arizona,2293015,31573
1629,Sun 11/6,Arkansas,961765,12521
1630,Sun 11/6,California,11385477,97025
1631,Sun 11/6,Colorado,1686535,13653
1632,Sun 11/6,Connecticut,915594,11478
1633,Sun 11/6,Delaware,313913,3147
1634,Sun 11/6,District of Columbia,170041,1397
1635,Sun 11/6,Florida,7172457,82541
1636,Sun 11/6,Georgia,2839500,39127
1637,Sun 11/6,Guam,59804,404
1638,Sun 11/6,Hawaii,354077,1708
1639,Sun 11/6,Idaho,501043,5228
1640,Sun 11/6,Illinois,3830714,40058
1641,Sun 11/6,Indiana,1942708,24950
1642,Sun 11/6,Iowa,864752,10207
1643,Sun 11/6,Kansas,890703,9645
1644,Sun 11/6,Kentucky,1618948,17322
1645,Sun 11/6,Louisiana,1463379,18193
1646,Sun 11/6,Maine,298571,2679
1647,Sun 11/6,Maryland,1272849,15592
1648,Sun 11/6,Massachusetts,2092838,22106
1649,Sun 11/6,Michigan,2897827,39407
1650,Sun 11/6,Minnesota,1691086,13873
1651,Sun 11/6,Mississippi,934401,12992
1652,Sun 11/6,Missouri,1690568,21869
1653,Sun 11/6,Montana,315584,3577
1654,Sun 11/6,Nebraska,536296,4562
1655,Sun 11/6,Nevada,854702,11570
1656,Sun 11/6,New Hampshire,357999,2769
1657,Sun 11/6,New Jersey,2808399,34942
1658,Sun 11/6,New Mexico,630704,8666
1659,Sun 11/6,New York,6262784,72537
1660,Sun 11/6,North Carolina,3246175,27244
1661,Sun 11/6,North Dakota,273779,2434
1662,Sun 11/6,Northern Mariana Islands,13212,41
1663,Sun 11/6,Ohio,3197300,40249
1664,Sun 11/6,Oklahoma,1211210,14992
1665,Sun 11/6,Oregon,910693,8726
1666,Sun 11/6,Pennsylvania,3317854,47840
1667,Sun 11/6,Puerto Rico,1021642,5279
1668,Sun 11/6,Rhode Island,433348,3705
1669,Sun 11/6,South Carolina,1725160,18633
1670,Sun 11/6,South Dakota,265019,3065
1671,Sun 11/6,Tennessee,2305487,27839
1672,Sun 11/6,Texas,7932946,91376
1673,Sun 11/6,Utah,1048168,5065
1674,Sun 11/6,Vermont,145409,754
1675,Sun 11/6,Virgin Islands,23388,124
1676,Sun 11/6,Virginia,2124932,22222
1677,Sun 11/6,Washington,1839300,14630
1678,Sun 11/6,West Virginia,609356,7534
1679,Sun 11/6,Wisconsin,1902612,15492
1680,Sun 11/6,Wyoming,178866,1914
1681,Mon 11/7,Alabama,1534287,20558
1682,Mon 11/7,Alaska,298845,1369
1683,Mon 11/7,American Samoa,8257,34
1684,Mon 11/7,Arizona,2293015,31573
1685,Mon 11/7,Arkansas,961908,12521
1686,Mon 11/7,California,11388453,97042
1687,Mon 11/7,Colorado,1688375,13658
1688,Mon 11/7,Connecticut,915785,11478
1689,Mon 11/7,Delaware,314303,3147
1690,Mon 11/7,District of Columbia,170041,1397
1691,Mon 11/7,Florida,7172457,82541
1692,Mon 11/7,Georgia,2839500,39127
1693,Mon 11/7,Guam,59804,404
1694,Mon 11/7,Hawaii,354077,1708
1695,Mon 11/7,Idaho,501056,5228
1696,Mon 11/7,Illinois,3835468,40064
1697,Mon 11/7,Indiana,1942708,24950
1698,Mon 11/7,Iowa,864752,10207
1699,Mon 11/7,Kansas,890703,9645
1700,Mon 11/7,Kentucky,1624756,17363
1701,Mon 11/7,Louisiana,1463379,18193
1702,Mon 11/7,Maine,298571,2679
1703,Mon 11/7,Maryland,1273721,15593
1704,Mon 11/7,Massachusetts,2092838,22106
1705,Mon 11/7,Michigan,2897827,39407
1706,Mon 11/7,Minnesota,1691086,13873
1707,Mon 11/7,Mississippi,934401,12992
1708,Mon 11/7,Missouri,1690691,21869
1709,Mon 11/7,Montana,315677,3577
1710,Mon 11/7,Nebraska,536456,4562
1711,Mon 11/7,Nevada,854702,11570
1712,Mon 11/7,New Hampshire,358458,2772
1713,Mon 11/7,New Jersey,2810076,34949
1714,Mon 11/7,New Mexico,631988,8668
1715,Mon 11/7,New York,6272789,72572
1716,Mon 11/7,North Carolina,3246175,27244
1717,Mon 11/7,North Dakota,273779,2434
1718,Mon 11/7,Northern Mariana Islands,13212,41
1719,Mon 11/7,Ohio,3197300,40249
1720,Mon 11/7,Oklahoma,1211210,14992
1721,Mon 11/7,Oregon,910693,8726
1722,Mon 11/7,Pennsylvania,3318490,47840
1723,Mon 11/7,Puerto Rico,1022241,5279
1724,Mon 11/7,Rhode Island,433348,3705
1725,Mon 11/7,South Carolina,1725160,18633
1726,Mon 11/7,South Dakota,265019,3065
1727,Mon 11/7,Tennessee,2305487,27839
1728,Mon 11/7,Texas,7936925,91390
1729,Mon 11/7,Utah,1048168,5065
1730,Mon 11/7,Vermont,145409,754
1731,Mon 11/7,Virgin Islands,23413,124
1732,Mon 11/7,Virginia,2127581,22226
1733,Mon 11/7,Washington,1839328,14630
1734,Mon 11/7,West Virginia,609944,7536
1735,Mon 11/7,Wisconsin,1902612,15492
1736,Mon 11/7,Wyoming,178866,1914
1737,Tue 11/8,Alabama,1534287,20558
1738,Tue 11/8,Alaska,298969,1369
1739,Tue 11/8,American Samoa,8257,34
1740,Tue 11/8,Arizona,2293015,31573
1741,Tue 11/8,Arkansas,962329,12522
1742,Tue 11/8,California,11389933,97050
1743,Tue 11/8,Colorado,1689838,13671
1744,Tue 11/8,Connecticut,916172,11477
1745,Tue 11/8,Delaware,314303,3147
1746,Tue 11/8,District of Columbia,170041,1397
1747,Tue 11/8,Florida,7172457,82541
1748,Tue 11/8,Georgia,2839500,39127
1749,Tue 11/8,Guam,59908,405
1750,Tue 11/8,Hawaii,354077,1708
1751,Tue 11/8,Idaho,501065,5228
1752,Tue 11/8,Illinois,3835468,40064
1753,Tue 11/8,Indiana,1942708,24950
1754,Tue 11/8,Iowa,864752,10207
1755,Tue 11/8,Kansas,890703,9645
1756,Tue 11/8,Kentucky,1624756,17363
1757,Tue 11/8,Louisiana,1463379,18193
1758,Tue 11/8,Maine,298906,2698
1759,Tue 11/8,Maryland,1273721,15593
1760,Tue 11/8,Massachusetts,2092838,22106
1761,Tue 11/8,Michigan,2897827,39407
1762,Tue 11/8,Minnesota,1691086,13873
1763,Tue 11/8,Mississippi,934401,12992
1764,Tue 11/8,Missouri,1694272,21921
1765,Tue 11/8,Montana,315677,3577
1766,Tue 11/8,Nebraska,536548,4562
1767,Tue 11/8,Nevada,854702,11570
1768,Tue 11/8,New Hampshire,358581,2776
1769,Tue 11/8,New Jersey,2810076,34949
1770,Tue 11/8,New Mexico,632738,8675
1771,Tue 11/8,New York,6274325,72619
1772,Tue 11/8,North Carolina,3246175,27244
1773,Tue 11/8,North Dakota,273779,2434
1774,Tue 11/8,Northern Mariana Islands,13212,41
1775,Tue 11/8,Ohio,3197300,40249
1776,Tue 11/8,Oklahoma,1211210,14992
1777,Tue 11/8,Oregon,910693,8726
1778,Tue 11/8,Pennsylvania,3318490,47840
1779,Tue 11/8,Puerto Rico,1022644,5280
1780,Tue 11/8,Rhode Island,433348,3705
1781,Tue 11/8,South Carolina,1729333,18660
1782,Tue 11/8,South Dakota,265019,3065
1783,Tue 11/8,Tennessee,2305487,27839
1784,Tue 11/8,Texas,7937273,91391
1785,Tue 11/8,Utah,1048168,5065
1786,Tue 11/8,Vermont,145409,754
1787,Tue 11/8,Virgin Islands,23413,124
1788,Tue 11/8,Virginia,2128552,22231
1789,Tue 11/8,Washington,1840128,14638
1790,Tue 11/8,West Virginia,609944,7536
1791,Tue 11/8,Wisconsin,1906153,15509
1792,Tue 11/8,Wyoming,179366,1917
1793,Wed 11/9,Alabama,1534287,20558
1794,Wed 11/9,Alaska,298969,1369
1795,Wed 11/9,American Samoa,8257,34
1796,Wed 11/9,Arizona,2300375,31613
1797,Wed 11/9,Arkansas,962764,12523
1798,Wed 11/9,California,11392604,97077
1799,Wed 11/9,Colorado,1691057,13678
1800,Wed 11/9,Connecticut,916657,11527
1801,Wed 11/9,Delaware,314553,3148
1802,Wed 11/9,District of Columbia,170041,1397
1803,Wed 11/9,Florida,7172457,82541
1804,Wed 11/9,Georgia,2843881,39231
1805,Wed 11/9,Guam,59908,405
1806,Wed 11/9,Hawaii,355293,1713
1807,Wed 11/9,Idaho,502188,5240
1808,Wed 11/9,Illinois,3839548,40083
1809,Wed 11/9,Indiana,1948019,24950
1810,Wed 11/9,Iowa,866615,10229
1811,Wed 11/9,Kansas,893309,9645
1812,Wed 11/9,Kentucky,1624756,17363
1813,Wed 11/9,Louisiana,1465700,18217
1814,Wed 11/9,Maine,299138,2711
1815,Wed 11/9,Maryland,1275482,15603
1816,Wed 11/9,Massachusetts,2092838,22106
1817,Wed 11/9,Michigan,2899075,39522
1818,Wed 11/9,Minnesota,1691086,13873
1819,Wed 11/9,Mississippi,935770,13005
1820,Wed 11/9,Missouri,1694360,21921
1821,Wed 11/9,Montana,315677,3577
1822,Wed 11/9,Nebraska,536642,4563
1823,Wed 11/9,Nevada,854702,11580
1824,Wed 11/9,New Hampshire,358814,2782
1825,Wed 11/9,New Jersey,2813645,34967
1826,Wed 11/9,New Mexico,633631,8677
1827,Wed 11/9,New York,6280581,72667
1828,Wed 11/9,North Carolina,3255540,27274
1829,Wed 11/9,North Dakota,273779,2434
1830,Wed 11/9,Northern Mariana Islands,13212,41
1831,Wed 11/9,Ohio,3197300,40249
