id,Date,State,Total Confirmed Cases,Total Deaths
3769,Wed 12/14,Indiana,1987017,25230
3770,Wed 12/14,Iowa,880770,10345
3771,Wed 12/14,Kansas,910226,9834
3772,Wed 12/14,Kentucky,1650511,17667
3773,Wed 12/14,Louisiana,1482269,18324
3774,Wed 12/14,Maine,303854,2802
3775,Wed 12/14,Maryland,1301829,15929
3776,Wed 12/14,Massachusetts,2124243,22574
3777,Wed 12/14,Michigan,2954419,40455
3778,Wed 12/14,Minnesota,1719549,14155
3779,Wed 12/14,Mississippi,946657,13093
3780,Wed 12/14,Missouri,1727326,23195
3781,Wed 12/14,Montana,320409,3628
3782,Wed 12/14,Nebraska,548912,4832
3783,Wed 12/14,Nevada,868630,11811
3784,Wed 12/14,New Hampshire,364003,2836
3785,Wed 12/14,New Jersey,2882627,35310
3786,Wed 12/14,New Mexico,654144,8773
3787,Wed 12/14,New York,6460218,77303
3788,Wed 12/14,North Carolina,3300138,28760
3789,Wed 12/14,North Dakota,278399,2457
3790,Wed 12/14,Northern Mariana Islands,13227,41
3791,Wed 12/14,Ohio,3259911,40810
3792,Wed 12/14,Oklahoma,1232202,16014
3793,Wed 12/14,Oregon,933108,8940
3794,Wed 12/14,Pennsylvania,3388571,48746
3795,Wed 12/14,Puerto Rico,1064137,5455
3796,Wed 12/14,Rhode Island,439773,3793
3797,Wed 12/14,South Carolina,1751646,19346
3798,Wed 12/14,South Dakota,270809,3135
3799,Wed 12/14,Tennessee,2348275,28183
3800,Wed 12/14,Texas,8049090,92523
3801,Wed 12/14,Utah,1066753,5138
3802,Wed 12/14,Vermont,147657,781
3803,Wed 12/14,Virgin Islands,23669,126
3804,Wed 12/14,Virginia,2171414,22700
3805,Wed 12/14,Washington,1871929,14929
3806,Wed 12/14,West Virginia,618480,7776
3807,Wed 12/14,Wisconsin,1943499,15764
3808,Wed 12/14,Wyoming,182198,1951
3809,Thu 12/15,Alabama,1561557,21178
3810,Thu 12/15,Alaska,301071,1390
3811,Thu 12/15,American Samoa,8265,34
3812,Thu 12/15,Arizona,2365080,31929
3813,Thu 12/15,Arkansas,977088,12663
3814,Thu 12/15,California,11685057,100350
3815,Thu 12/15,Colorado,1723043,13769
3816,Thu 12/15,Connecticut,936976,11659
3817,Thu 12/15,Delaware,319477,3185
3818,Thu 12/15,District of Columbia,172626,1407
3819,Thu 12/15,Florida,7226875,83200
3820,Thu 12/15,Georgia,2876843,39810
3821,Thu 12/15,Guam,60543,411
3822,Thu 12/15,Hawaii,360969,1745
3823,Thu 12/15,Idaho,509287,5301
3824,Thu 12/15,Illinois,3934504,40477
3825,Thu 12/15,Indiana,1987017,25303
3826,Thu 12/15,Iowa,880770,10345
3827,Thu 12/15,Kansas,910226,9834
3828,Thu 12/15,Kentucky,1650511,17667
3829,Thu 12/15,Louisiana,1482269,18324
3830,Thu 12/15,Maine,304098,2802
3831,Thu 12/15,Maryland,1303048,15936
3832,Thu 12/15,Massachusetts,2134100,22683
3833,Thu 12/15,Michigan,2963404,40510
3834,Thu 12/15,Minnesota,1725293,14220
3835,Thu 12/15,Mississippi,946657,13093
3836,Thu 12/15,Missouri,1727729,23195
3837,Thu 12/15,Montana,320409,3628
3838,Thu 12/15,Nebraska,550012,4834
3839,Thu 12/15,Nevada,871644,11811
3840,Thu 12/15,New Hampshire,364282,2839
3841,Thu 12/15,New Jersey,2885988,35331
3842,Thu 12/15,New Mexico,654580,8778
3843,Thu 12/15,New York,6468605,77331
3844,Thu 12/15,North Carolina,3300138,28760
3845,Thu 12/15,North Dakota,278399,2461
3846,Thu 12/15,Northern Mariana Islands,13227,41
3847,Thu 12/15,Ohio,3276630,40874
3848,Thu 12/15,Oklahoma,1237781,16033
3849,Thu 12/15,Oregon,933108,8940
3850,Thu 12/15,Pennsylvania,3388571,48746
3851,Thu 12/15,Puerto Rico,1066412,5463
3852,Thu 12/15,Rhode Island,441692,3808
3853,Thu 12/15,South Carolina,1751646,19346
3854,Thu 12/15,South Dakota,270809,3135
3855,Thu 12/15,Tennessee,2348275,28183
3856,Thu 12/15,Texas,8049132,92527
3857,Thu 12/15,Utah,1070006,5161
3858,Thu 12/15,Vermont,147657,781
3859,Thu 12/15,Virgin Islands,23679,126
3860,Thu 12/15,Virginia,2173547,22709
3861,Thu 12/15,Washington,1871929,14929
3862,Thu 12/15,West Virginia,618893,7783
3863,Thu 12/15,Wisconsin,1944979,15780
3864,Thu 12/15,Wyoming,182198,1951
3865,Fri 12/16,Alabama,1561557,21178
3866,Fri 12/16,Alaska,301071,1390
3867,Fri 12/16,American Samoa,8265,34
3868,Fri 12/16,Arizona,2365080,31929
3869,Fri 12/16,Arkansas,977638,12667
3870,Fri 12/16,California,11688449,100370
3871,Fri 12/16,Colorado,1724056,13791
3872,Fri 12/16,Connecticut,937673,11665
3873,Fri 12/16,Delaware,319477,3185
3874,Fri 12/16,District of Columbia,172626,1407
3875,Fri 12/16,Florida,7269428,83606
3876,Fri 12/16,Georgia,2876843,39810
3877,Fri 12/16,Guam,60543,411
3878,Fri 12/16,Hawaii,360969,1745
3879,Fri 12/16,Idaho,509354,5301
3880,Fri 12/16,Illinois,3937076,40502
3881,Fri 12/16,Indiana,1987017,25303
3882,Fri 12/16,Iowa,880770,10345
3883,Fri 12/16,Kansas,910442,9843
3884,Fri 12/16,Kentucky,1650511,17667
3885,Fri 12/16,Louisiana,1482269,18324
3886,Fri 12/16,Maine,304301,2802
3887,Fri 12/16,Maryland,1304103,15943
3888,Fri 12/16,Massachusetts,2134100,22683
3889,Fri 12/16,Michigan,2963404,40510
3890,Fri 12/16,Minnesota,1725293,14220
3891,Fri 12/16,Mississippi,946657,13093
3892,Fri 12/16,Missouri,1728133,23198
3893,Fri 12/16,Montana,321398,3632
3894,Fri 12/16,Nebraska,551882,4835
3895,Fri 12/16,Nevada,871644,11811
3896,Fri 12/16,New Hampshire,364531,2842
3897,Fri 12/16,New Jersey,2888864,35343
3898,Fri 12/16,New Mexico,655004,8779
3899,Fri 12/16,New York,6476461,77336
3900,Fri 12/16,North Carolina,3300138,28760
3901,Fri 12/16,North Dakota,279330,2461
3902,Fri 12/16,Northern Mariana Islands,13227,41
3903,Fri 12/16,Ohio,3276630,40874
3904,Fri 12/16,Oklahoma,1237781,16033
3905,Fri 12/16,Oregon,933108,8940
3906,Fri 12/16,Pennsylvania,3388571,48746
3907,Fri 12/16,Puerto Rico,1068275,5466
3908,Fri 12/16,Rhode Island,441692,3808
3909,Fri 12/16,South Carolina,1751646,19346
3910,Fri 12/16,South Dakota,270809,3135
3911,Fri 12/16,Tennessee,2348275,28183
3912,Fri 12/16,Texas,8049502,92530
3913,Fri 12/16,Utah,1070006,5161
3914,Fri 12/16,Vermont,147657,781
3915,Fri 12/16,Virgin Islands,23679,126
3916,Fri 12/16,Virginia,2175749,22720
3917,Fri 12/16,Washington,1871929,14929
3918,Fri 12/16,West Virginia,619323,7786
3919,Fri 12/16,Wisconsin,1946391,15785
3920,Fri 12/16,Wyoming,182198,1951
3921,Sat 12/17,Alabama,1561557,21178
3922,Sat 12/17,Alaska,301071,1390
3923,Sat 12/17,American Samoa,8265,34
3924,Sat 12/17,Arizona,2365080,31929
3925,Sat 12/17,Arkansas,978105,12672
3926,Sat 12/17,California,11688449,100370
3927,Sat 12/17,Colorado,1724056,13791
3928,Sat 12/17,Connecticut,937673,11665
3929,Sat 12/17,Delaware,319477,3185
3930,Sat 12/17,District of Columbia,172626,1407
3931,Sat 12/17,Florida,7269428,83606
3932,Sat 12/17,Georgia,2876843,39810
3933,Sat 12/17,Guam,60543,411
3934,Sat 12/17,Hawaii,360969,1745
3935,Sat 12/17,Idaho,509354,5301
3936,Sat 12/17,Illinois,3937076,40502
3937,Sat 12/17,Indiana,1987017,25303
3938,Sat 12/17,Iowa,880770,10345
3939,Sat 12/17,Kansas,910442,9843
3940,Sat 12/17,Kentucky,1650511,17667
3941,Sat 12/17,Louisiana,1482269,18324
3942,Sat 12/17,Maine,304490,2802
3943,Sat 12/17,Maryland,1304103,15943
3944,Sat 12/17,Massachusetts,2134100,22683
3945,Sat 12/17,Michigan,2963404,40510
3946,Sat 12/17,Minnesota,1725293,14220
3947,Sat 12/17,Mississippi,946657,13093
3948,Sat 12/17,Missouri,1728132,23198
3949,Sat 12/17,Montana,321398,3632
3950,Sat 12/17,Nebraska,551882,4835
3951,Sat 12/17,Nevada,871644,11811
3952,Sat 12/17,New Hampshire,364531,2842
3953,Sat 12/17,New Jersey,2888864,35343
3954,Sat 12/17,New Mexico,655004,8779
3955,Sat 12/17,New York,6479369,77336
3956,Sat 12/17,North Carolina,3300138,28760
3957,Sat 12/17,North Dakota,279330,2461
3958,Sat 12/17,Northern Mariana Islands,13227,41
3959,Sat 12/17,Ohio,3276630,40874
3960,Sat 12/17,Oklahoma,1237781,16033
3961,Sat 12/17,Oregon,933108,8940
3962,Sat 12/17,Pennsylvania,3388571,48746
3963,Sat 12/17,Puerto Rico,1069640,5473
3964,Sat 12/17,Rhode Island,441692,3808
3965,Sat 12/17,South Carolina,1751646,19346
3966,Sat 12/17,South Dakota,270809,3135
3967,Sat 12/17,Tennessee,2348275,28183
3968,Sat 12/17,Texas,8049502,92530
3969,Sat 12/17,Utah,1070006,5161
3970,Sat 12/17,Vermont,147657,781
3971,Sat 12/17,Virgin Islands,23679,126
3972,Sat 12/17,Virginia,2175749,22720
3973,Sat 12/17,Washington,1871929,14929
3974,Sat 12/17,West Virginia,619323,7786
3975,Sat 12/17,Wisconsin,1946391,15785
3976,Sat 12/17,Wyoming,182198,1951
3977,Sun 12/18,Alabama,1561557,21178
3978,Sun 12/18,Alaska,301071,1390
3979,Sun 12/18,American Samoa,8265,34
3980,Sun 12/18,Arizona,2365080,31929
3981,Sun 12/18,Arkansas,978323,12672
3982,Sun 12/18,California,11688449,100370
3983,Sun 12/18,Colorado,1724056,13791
3984,Sun 12/18,Connecticut,938943,11665
3985,Sun 12/18,Delaware,319477,3185
3986,Sun 12/18,District of Columbia,172626,1407
3987,Sun 12/18,Florida,7269428,83606
3988,Sun 12/18,Georgia,2876843,39810
3989,Sun 12/18,Guam,60543,411
3990,Sun 12/18,Hawaii,360969,1745
3991,Sun 12/18,Idaho,509354,5301
3992,Sun 12/18,Illinois,3937076,40502
3993,Sun 12/18,Indiana,1987017,25303
3994,Sun 12/18,Iowa,880770,10345
3995,Sun 12/18,Kansas,910442,9843
3996,Sun 12/18,Kentucky,1650511,17667
3997,Sun 12/18,Louisiana,1482269,18324
3998,Sun 12/18,Maine,304490,2802
3999,Sun 12/18,Maryland,1304103,15943
4000,Sun 12/18,Massachusetts,2134100,22683
4001,Sun 12/18,Michigan,2963404,40510
4002,Sun 12/18,Minnesota,1725293,14220
4003,Sun 12/18,Mississippi,946657,13093
4004,Sun 12/18,Missouri,1728132,23198
4005,Sun 12/18,Montana,321398,3632
4006,Sun 12/18,Nebraska,551882,4835
4007,Sun 12/18,Nevada,871644,11811
4008,Sun 12/18,New Hampshire,364531,2842
4009,Sun 12/18,New Jersey,2888864,35343
4010,Sun 12/18,New Mexico,655004,8779
4011,Sun 12/18,New York,6481785,77336
4012,Sun 12/18,North Carolina,3300138,28760
4013,Sun 12/18,North Dakota,279330,2461
4014,Sun 12/18,Northern Mariana Islands,13227,41
4015,Sun 12/18,Ohio,3276630,40874
4016,Sun 12/18,Oklahoma,1237781,16033
4017,Sun 12/18,Oregon,933108,8940
4018,Sun 12/18,Pennsylvania,3388571,48746
4019,Sun 12/18,Puerto Rico,1071656,5473
4020,Sun 12/18,Rhode Island,441692,3808
4021,Sun 12/18,South Carolina,1751646,19346
4022,Sun 12/18,South Dakota,270809,3135
4023,Sun 12/18,Tennessee,2348275,28183
4024,Sun 12/18,Texas,8049502,92530
4025,Sun 12/18,Utah,1070006,5161
4026,Sun 12/18,Vermont,147657,781
4027,Sun 12/18,Virgin Islands,23679,126
4028,Sun 12/18,Virginia,2175749,22720
4029,Sun 12/18,Washington,1871929,14929
4030,Sun 12/18,West Virginia,619323,7786
4031,Sun 12/18,Wisconsin,1946391,15785
4032,Sun 12/18,Wyoming,182198,1951
4033,Mon 12/19,Alabama,1561557,21178
4034,Mon 12/19,Alaska,301071,1390
4035,Mon 12/19,American Samoa,8265,34
4036,Mon 12/19,Arizona,2365080,31929
4037,Mon 12/19,Arkansas,978501,12672
4038,Mon 12/19,California,11695224,100431
4039,Mon 12/19,Colorado,1725982,13802
4040,Mon 12/19,Connecticut,939281,11665
4041,Mon 12/19,Delaware,319477,3185
4042,Mon 12/19,District of Columbia,172626,1407
4043,Mon 12/19,Florida,7269428,83606
4044,Mon 12/19,Georgia,2876839,39810
4045,Mon 12/19,Guam,60543,411
4046,Mon 12/19,Hawaii,360969,1745
4047,Mon 12/19,Idaho,509367,5301
4048,Mon 12/19,Illinois,3946194,40525
4049,Mon 12/19,Indiana,1987017,25303
4050,Mon 12/19,Iowa,880770,10345
4051,Mon 12/19,Kansas,910442,9843
4052,Mon 12/19,Kentucky,1657086,17708
4053,Mon 12/19,Louisiana,1482269,18324
4054,Mon 12/19,Maine,304490,2802
4055,Mon 12/19,Maryland,1305474,15944
4056,Mon 12/19,Massachusetts,2134100,22683
4057,Mon 12/19,Michigan,2963404,40510
4058,Mon 12/19,Minnesota,1725293,14220
4059,Mon 12/19,Mississippi,946657,13093
4060,Mon 12/19,Missouri,1728837,23201
4061,Mon 12/19,Montana,321522,3632
4062,Mon 12/19,Nebraska,552369,4835
4063,Mon 12/19,Nevada,871644,11811
4064,Mon 12/19,New Hampshire,365089,2843
4065,Mon 12/19,New Jersey,2895740,35361
4066,Mon 12/19,New Mexico,655719,8784
4067,Mon 12/19,New York,6495361,77378
4068,Mon 12/19,North Carolina,3300138,28760
4069,Mon 12/19,North Dakota,279330,2461
4070,Mon 12/19,Northern Mariana Islands,13236,41
4071,Mon 12/19,Ohio,3276630,40874
4072,Mon 12/19,Oklahoma,1237781,16033
4073,Mon 12/19,Oregon,933108,8940
4074,Mon 12/19,Pennsylvania,3389458,48746
4075,Mon 12/19,Puerto Rico,1072521,5473
4076,Mon 12/19,Rhode Island,441692,3808
4077,Mon 12/19,South Carolina,1751646,19346
4078,Mon 12/19,South Dakota,270809,3135
4079,Mon 12/19,Tennessee,2348275,28183
4080,Mon 12/19,Texas,8050072,92535
4081,Mon 12/19,Utah,1070006,5161
4082,Mon 12/19,Vermont,147657,781
4083,Mon 12/19,Virgin Islands,23692,127
4084,Mon 12/19,Virginia,2180387,22731
4085,Mon 12/19,Washington,1871929,14929
4086,Mon 12/19,West Virginia,620243,7786
4087,Mon 12/19,Wisconsin,1946391,15785
4088,Mon 12/19,Wyoming,182198,1951
4089,Tue 12/20,Alabama,1561557,21178
4090,Tue 12/20,Alaska,301449,1408
4091,Tue 12/20,American Samoa,8265,34
4092,Tue 12/20,Arizona,2365080,31929
4093,Tue 12/20,Arkansas,979282,12675
4094,Tue 12/20,California,11696011,100445
4095,Tue 12/20,Colorado,1727215,13813
4096,Tue 12/20,Connecticut,940702,11733
4097,Tue 12/20,Delaware,319477,3185
4098,Tue 12/20,District of Columbia,172626,1407
4099,Tue 12/20,Florida,7269428,83606
4100,Tue 12/20,Georgia,2876839,39810
4101,Tue 12/20,Guam,60704,412
4102,Tue 12/20,Hawaii,360969,1745
4103,Tue 12/20,Idaho,509373,5301
4104,Tue 12/20,Illinois,3948687,40543
4105,Tue 12/20,Indiana,1987017,25303
4106,Tue 12/20,Iowa,880770,10345
4107,Tue 12/20,Kansas,910442,9844
4108,Tue 12/20,Kentucky,1657664,17708
4109,Tue 12/20,Louisiana,1482269,18324
4110,Tue 12/20,Maine,304797,2803
4111,Tue 12/20,Maryland,1307751,15960
4112,Tue 12/20,Massachusetts,2134100,22683
4113,Tue 12/20,Michigan,2968706,40605
4114,Tue 12/20,Minnesota,1725293,14220
4115,Tue 12/20,Mississippi,946657,13093
4116,Tue 12/20,Missouri,1735177,23242
4117,Tue 12/20,Montana,321522,3632
4118,Tue 12/20,Nebraska,552369,4835
4119,Tue 12/20,Nevada,871644,11811
4120,Tue 12/20,New Hampshire,365206,2844
4121,Tue 12/20,New Jersey,2898720,35379
4122,Tue 12/20,New Mexico,656049,8789
4123,Tue 12/20,New York,6500483,77440
4124,Tue 12/20,North Carolina,3300138,28760
4125,Tue 12/20,North Dakota,279330,2461
4126,Tue 12/20,Northern Mariana Islands,13236,41
4127,Tue 12/20,Ohio,3276630,40874
4128,Tue 12/20,Oklahoma,1237781,16033
4129,Tue 12/20,Oregon,933108,8940
4130,Tue 12/20,Pennsylvania,3389458,48746
4131,Tue 12/20,Puerto Rico,1072947,5485
4132,Tue 12/20,Rhode Island,441692,3808
4133,Tue 12/20,South Carolina,1760204,19368
4134,Tue 12/20,South Dakota,270809,3135
4135,Tue 12/20,Tennessee,2348275,28183
4136,Tue 12/20,Texas,8051059,92538
4137,Tue 12/20,Utah,1070006,5161
4138,Tue 12/20,Vermont,147657,781
4139,Tue 12/20,Virgin Islands,23712,127
4140,Tue 12/20,Virginia,2182520,22738
4141,Tue 12/20,Washington,1872286,14938
4142,Tue 12/20,West Virginia,620606,7786
4143,Tue 12/20,Wisconsin,1950397,15803
4144,Tue 12/20,Wyoming,182581,1959
4145,Wed 12/21,Alabama,1568934,21208
4146,Wed 12/21,Alaska,301449,1408
4147,Wed 12/21,American Samoa,8265,34
4148,Wed 12/21,Arizona,2373361,32038
4149,Wed 12/21,Arkansas,980122,12680
4150,Wed 12/21,California,11699232,100485
4151,Wed 12/21,Colorado,1728600,13826
4152,Wed 12/21,Connecticut,941267,11733
4153,Wed 12/21,Delaware,320581,3205
4154,Wed 12/21,District of Columbia,172626,1407
4155,Wed 12/21,Florida,7269428,83606
4156,Wed 12/21,Georgia,2888123,39913
4157,Wed 12/21,Guam,60727,412
4158,Wed 12/21,Hawaii,362117,1755
4159,Wed 12/21,Idaho,510652,5316
4160,Wed 12/21,Illinois,3953906,40564
4161,Wed 12/21,Indiana,1996253,25303
4162,Wed 12/21,Iowa,884262,10391
4163,Wed 12/21,Kansas,914319,9844
4164,Wed 12/21,Kentucky,1657664,17708
4165,Wed 12/21,Louisiana,1507707,18345
4166,Wed 12/21,Maine,305032,2803
4167,Wed 12/21,Maryland,1309366,15969
4168,Wed 12/21,Massachusetts,2134100,22683
4169,Wed 12/21,Michigan,2968706,40605
4170,Wed 12/21,Minnesota,1725293,14220
4171,Wed 12/21,Mississippi,951070,13113
4172,Wed 12/21,Missouri,1735594,23244
4173,Wed 12/21,Montana,321522,3632
4174,Wed 12/21,Nebraska,552934,4840
4175,Wed 12/21,Nevada,871644,11838
4176,Wed 12/21,New Hampshire,365554,2847
4177,Wed 12/21,New Jersey,2901542,35387
4178,Wed 12/21,New Mexico,656437,8792
4179,Wed 12/21,New York,6506566,77478
4180,Wed 12/21,North Carolina,3316814,28789
4181,Wed 12/21,North Dakota,279330,2461
4182,Wed 12/21,Northern Mariana Islands,13236,41
4183,Wed 12/21,Ohio,3276630,40874
4184,Wed 12/21,Oklahoma,1237781,16033
4185,Wed 12/21,Oregon,936721,8953
4186,Wed 12/21,Pennsylvania,3403177,48881
4187,Wed 12/21,Puerto Rico,1073967,5490
4188,Wed 12/21,Rhode Island,441692,3808
4189,Wed 12/21,South Carolina,1760204,19368
4190,Wed 12/21,South Dakota,271433,3136
4191,Wed 12/21,Tennessee,2358463,28262
4192,Wed 12/21,Texas,8080404,92623
4193,Wed 12/21,Utah,1070006,5161
4194,Wed 12/21,Vermont,148031,791
4195,Wed 12/21,Virgin Islands,23721,127
4196,Wed 12/21,Virginia,2185265,22754
4197,Wed 12/21,Washington,1878434,15021
4198,Wed 12/21,West Virginia,621117,7786
4199,Wed 12/21,Wisconsin,1951930,15810
4200,Wed 12/21,Wyoming,182581,1959
4201,Thu 12/22,Alabama,1568934,21208
4202,Thu 12/22,Alaska,301449,1408
4203,Thu 12/22,American Samoa,8266,34
4204,Thu 12/22,Arizona,2373361,32038
4205,Thu 12/22,Arkansas,980736,12684
4206,Thu 12/22,California,11769634,100606
4207,Thu 12/22,Colorado,1729516,13831
4208,Thu 12/22,Connecticut,942022,11733
4209,Thu 12/22,Delaware,320581,3205
4210,Thu 12/22,District of Columbia,173626,1411
4211,Thu 12/22,Florida,7269428,83606
4212,Thu 12/22,Georgia,2888123,39913
4213,Thu 12/22,Guam,60727,412
4214,Thu 12/22,Hawaii,362117,1755
4215,Thu 12/22,Idaho,510656,5316
4216,Thu 12/22,Illinois,3957136,40586
4217,Thu 12/22,Indiana,1996253,25303
4218,Thu 12/22,Iowa,884263,10391
4219,Thu 12/22,Kansas,914319,9844
4220,Thu 12/22,Kentucky,1657664,17708
4221,Thu 12/22,Louisiana,1507707,18345
4222,Thu 12/22,Maine,305306,2803
4223,Thu 12/22,Maryland,1310411,15979
4224,Thu 12/22,Massachusetts,2144967,22793
4225,Thu 12/22,Michigan,2977727,40659
4226,Thu 12/22,Minnesota,1731172,14273
4227,Thu 12/22,Mississippi,951070,13113
4228,Thu 12/22,Missouri,1736053,23251
4229,Thu 12/22,Montana,321522,3632
4230,Thu 12/22,Nebraska,553378,4840
4231,Thu 12/22,Nevada,874117,11838
4232,Thu 12/22,New Hampshire,365847,2850
4233,Thu 12/22,New Jersey,2905434,35429
4234,Thu 12/22,New Mexico,656836,8794
4235,Thu 12/22,New York,6515108,77514
4236,Thu 12/22,North Carolina,3316814,28789
4237,Thu 12/22,North Dakota,279330,2469
4238,Thu 12/22,Northern Mariana Islands,13236,41
4239,Thu 12/22,Ohio,3294521,40949
4240,Thu 12/22,Oklahoma,1244121,16041
4241,Thu 12/22,Oregon,936721,8953
4242,Thu 12/22,Pennsylvania,3403177,48881
4243,Thu 12/22,Puerto Rico,1076489,5499
4244,Thu 12/22,Rhode Island,443645,3800
4245,Thu 12/22,South Carolina,1760204,19368
4246,Thu 12/22,South Dakota,271433,3136
4247,Thu 12/22,Tennessee,2358463,28262
4248,Thu 12/22,Texas,8080404,92625
4249,Thu 12/22,Utah,1072888,5177
4250,Thu 12/22,Vermont,148031,791
4251,Thu 12/22,Virgin Islands,23728,127
4252,Thu 12/22,Virginia,2188049,22763
4253,Thu 12/22,Washington,1879139,15021
4254,Thu 12/22,West Virginia,621614,7786
4255,Thu 12/22,Wisconsin,1953390,15819
4256,Thu 12/22,Wyoming,182581,1959
4257,Fri 12/23,Alabama,1568934,21208
4258,Fri 12/23,Alaska,301449,1408
4259,Fri 12/23,American Samoa,8266,34
4260,Fri 12/23,Arizona,2373361,32038
4261,Fri 12/23,Arkansas,981276,12690
4262,Fri 12/23,California,11772574,100628
4263,Fri 12/23,Colorado,1730237,13857
4264,Fri 12/23,Connecticut,943284,11733
4265,Fri 12/23,Delaware,320581,3205
4266,Fri 12/23,District of Columbia,173626,1411
4267,Fri 12/23,Florida,7269428,83606
4268,Fri 12/23,Georgia,2888123,39913
4269,Fri 12/23,Guam,60727,412
4270,Fri 12/23,Hawaii,362117,1755
4271,Fri 12/23,Idaho,510661,5316
4272,Fri 12/23,Illinois,3960888,40610
4273,Fri 12/23,Indiana,1996253,25303
4274,Fri 12/23,Iowa,884263,10391
4275,Fri 12/23,Kansas,914344,9850
4276,Fri 12/23,Kentucky,1657664,17708
4277,Fri 12/23,Louisiana,1507707,18345
4278,Fri 12/23,Maine,305446,2803
4279,Fri 12/23,Maryland,1311672,15985
4280,Fri 12/23,Massachusetts,2144967,22793
4281,Fri 12/23,Michigan,2977727,40659
4282,Fri 12/23,Minnesota,1731172,14273
4283,Fri 12/23,Mississippi,951070,13113
4284,Fri 12/23,Missouri,1736293,23252
4285,Fri 12/23,Montana,322437,3635
4286,Fri 12/23,Nebraska,554953,4841
4287,Fri 12/23,Nevada,874117,11838
4288,Fri 12/23,New Hampshire,366116,2851
4289,Fri 12/23,New Jersey,2908733,35446
4290,Fri 12/23,New Mexico,657140,8802
4291,Fri 12/23,New York,6523020,77546
4292,Fri 12/23,North Carolina,3316814,28789
4293,Fri 12/23,North Dakota,280043,2469
4294,Fri 12/23,Northern Mariana Islands,13236,41
4295,Fri 12/23,Ohio,3294521,40949
4296,Fri 12/23,Oklahoma,1244121,16041
4297,Fri 12/23,Oregon,936721,8953
4298,Fri 12/23,Pennsylvania,3403177,48881
4299,Fri 12/23,Puerto Rico,1078239,5502
4300,Fri 12/23,Rhode Island,443645,3800
4301,Fri 12/23,South Carolina,1760204,19368
4302,Fri 12/23,South Dakota,271433,3136
4303,Fri 12/23,Tennessee,2358463,28262
4304,Fri 12/23,Texas,8080404,92628
4305,Fri 12/23,Utah,1072888,5177
4306,Fri 12/23,Vermont,148031,791
4307,Fri 12/23,Virgin Islands,23734,127
4308,Fri 12/23,Virginia,2190699,22773
4309,Fri 12/23,Washington,1879139,15021
4310,Fri 12/23,West Virginia,621614,7786
4311,Fri 12/23,Wisconsin,1954481,15826
4312,Fri 12/23,Wyoming,182581,1959
4313,Sat 12/24,Alabama,1568934,21208
4314,Sat 12/24,Alaska,301449,1408
4315,Sat 12/24,American Samoa,8266,34
4316,Sat 12/24,Arizona,2373361,32038
4317,Sat 12/24,Arkansas,981569,12690
4318,Sat 12/24,California,11772574,100628
4319,Sat 12/24,Colorado,1730237,13857
4320,Sat 12/24,Connecticut,943284,11733
4321,Sat 12/24,Delaware,320581,3205
4322,Sat 12/24,District of Columbia,173626,1411
4323,Sat 12/24,Florida,7269428,83606
4324,Sat 12/24,Georgia,2888123,39913
4325,Sat 12/24,Guam,60727,412
4326,Sat 12/24,Hawaii,362117,1755
4327,Sat 12/24,Idaho,510661,5316
4328,Sat 12/24,Illinois,3960888,40610
4329,Sat 12/24,Indiana,1996253,25303
4330,Sat 12/24,Iowa,884263,10389
4331,Sat 12/24,Kansas,914344,9850
4332,Sat 12/24,Kentucky,1657664,17708
4333,Sat 12/24,Louisiana,1507707,18345
4334,Sat 12/24,Maine,305600,2803
4335,Sat 12/24,Maryland,1311672,15985
4336,Sat 12/24,Massachusetts,2144967,22793
4337,Sat 12/24,Michigan,2977727,40659
4338,Sat 12/24,Minnesota,1731172,14273
4339,Sat 12/24,Mississippi,951070,13113
4340,Sat 12/24,Missouri,1736293,23252
4341,Sat 12/24,Montana,322437,3635
4342,Sat 12/24,Nebraska,554953,4841
4343,Sat 12/24,Nevada,874117,11838
4344,Sat 12/24,New Hampshire,366116,2851
4345,Sat 12/24,New Jersey,2908733,35446
4346,Sat 12/24,New Mexico,657140,8802
4347,Sat 12/24,New York,6526059,77546
4348,Sat 12/24,North Carolina,3316814,28789
4349,Sat 12/24,North Dakota,280043,2469
4350,Sat 12/24,Northern Mariana Islands,13236,41
4351,Sat 12/24,Ohio,3294521,40949
4352,Sat 12/24,Oklahoma,1244121,16041
4353,Sat 12/24,Oregon,936721,8953
4354,Sat 12/24,Pennsylvania,3403177,48881
4355,Sat 12/24,Puerto Rico,1079676,5506
4356,Sat 12/24,Rhode Island,443645,3800
4357,Sat 12/24,South Carolina,1760204,19368
4358,Sat 12/24,South Dakota,271433,3136
4359,Sat 12/24,Tennessee,2358463,28262
4360,Sat 12/24,Texas,8080404,92628
4361,Sat 12/24,Utah,1072888,5177
4362,Sat 12/24,Vermont,148031,791
4363,Sat 12/24,Virgin Islands,23734,127
4364,Sat 12/24,Virginia,2190699,22773
4365,Sat 12/24,Washington,1879139,15021
4366,Sat 12/24,West Virginia,621614,7786
4367,Sat 12/24,Wisconsin,1954481,15826
4368,Sat 12/24,Wyoming,182581,1959
4369,Sun 12/25,Alabama,1568934,21208
4370,Sun 12/25,Alaska,301449,1408
4371,Sun 12/25,American Samoa,8266,34
4372,Sun 12/25,Arizona,2373361,32038
4373,Sun 12/25,Arkansas,981569,12690
4374,Sun 12/25,California,11772585,100628
