id,Name,Symbol,Year,Month,Day,Date,Price
1,Bitcoin,BTC,2013.0,4.0,29.0,4/29/2013,144.5399933
2,Bitcoin,BTC,2013.0,4.0,30.0,4/30/2013,139.0
3,Bitcoin,BTC,2013.0,5.0,1.0,5/1/2013,116.9899979
4,Bitcoin,BTC,2013.0,5.0,2.0,5/2/2013,105.2099991
5,Bitcoin,BTC,2013.0,5.0,3.0,5/3/2013,97.75
6,Bitcoin,BTC,2013.0,5.0,4.0,5/4/2013,112.5
7,Bitcoin,BTC,2013.0,5.0,5.0,5/5/2013,115.9100037
8,Bitcoin,BTC,2013.0,5.0,6.0,5/6/2013,112.3000031
9,Bitcoin,BTC,2013.0,5.0,7.0,5/7/2013,111.5
10,Bitcoin,BTC,2013.0,5.0,8.0,5/8/2013,113.5660019
11,Bitcoin,BTC,2013.0,5.0,9.0,5/9/2013,112.6699982
12,Bitcoin,BTC,2013.0,5.0,10.0,5/10/2013,117.1999969
13,Bitcoin,BTC,2013.0,5.0,11.0,5/11/2013,115.2429962
14,Bitcoin,BTC,2013.0,5.0,12.0,5/12/2013,115.0
15,Bitcoin,BTC,2013.0,5.0,13.0,5/13/2013,117.9800034
16,Bitcoin,BTC,2013.0,5.0,14.0,5/14/2013,111.5
17,Bitcoin,BTC,2013.0,5.0,15.0,5/15/2013,114.2200012
18,Bitcoin,BTC,2013.0,5.0,16.0,5/16/2013,118.7600021
19,Bitcoin,BTC,2013.0,5.0,17.0,5/17/2013,123.0149994
20,Bitcoin,BTC,2013.0,5.0,18.0,5/18/2013,123.4980011
21,Bitcoin,BTC,2013.0,5.0,19.0,5/19/2013,121.9899979
22,Bitcoin,BTC,2013.0,5.0,20.0,5/20/2013,122.0
23,Bitcoin,BTC,2013.0,5.0,21.0,5/21/2013,122.8799973
24,Bitcoin,BTC,2013.0,5.0,22.0,5/22/2013,123.8889999
25,Bitcoin,BTC,2013.0,5.0,23.0,5/23/2013,126.6999969
26,Bitcoin,BTC,2013.0,5.0,24.0,5/24/2013,133.1999969
27,Bitcoin,BTC,2013.0,5.0,25.0,5/25/2013,131.9799957
28,Bitcoin,BTC,2013.0,5.0,26.0,5/26/2013,133.4799957
29,Bitcoin,BTC,2013.0,5.0,27.0,5/27/2013,129.7449951
30,Bitcoin,BTC,2013.0,5.0,28.0,5/28/2013,129.0
31,Bitcoin,BTC,2013.0,5.0,29.0,5/29/2013,132.3000031
32,Bitcoin,BTC,2013.0,5.0,30.0,5/30/2013,128.798996
33,Bitcoin,BTC,2013.0,5.0,31.0,5/31/2013,129.0
34,Bitcoin,BTC,2013.0,6.0,1.0,6/1/2013,129.3000031
35,Bitcoin,BTC,2013.0,6.0,2.0,6/2/2013,122.2919998
36,Bitcoin,BTC,2013.0,6.0,3.0,6/3/2013,122.2220001
37,Bitcoin,BTC,2013.0,6.0,4.0,6/4/2013,121.4199982
38,Bitcoin,BTC,2013.0,6.0,5.0,6/5/2013,121.6500015
39,Bitcoin,BTC,2013.0,6.0,6.0,6/6/2013,118.0
40,Bitcoin,BTC,2013.0,6.0,7.0,6/7/2013,111.5
41,Bitcoin,BTC,2013.0,6.0,8.0,6/8/2013,108.3000031
42,Bitcoin,BTC,2013.0,6.0,9.0,6/9/2013,100.0
43,Bitcoin,BTC,2013.0,6.0,10.0,6/10/2013,106.3499985
44,Bitcoin,BTC,2013.0,6.0,11.0,6/11/2013,108.9000015
45,Bitcoin,BTC,2013.0,6.0,12.0,6/12/2013,108.1500015
46,Bitcoin,BTC,2013.0,6.0,13.0,6/13/2013,104.0
47,Bitcoin,BTC,2013.0,6.0,14.0,6/14/2013,99.97889709
48,Bitcoin,BTC,2013.0,6.0,15.0,6/15/2013,99.98809814
49,Bitcoin,BTC,2013.0,6.0,16.0,6/16/2013,99.51000214
50,Bitcoin,BTC,2013.0,6.0,17.0,6/17/2013,101.6999969
51,Bitcoin,BTC,2013.0,6.0,18.0,6/18/2013,107.4000015
52,Bitcoin,BTC,2013.0,6.0,19.0,6/19/2013,108.25
53,Bitcoin,BTC,2013.0,6.0,20.0,6/20/2013,110.1500015
54,Bitcoin,BTC,2013.0,6.0,21.0,6/21/2013,109.5
55,Bitcoin,BTC,2013.0,6.0,22.0,6/22/2013,108.3000031
56,Bitcoin,BTC,2013.0,6.0,23.0,6/23/2013,107.5999985
57,Bitcoin,BTC,2013.0,6.0,24.0,6/24/2013,102.7369995
58,Bitcoin,BTC,2013.0,6.0,25.0,6/25/2013,103.9499969
59,Bitcoin,BTC,2013.0,6.0,26.0,6/26/2013,104.0
60,Bitcoin,BTC,2013.0,6.0,27.0,6/27/2013,101.4369965
61,Bitcoin,BTC,2013.0,6.0,28.0,6/28/2013,94.64920044
62,Bitcoin,BTC,2013.0,6.0,29.0,6/29/2013,94.9940033
63,Bitcoin,BTC,2013.0,6.0,30.0,6/30/2013,96.61399841
64,Bitcoin,BTC,2013.0,7.0,1.0,7/1/2013,88.05000305
65,Bitcoin,BTC,2013.0,7.0,2.0,7/2/2013,90.13400269
66,Bitcoin,BTC,2013.0,7.0,3.0,7/3/2013,77.52999878
67,Bitcoin,BTC,2013.0,7.0,4.0,7/4/2013,80.52580261
68,Bitcoin,BTC,2013.0,7.0,5.0,7/5/2013,68.43099976
69,Bitcoin,BTC,2013.0,7.0,6.0,7/6/2013,70.27729797
70,Bitcoin,BTC,2013.0,7.0,7.0,7/7/2013,74.56109619
71,Bitcoin,BTC,2013.0,7.0,8.0,7/8/2013,76.51599884
72,Bitcoin,BTC,2013.0,7.0,9.0,7/9/2013,76.69400024
73,Bitcoin,BTC,2013.0,7.0,10.0,7/10/2013,86.76000214
74,Bitcoin,BTC,2013.0,7.0,11.0,7/11/2013,88.98000336
75,Bitcoin,BTC,2013.0,7.0,12.0,7/12/2013,93.59490204
76,Bitcoin,BTC,2013.0,7.0,13.0,7/13/2013,98.1339035
77,Bitcoin,BTC,2013.0,7.0,14.0,7/14/2013,94.69129944
78,Bitcoin,BTC,2013.0,7.0,15.0,7/15/2013,98.40019989
79,Bitcoin,BTC,2013.0,7.0,16.0,7/16/2013,97.45079803
80,Bitcoin,BTC,2013.0,7.0,17.0,7/17/2013,98.5
81,Bitcoin,BTC,2013.0,7.0,18.0,7/18/2013,90.58000183
82,Bitcoin,BTC,2013.0,7.0,19.0,7/19/2013,92.16999817
83,Bitcoin,BTC,2013.0,7.0,20.0,7/20/2013,89.39009857
84,Bitcoin,BTC,2013.0,7.0,21.0,7/21/2013,90.75730133
85,Bitcoin,BTC,2013.0,7.0,22.0,7/22/2013,91.61000061
86,Bitcoin,BTC,2013.0,7.0,23.0,7/23/2013,95.5585022
87,Bitcoin,BTC,2013.0,7.0,24.0,7/24/2013,94.51000214
88,Bitcoin,BTC,2013.0,7.0,25.0,7/25/2013,96.90000153
89,Bitcoin,BTC,2013.0,7.0,26.0,7/26/2013,96.02020264
90,Bitcoin,BTC,2013.0,7.0,27.0,7/27/2013,94.11599731
91,Bitcoin,BTC,2013.0,7.0,28.0,7/28/2013,99.7559967
92,Bitcoin,BTC,2013.0,7.0,29.0,7/29/2013,101.1999969
93,Bitcoin,BTC,2013.0,7.0,30.0,7/30/2013,107.9899979
94,Bitcoin,BTC,2013.0,7.0,31.0,7/31/2013,106.0899963
95,Bitcoin,BTC,2013.0,8.0,1.0,8/1/2013,104.0
96,Bitcoin,BTC,2013.0,8.0,2.0,8/2/2013,104.5009995
97,Bitcoin,BTC,2013.0,8.0,3.0,8/3/2013,104.0049973
98,Bitcoin,BTC,2013.0,8.0,4.0,8/4/2013,105.1439972
99,Bitcoin,BTC,2013.0,8.0,5.0,8/5/2013,106.2200012
100,Bitcoin,BTC,2013.0,8.0,6.0,8/6/2013,106.75
101,Bitcoin,BTC,2013.0,8.0,7.0,8/7/2013,106.75
102,Bitcoin,BTC,2013.0,8.0,8.0,8/8/2013,103.0
103,Bitcoin,BTC,2013.0,8.0,9.0,8/9/2013,102.8000031
104,Bitcoin,BTC,2013.0,8.0,10.0,8/10/2013,103.0
105,Bitcoin,BTC,2013.0,8.0,11.0,8/11/2013,105.0
106,Bitcoin,BTC,2013.0,8.0,12.0,8/12/2013,106.6360016
107,Bitcoin,BTC,2013.0,8.0,13.0,8/13/2013,109.0
108,Bitcoin,BTC,2013.0,8.0,14.0,8/14/2013,112.5619965
109,Bitcoin,BTC,2013.0,8.0,15.0,8/15/2013,109.9899979
110,Bitcoin,BTC,2013.0,8.0,16.0,8/16/2013,108.9940033
111,Bitcoin,BTC,2013.0,8.0,17.0,8/17/2013,113.5
112,Bitcoin,BTC,2013.0,8.0,18.0,8/18/2013,113.5
113,Bitcoin,BTC,2013.0,8.0,19.0,8/19/2013,119.0
114,Bitcoin,BTC,2013.0,8.0,20.0,8/20/2013,121.2050018
115,Bitcoin,BTC,2013.0,8.0,21.0,8/21/2013,123.3000031
116,Bitcoin,BTC,2013.0,8.0,22.0,8/22/2013,121.1500015
117,Bitcoin,BTC,2013.0,8.0,23.0,8/23/2013,118.5009995
118,Bitcoin,BTC,2013.0,8.0,24.0,8/24/2013,120.0449982
119,Bitcoin,BTC,2013.0,8.0,25.0,8/25/2013,122.1110001
120,Bitcoin,BTC,2013.0,8.0,26.0,8/26/2013,120.0559998
121,Bitcoin,BTC,2013.0,8.0,27.0,8/27/2013,126.5
122,Bitcoin,BTC,2013.0,8.0,28.0,8/28/2013,122.6200027
123,Bitcoin,BTC,2013.0,8.0,29.0,8/29/2013,122.3899994
124,Bitcoin,BTC,2013.0,8.0,30.0,8/30/2013,133.4900055
125,Bitcoin,BTC,2013.0,8.0,31.0,8/31/2013,135.3500061
126,Bitcoin,BTC,2013.0,9.0,1.0,9/1/2013,138.3399963
127,Bitcoin,BTC,2013.0,9.0,2.0,9/2/2013,135.8500061
128,Bitcoin,BTC,2013.0,9.0,3.0,9/3/2013,136.7700043
129,Bitcoin,BTC,2013.0,9.0,4.0,9/4/2013,126.7399979
130,Bitcoin,BTC,2013.0,9.0,5.0,9/5/2013,126.4300003
131,Bitcoin,BTC,2013.0,9.0,6.0,9/6/2013,119.1500015
132,Bitcoin,BTC,2013.0,9.0,7.0,9/7/2013,124.1500015
133,Bitcoin,BTC,2013.0,9.0,8.0,9/8/2013,121.6600037
134,Bitcoin,BTC,2013.0,9.0,9.0,9/9/2013,127.1100006
135,Bitcoin,BTC,2013.0,9.0,10.0,9/10/2013,125.9100037
136,Bitcoin,BTC,2013.0,9.0,11.0,9/11/2013,135.25
137,Bitcoin,BTC,2013.0,9.0,12.0,9/12/2013,133.1300049
138,Bitcoin,BTC,2013.0,9.0,13.0,9/13/2013,134.9799957
139,Bitcoin,BTC,2013.0,9.0,14.0,9/14/2013,129.2200012
140,Bitcoin,BTC,2013.0,9.0,15.0,9/15/2013,130.3699951
141,Bitcoin,BTC,2013.0,9.0,16.0,9/16/2013,131.7200012
142,Bitcoin,BTC,2013.0,9.0,17.0,9/17/2013,131.6600037
143,Bitcoin,BTC,2013.0,9.0,18.0,9/18/2013,131.4700012
144,Bitcoin,BTC,2013.0,9.0,19.0,9/19/2013,129.6499939
145,Bitcoin,BTC,2013.0,9.0,20.0,9/20/2013,127.0400009
146,Bitcoin,BTC,2013.0,9.0,21.0,9/21/2013,127.4300003
147,Bitcoin,BTC,2013.0,9.0,22.0,9/22/2013,129.1199951
148,Bitcoin,BTC,2013.0,9.0,23.0,9/23/2013,125.9499969
149,Bitcoin,BTC,2013.0,9.0,24.0,9/24/2013,127.25
150,Bitcoin,BTC,2013.0,9.0,25.0,9/25/2013,128.2200012
151,Bitcoin,BTC,2013.0,9.0,26.0,9/26/2013,128.3800049
152,Bitcoin,BTC,2013.0,9.0,27.0,9/27/2013,133.7799988
153,Bitcoin,BTC,2013.0,9.0,28.0,9/28/2013,134.7799988
154,Bitcoin,BTC,2013.0,9.0,29.0,9/29/2013,137.3399963
155,Bitcoin,BTC,2013.0,9.0,30.0,9/30/2013,133.0
156,Bitcoin,BTC,2013.0,10.0,1.0,10/1/2013,132.1799927
157,Bitcoin,BTC,2013.0,10.0,2.0,10/2/2013,114.1299973
158,Bitcoin,BTC,2013.0,10.0,3.0,10/3/2013,123.6299973
159,Bitcoin,BTC,2013.0,10.0,4.0,10/4/2013,129.0099945
160,Bitcoin,BTC,2013.0,10.0,5.0,10/5/2013,128.5500031
161,Bitcoin,BTC,2013.0,10.0,6.0,10/6/2013,129.0
162,Bitcoin,BTC,2013.0,10.0,7.0,10/7/2013,126.9400024
163,Bitcoin,BTC,2013.0,10.0,8.0,10/8/2013,126.0
164,Bitcoin,BTC,2013.0,10.0,9.0,10/9/2013,130.6900024
165,Bitcoin,BTC,2013.0,10.0,10.0,10/10/2013,130.5899963
166,Bitcoin,BTC,2013.0,10.0,11.0,10/11/2013,130.8999939
167,Bitcoin,BTC,2013.0,10.0,12.0,10/12/2013,135.1900024
168,Bitcoin,BTC,2013.0,10.0,13.0,10/13/2013,138.1300049
169,Bitcoin,BTC,2013.0,10.0,14.0,10/14/2013,140.5200043
170,Bitcoin,BTC,2013.0,10.0,15.0,10/15/2013,145.2400055
171,Bitcoin,BTC,2013.0,10.0,16.0,10/16/2013,142.5500031
172,Bitcoin,BTC,2013.0,10.0,17.0,10/17/2013,146.25
173,Bitcoin,BTC,2013.0,10.0,18.0,10/18/2013,155.9600067
174,Bitcoin,BTC,2013.0,10.0,19.0,10/19/2013,172.4199982
175,Bitcoin,BTC,2013.0,10.0,20.0,10/20/2013,174.6100006
176,Bitcoin,BTC,2013.0,10.0,21.0,10/21/2013,182.2100067
177,Bitcoin,BTC,2013.0,10.0,22.0,10/22/2013,193.7599945
178,Bitcoin,BTC,2013.0,10.0,23.0,10/23/2013,213.6199951
179,Bitcoin,BTC,2013.0,10.0,24.0,10/24/2013,198.2299957
180,Bitcoin,BTC,2013.0,10.0,25.0,10/25/2013,186.6900024
181,Bitcoin,BTC,2013.0,10.0,26.0,10/26/2013,177.3200073
182,Bitcoin,BTC,2013.0,10.0,27.0,10/27/2013,196.4400024
183,Bitcoin,BTC,2013.0,10.0,28.0,10/28/2013,198.5500031
184,Bitcoin,BTC,2013.0,10.0,29.0,10/29/2013,204.3899994
185,Bitcoin,BTC,2013.0,10.0,30.0,10/30/2013,199.9700012
186,Bitcoin,BTC,2013.0,10.0,31.0,10/31/2013,204.0
187,Bitcoin,BTC,2013.0,11.0,1.0,11/1/2013,206.1799927
188,Bitcoin,BTC,2013.0,11.0,2.0,11/2/2013,206.2200012
189,Bitcoin,BTC,2013.0,11.0,3.0,11/3/2013,215.0500031
190,Bitcoin,BTC,2013.0,11.0,4.0,11/4/2013,229.1000061
191,Bitcoin,BTC,2013.0,11.0,5.0,11/5/2013,245.2400055
192,Bitcoin,BTC,2013.0,11.0,6.0,11/6/2013,262.5
193,Bitcoin,BTC,2013.0,11.0,7.0,11/7/2013,296.4100037
194,Bitcoin,BTC,2013.0,11.0,8.0,11/8/2013,338.1099854
195,Bitcoin,BTC,2013.0,11.0,9.0,11/9/2013,339.1099854
196,Bitcoin,BTC,2013.0,11.0,10.0,11/10/2013,326.6199951
197,Bitcoin,BTC,2013.0,11.0,11.0,11/11/2013,342.4400024
198,Bitcoin,BTC,2013.0,11.0,12.0,11/12/2013,360.3299866
199,Bitcoin,BTC,2013.0,11.0,13.0,11/13/2013,407.3699951
200,Bitcoin,BTC,2013.0,11.0,14.0,11/14/2013,420.2000122
201,Bitcoin,BTC,2013.0,11.0,15.0,11/15/2013,417.9500122
202,Bitcoin,BTC,2013.0,11.0,16.0,11/16/2013,440.2200012
203,Bitcoin,BTC,2013.0,11.0,17.0,11/17/2013,492.1099854
204,Bitcoin,BTC,2013.0,11.0,18.0,11/18/2013,703.5599976
205,Bitcoin,BTC,2013.0,11.0,19.0,11/19/2013,584.6099854
206,Bitcoin,BTC,2013.0,11.0,20.0,11/20/2013,590.8300171
207,Bitcoin,BTC,2013.0,11.0,21.0,11/21/2013,722.4299927
208,Bitcoin,BTC,2013.0,11.0,22.0,11/22/2013,771.4400024
209,Bitcoin,BTC,2013.0,11.0,23.0,11/23/2013,797.8200073
210,Bitcoin,BTC,2013.0,11.0,24.0,11/24/2013,774.25
211,Bitcoin,BTC,2013.0,11.0,25.0,11/25/2013,799.1099854
212,Bitcoin,BTC,2013.0,11.0,26.0,11/26/2013,928.0999756
213,Bitcoin,BTC,2013.0,11.0,27.0,11/27/2013,1001.960022
214,Bitcoin,BTC,2013.0,11.0,28.0,11/28/2013,1031.949951
215,Bitcoin,BTC,2013.0,11.0,29.0,11/29/2013,1131.969971
216,Bitcoin,BTC,2013.0,11.0,30.0,11/30/2013,1129.430054
217,Bitcoin,BTC,2013.0,12.0,1.0,12/1/2013,955.8499756
218,Bitcoin,BTC,2013.0,12.0,2.0,12/2/2013,1043.329956
219,Bitcoin,BTC,2013.0,12.0,3.0,12/3/2013,1078.280029
220,Bitcoin,BTC,2013.0,12.0,4.0,12/4/2013,1151.170044
221,Bitcoin,BTC,2013.0,12.0,5.0,12/5/2013,1045.109985
222,Bitcoin,BTC,2013.0,12.0,6.0,12/6/2013,829.4500122
223,Bitcoin,BTC,2013.0,12.0,7.0,12/7/2013,698.2299805
224,Bitcoin,BTC,2013.0,12.0,8.0,12/8/2013,795.8699951
225,Bitcoin,BTC,2013.0,12.0,9.0,12/9/2013,893.1900024
226,Bitcoin,BTC,2013.0,12.0,10.0,12/10/2013,988.5100098
227,Bitcoin,BTC,2013.0,12.0,11.0,12/11/2013,878.4799805
228,Bitcoin,BTC,2013.0,12.0,12.0,12/12/2013,873.2600098
229,Bitcoin,BTC,2013.0,12.0,13.0,12/13/2013,892.5800171
230,Bitcoin,BTC,2013.0,12.0,14.0,12/14/2013,872.5999756
231,Bitcoin,BTC,2013.0,12.0,15.0,12/15/2013,876.1199951
232,Bitcoin,BTC,2013.0,12.0,16.0,12/16/2013,705.9699707
233,Bitcoin,BTC,2013.0,12.0,17.0,12/17/2013,682.1199951
234,Bitcoin,BTC,2013.0,12.0,18.0,12/18/2013,522.7000122
235,Bitcoin,BTC,2013.0,12.0,19.0,12/19/2013,691.960022
236,Bitcoin,BTC,2013.0,12.0,20.0,12/20/2013,625.3200073
237,Bitcoin,BTC,2013.0,12.0,21.0,12/21/2013,605.6599731
238,Bitcoin,BTC,2013.0,12.0,22.0,12/22/2013,617.1799927
239,Bitcoin,BTC,2013.0,12.0,23.0,12/23/2013,673.4099731
240,Bitcoin,BTC,2013.0,12.0,24.0,12/24/2013,665.5800171
241,Bitcoin,BTC,2013.0,12.0,25.0,12/25/2013,682.210022
242,Bitcoin,BTC,2013.0,12.0,26.0,12/26/2013,761.9799805
243,Bitcoin,BTC,2013.0,12.0,27.0,12/27/2013,735.0700073
244,Bitcoin,BTC,2013.0,12.0,28.0,12/28/2013,727.8300171
245,Bitcoin,BTC,2013.0,12.0,29.0,12/29/2013,745.0499878
246,Bitcoin,BTC,2013.0,12.0,30.0,12/30/2013,756.1300049
247,Bitcoin,BTC,2013.0,12.0,31.0,12/31/2013,754.0100098
248,Bitcoin,BTC,2014.0,1.0,1.0,1/1/2014,771.4000244
249,Bitcoin,BTC,2014.0,1.0,2.0,1/2/2014,802.3900146
250,Bitcoin,BTC,2014.0,1.0,3.0,1/3/2014,818.7199707
251,Bitcoin,BTC,2014.0,1.0,4.0,1/4/2014,859.5100098
252,Bitcoin,BTC,2014.0,1.0,5.0,1/5/2014,933.5300293
253,Bitcoin,BTC,2014.0,1.0,6.0,1/6/2014,953.289978
254,Bitcoin,BTC,2014.0,1.0,7.0,1/7/2014,802.0
255,Bitcoin,BTC,2014.0,1.0,8.0,1/8/2014,842.7199707
256,Bitcoin,BTC,2014.0,1.0,9.0,1/9/2014,846.8599854
257,Bitcoin,BTC,2014.0,1.0,10.0,1/10/2014,868.4799805
258,Bitcoin,BTC,2014.0,1.0,11.0,1/11/2014,913.9500122
259,Bitcoin,BTC,2014.0,1.0,12.0,1/12/2014,863.2199707
260,Bitcoin,BTC,2014.0,1.0,13.0,1/13/2014,841.2000122
261,Bitcoin,BTC,2014.0,1.0,14.0,1/14/2014,833.2700195
262,Bitcoin,BTC,2014.0,1.0,15.0,1/15/2014,860.9000244
263,Bitcoin,BTC,2014.0,1.0,16.0,1/16/2014,835.6300049
264,Bitcoin,BTC,2014.0,1.0,17.0,1/17/2014,814.6400146
265,Bitcoin,BTC,2014.0,1.0,18.0,1/18/2014,840.0
266,Bitcoin,BTC,2014.0,1.0,19.0,1/19/2014,870.960022
267,Bitcoin,BTC,2014.0,1.0,20.0,1/20/2014,870.2000122
268,Bitcoin,BTC,2014.0,1.0,21.0,1/21/2014,863.9099731
269,Bitcoin,BTC,2014.0,1.0,22.0,1/22/2014,845.5900269
270,Bitcoin,BTC,2014.0,1.0,23.0,1/23/2014,822.039978
271,Bitcoin,BTC,2014.0,1.0,24.0,1/24/2014,797.0700073
272,Bitcoin,BTC,2014.0,1.0,25.0,1/25/2014,853.6099854
273,Bitcoin,BTC,2014.0,1.0,26.0,1/26/2014,885.2800293
274,Bitcoin,BTC,2014.0,1.0,27.0,1/27/2014,771.3900146
275,Bitcoin,BTC,2014.0,1.0,28.0,1/28/2014,812.5100098
276,Bitcoin,BTC,2014.0,1.0,29.0,1/29/2014,826.0
277,Bitcoin,BTC,2014.0,1.0,30.0,1/30/2014,819.0300293
278,Bitcoin,BTC,2014.0,1.0,31.0,1/31/2014,829.9199829
279,Bitcoin,BTC,2014.0,2.0,1.0,2/1/2014,832.5800171
280,Bitcoin,BTC,2014.0,2.0,2.0,2/2/2014,825.3699951
281,Bitcoin,BTC,2014.0,2.0,3.0,2/3/2014,823.8300171
282,Bitcoin,BTC,2014.0,2.0,4.0,2/4/2014,827.960022
283,Bitcoin,BTC,2014.0,2.0,5.0,2/5/2014,811.9099731
284,Bitcoin,BTC,2014.0,2.0,6.0,2/6/2014,781.5499878
285,Bitcoin,BTC,2014.0,2.0,7.0,2/7/2014,712.4000244
286,Bitcoin,BTC,2014.0,2.0,8.0,2/8/2014,673.9199829
287,Bitcoin,BTC,2014.0,2.0,9.0,2/9/2014,682.9000244
288,Bitcoin,BTC,2014.0,2.0,10.0,2/10/2014,681.0300293
289,Bitcoin,BTC,2014.0,2.0,11.0,2/11/2014,672.1699829
290,Bitcoin,BTC,2014.0,2.0,12.0,2/12/2014,651.7199707
291,Bitcoin,BTC,2014.0,2.0,13.0,2/13/2014,605.2399902
292,Bitcoin,BTC,2014.0,2.0,14.0,2/14/2014,661.9899902
293,Bitcoin,BTC,2014.0,2.0,15.0,2/15/2014,650.9199829
294,Bitcoin,BTC,2014.0,2.0,16.0,2/16/2014,616.6300049
295,Bitcoin,BTC,2014.0,2.0,17.0,2/17/2014,626.2700195
296,Bitcoin,BTC,2014.0,2.0,18.0,2/18/2014,626.5999756
297,Bitcoin,BTC,2014.0,2.0,19.0,2/19/2014,623.0300293
298,Bitcoin,BTC,2014.0,2.0,20.0,2/20/2014,556.1400146
299,Bitcoin,BTC,2014.0,2.0,21.0,2/21/2014,574.1599731
300,Bitcoin,BTC,2014.0,2.0,22.0,2/22/2014,605.4199829
301,Bitcoin,BTC,2014.0,2.0,23.0,2/23/2014,605.8200073
302,Bitcoin,BTC,2014.0,2.0,24.0,2/24/2014,546.3200073
303,Bitcoin,BTC,2014.0,2.0,25.0,2/25/2014,538.710022
304,Bitcoin,BTC,2014.0,2.0,26.0,2/26/2014,582.6900024
305,Bitcoin,BTC,2014.0,2.0,27.0,2/27/2014,578.7700195
306,Bitcoin,BTC,2014.0,2.0,28.0,2/28/2014,549.2600098
307,Bitcoin,BTC,2014.0,3.0,1.0,3/1/2014,565.6099854
308,Bitcoin,BTC,2014.0,3.0,2.0,3/2/2014,559.789978
309,Bitcoin,BTC,2014.0,3.0,3.0,3/3/2014,667.7600098
310,Bitcoin,BTC,2014.0,3.0,4.0,3/4/2014,666.7800293
311,Bitcoin,BTC,2014.0,3.0,5.0,3/5/2014,665.5100098
312,Bitcoin,BTC,2014.0,3.0,6.0,3/6/2014,663.8599854
313,Bitcoin,BTC,2014.0,3.0,7.0,3/7/2014,629.1500244
314,Bitcoin,BTC,2014.0,3.0,8.0,3/8/2014,617.4500122
315,Bitcoin,BTC,2014.0,3.0,9.0,3/9/2014,636.960022
316,Bitcoin,BTC,2014.0,3.0,10.0,3/10/2014,627.789978
317,Bitcoin,BTC,2014.0,3.0,11.0,3/11/2014,634.1099854
318,Bitcoin,BTC,2014.0,3.0,12.0,3/12/2014,632.0999756
319,Bitcoin,BTC,2014.0,3.0,13.0,3/13/2014,638.1400146
320,Bitcoin,BTC,2014.0,3.0,14.0,3/14/2014,628.7999878
321,Bitcoin,BTC,2014.0,3.0,15.0,3/15/2014,636.1199951
322,Bitcoin,BTC,2014.0,3.0,16.0,3/16/2014,631.1099854
323,Bitcoin,BTC,2014.0,3.0,17.0,3/17/2014,622.3729858
324,Bitcoin,BTC,2014.0,3.0,18.0,3/18/2014,614.8319702
325,Bitcoin,BTC,2014.0,3.0,19.0,3/19/2014,609.8880005
326,Bitcoin,BTC,2014.0,3.0,20.0,3/20/2014,588.7700195
327,Bitcoin,BTC,2014.0,3.0,21.0,3/21/2014,571.4899902
328,Bitcoin,BTC,2014.0,3.0,22.0,3/22/2014,565.039978
329,Bitcoin,BTC,2014.0,3.0,23.0,3/23/2014,561.2719727
330,Bitcoin,BTC,2014.0,3.0,24.0,3/24/2014,583.4119873
331,Bitcoin,BTC,2014.0,3.0,25.0,3/25/2014,583.9169922
332,Bitcoin,BTC,2014.0,3.0,26.0,3/26/2014,580.8270264
333,Bitcoin,BTC,2014.0,3.0,27.0,3/27/2014,471.2390137
334,Bitcoin,BTC,2014.0,3.0,28.0,3/28/2014,495.6659851
335,Bitcoin,BTC,2014.0,3.0,29.0,3/29/2014,491.1719971
336,Bitcoin,BTC,2014.0,3.0,30.0,3/30/2014,460.2730103
337,Bitcoin,BTC,2014.0,3.0,31.0,3/31/2014,457.0010071
338,Bitcoin,BTC,2014.0,4.0,1.0,4/1/2014,478.375
339,Bitcoin,BTC,2014.0,4.0,2.0,4/2/2014,437.1400146
340,Bitcoin,BTC,2014.0,4.0,3.0,4/3/2014,444.7179871
341,Bitcoin,BTC,2014.0,4.0,4.0,4/4/2014,447.526001
342,Bitcoin,BTC,2014.0,4.0,5.0,4/5/2014,461.9070129
343,Bitcoin,BTC,2014.0,4.0,6.0,4/6/2014,460.4989929
344,Bitcoin,BTC,2014.0,4.0,7.0,4/7/2014,449.4230042
345,Bitcoin,BTC,2014.0,4.0,8.0,4/8/2014,453.0859985
346,Bitcoin,BTC,2014.0,4.0,9.0,4/9/2014,442.7250061
347,Bitcoin,BTC,2014.0,4.0,10.0,4/10/2014,365.1759949
348,Bitcoin,BTC,2014.0,4.0,11.0,4/11/2014,420.946991
349,Bitcoin,BTC,2014.0,4.0,12.0,4/12/2014,421.1159973
350,Bitcoin,BTC,2014.0,4.0,13.0,4/13/2014,414.0629883
351,Bitcoin,BTC,2014.0,4.0,14.0,4/14/2014,458.7869873
352,Bitcoin,BTC,2014.0,4.0,15.0,4/15/2014,515.5859985
353,Bitcoin,BTC,2014.0,4.0,16.0,4/16/2014,527.3950195
354,Bitcoin,BTC,2014.0,4.0,17.0,4/17/2014,495.9630127
355,Bitcoin,BTC,2014.0,4.0,18.0,4/18/2014,479.644989
356,Bitcoin,BTC,2014.0,4.0,19.0,4/19/2014,501.5650024
357,Bitcoin,BTC,2014.0,4.0,20.0,4/20/2014,498.1679993
358,Bitcoin,BTC,2014.0,4.0,21.0,4/21/2014,495.7730103
359,Bitcoin,BTC,2014.0,4.0,22.0,4/22/2014,487.9240112
360,Bitcoin,BTC,2014.0,4.0,23.0,4/23/2014,491.303009
